Time[s], I (2), Q (4), Samp Trig , Trigger, Channel 4, Channel 5, Channel 6, Channel 7
0.034904625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.034924083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.034967750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.034994958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.035038666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.035058125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.035116291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.035135750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.035179416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.035198875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.035242541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.035262000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.035305708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.035325166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.035368833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.035388291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.035431958333333, 1, 1, 1, 1, 1, 1, 1, 0
0.035451416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.035495083333333, 1, 1, 1, 1, 1, 1, 1, 0
0.035685333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.035736791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.035756041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.035799750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.035826750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.035870416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.035889708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.035941708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.035960958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036004625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036023916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.036067583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.036086833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036136708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.036156000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.036199666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.036218916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.036262625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036281875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.036325541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.036516083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036567500000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036586833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036630500000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036657583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036701291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.036720625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.036772625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036791916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.036835625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036854958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036898625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036917958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.036961625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.036980958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037024625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.037043958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037087625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.037106958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037150625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.037347333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037398791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037418125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.037461791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037488875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.037532541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037551875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.037603875000000, 1, 1, 1, 1, 1, 1, 1, 0
0.037623208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037666875000000, 1, 1, 1, 1, 1, 1, 1, 0
0.037686208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037729916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037749208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.037792916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037812250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.037855916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037875250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.037918916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.037938250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.037981916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.038172708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.038230333333333, 1, 1, 1, 1, 1, 1, 1, 0
0.038249708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.038293375000000, 1, 1, 1, 1, 1, 1, 1, 0
0.038320541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.061909916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.061929291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.061972958333333, 1, 1, 1, 1, 1, 1, 1, 0
0.061992375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.062036041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.062055416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.062099083333333, 1, 1, 1, 1, 1, 1, 1, 0
0.062118500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.062162166666667, 1, 1, 1, 1, 1, 1, 1, 0
0.062181583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.062225250000000, 1, 1, 1, 1, 1, 1, 1, 0
0.062244625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.062288291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.062307708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.062351375000000, 1, 1, 1, 1, 1, 1, 1, 0
0.062541916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.062593333333333, 1, 1, 1, 1, 1, 1, 1, 0
0.062612666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.062656333333333, 1, 1, 1, 1, 1, 1, 1, 0
0.062683416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.062727083333333, 1, 1, 1, 1, 1, 1, 1, 0
0.062746416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.062804625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.062823958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.062867625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.062886958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.062930625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.062949958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.062993625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.063012958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.063056666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063076000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.063119666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063139000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.063182666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063373416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.063424875000000, 1, 1, 1, 1, 1, 1, 1, 0
0.063444250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.063487916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063515083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.063558750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.063578166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.063630166666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063649541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.063693208333333, 1, 1, 1, 1, 1, 1, 1, 0
0.063712625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.063756291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063775666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.063825541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.063844958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.063888625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.063908000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.063951708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.063971083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.064014750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.064205541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.064256958333333, 1, 1, 1, 1, 1, 1, 1, 0
0.064276333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.064320041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.064347166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.064390875000000, 1, 1, 1, 1, 1, 1, 1, 0
0.064410250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.064462250000000, 1, 1, 1, 1, 1, 1, 1, 0
0.064481625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.064525333333333, 1, 1, 1, 1, 1, 1, 1, 0
0.064544708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.064588375000000, 1, 1, 1, 1, 1, 1, 1, 0
0.064607791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.064651458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.064670833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.064714541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.064733916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.064777583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.064797000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.064846833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.065037875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065089291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065108750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065152416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065179666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.065223333333333, 1, 1, 1, 1, 1, 1, 1, 0
0.065242791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.065294791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065314250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065357916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065377375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065421041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065440500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065484166666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065503625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065547291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.065566750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065610458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.065629875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.065673583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.065870291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.065921708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.065941041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.065984708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066011791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066055500000000, 1, 1, 1, 1, 1, 1, 1, 0
0.066074833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.066126833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066146125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.066189833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066209166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066252833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066272166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066315833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066335166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066378833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066398166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066441833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066461166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066504833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.066695625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.066747041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.066766458333333, 1, 1, 1, 1, 1, 1, 1, 1
0.066810125000000, 1, 1, 1, 1, 1, 1, 1, 0
0.066837291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066887125000000, 1, 1, 1, 1, 1, 1, 1, 0
0.066906541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.066958541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.066977916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.067021583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.067041000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.067084666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.067104083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.071070791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.071090208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.071133875000000, 1, 1, 1, 1, 1, 1, 1, 0
0.071153250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.071196958333333, 1, 1, 1, 1, 1, 1, 1, 0
0.071216333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.071260000000000, 1, 1, 1, 1, 1, 1, 1, 0
0.071450791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.071502208333333, 1, 1, 1, 1, 1, 1, 1, 0
0.071521625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.071565291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.071592416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.071636125000000, 1, 1, 1, 1, 1, 1, 1, 0
0.071655500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.071707500000000, 1, 1, 1, 1, 1, 1, 1, 0
0.071726875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.071770583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.071789958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.071833625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.071853041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.071896708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.071916083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.071959791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.071979166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.072029041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072048416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.072092125000000, 1, 1, 1, 1, 1, 1, 1, 0
0.072283125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072334541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072354000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072397708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.072424916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.072468583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.072488041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.072540041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072559500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072603166666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072622625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072666291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072685750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072729416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072748875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072792541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.072812000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.072855708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.072875166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.072918833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.073115791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.073167208333333, 1, 1, 1, 1, 1, 1, 1, 0
0.073186625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.073230291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.073257458333333, 1, 1, 1, 1, 1, 1, 1, 1
0.073301125000000, 1, 1, 1, 1, 1, 1, 1, 0
0.073320500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.073372500000000, 1, 1, 1, 1, 1, 1, 1, 0
0.073391916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.073435583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.073454958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.073498625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.073518041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.073561708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.073581125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.073624791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.073644166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.073687833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.073707250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.073750916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.073941958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.073993375000000, 1, 1, 1, 1, 1, 1, 1, 0
0.074012833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.074062708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074089916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.074133583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074153041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.074205041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.074224500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.074268166666667, 1, 1, 1, 1, 1, 1, 1, 0
0.074287625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.074331291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.074350750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.074394416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.074413875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.074457583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074477041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.074520708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074540166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.074583833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074775041666667, 1, 1, 1, 1, 1, 1, 1, 1
0.074826458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074845916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.074889583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.074916833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.074960500000000, 1, 1, 1, 1, 1, 1, 1, 0
0.074979958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.075031958333333, 1, 1, 1, 1, 1, 1, 1, 0
0.075051416666667, 1, 1, 1, 1, 1, 1, 1, 1
0.075101250000000, 1, 1, 1, 1, 1, 1, 1, 0
0.075120708333333, 1, 1, 1, 1, 1, 1, 1, 1
0.075164416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.075183875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075227541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.075247000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075290666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.075310125000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075353791666667, 1, 1, 1, 1, 1, 1, 1, 0
0.075373250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075416916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.075608375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075659833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.075679333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.075723000000000, 1, 1, 1, 1, 1, 1, 1, 0
0.075750291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.075793958333333, 1, 1, 1, 1, 1, 1, 1, 0
0.075813500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075865458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.075885000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.075928666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.075948208333333, 1, 1, 1, 1, 1, 1, 1, 1
0.075991875000000, 1, 1, 1, 1, 1, 1, 1, 0
0.076011375000000, 1, 1, 1, 1, 1, 1, 1, 1
0.076055041666667, 1, 1, 1, 1, 1, 1, 1, 0
0.076074583333333, 1, 1, 1, 1, 1, 1, 1, 1
0.076124458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.076143958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.076187625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.076207166666667, 1, 1, 1, 1, 1, 1, 1, 1
0.076250833333333, 1, 1, 1, 1, 1, 1, 1, 0
0.076441291666667, 1, 1, 1, 1, 1, 1, 1, 1
0.080083625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.080102875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.080146541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.080165833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.080215708333333, 1, 1, 1, 1, 1, 1, 1, 0
0.080234958333333, 1, 1, 1, 1, 1, 1, 1, 1
0.080278625000000, 1, 1, 1, 1, 1, 1, 1, 0
0.080297916666667, 1, 1, 1, 1, 1, 1, 1, 1
0.080341583333333, 1, 1, 1, 1, 1, 1, 1, 0
0.080360833333333, 1, 1, 1, 1, 1, 1, 1, 1
0.080404541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.080423791666667, 1, 1, 1, 1, 1, 1, 1, 1
0.080467458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.080486750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.080530416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.080549666666667, 1, 1, 1, 1, 1, 1, 1, 1
0.080593333333333, 1, 1, 1, 1, 1, 1, 1, 0
0.080612625000000, 1, 1, 1, 1, 1, 1, 1, 1
0.080656291666667, 1, 1, 1, 1, 1, 1, 1, 0
0.080847000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.080898416666667, 1, 1, 1, 1, 1, 1, 1, 0
0.080917750000000, 1, 1, 1, 1, 1, 1, 1, 1
0.080961458333333, 1, 1, 1, 1, 1, 1, 1, 0
0.080988541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.081032208333333, 1, 1, 1, 1, 1, 1, 1, 0
0.081051541666667, 1, 1, 1, 1, 1, 1, 1, 1
0.081103541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.081122875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.081166541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.081185875000000, 1, 1, 1, 1, 1, 1, 1, 1
0.081229541666667, 1, 1, 1, 1, 1, 1, 1, 0
0.081255083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.081298750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.081318083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.081361750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.081381083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.081424750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.081444083333333, 1, 1, 1, 1, 1, 1, 1, 1
0.081487750000000, 1, 1, 1, 1, 1, 1, 1, 0
0.081678458333333, 1, 1, 1, 1, 1, 1, 1, 1
0.081729916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.081749250000000, 1, 1, 1, 1, 1, 1, 1, 1
0.081792916666667, 1, 1, 1, 1, 1, 1, 1, 0
0.081820000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.081863666666667, 1, 1, 1, 1, 1, 1, 1, 0
0.081883000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.081935000000000, 1, 1, 1, 1, 1, 1, 1, 0
0.081954333333333, 1, 1, 1, 1, 1, 1, 1, 1
0.081998000000000, 1, 1, 1, 1, 1, 1, 1, 0
