Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
8.184715000000001, 0, 1, 1, 1, 1, 1, 1, 1
8.284345000000000, 1, 1, 1, 1, 1, 1, 1, 1
8.284380000000001, 0, 1, 1, 1, 1, 1, 1, 1
8.383985000000001, 1, 1, 1, 1, 1, 1, 1, 1
8.384020000000001, 0, 1, 1, 1, 1, 1, 1, 1
8.483645000000001, 1, 1, 1, 1, 1, 1, 1, 1
8.483675000000000, 0, 1, 1, 1, 1, 1, 1, 1
8.583285000000000, 1, 1, 1, 1, 1, 1, 1, 1
8.583320000000001, 0, 1, 1, 1, 1, 1, 1, 1
8.682960000000001, 1, 1, 1, 1, 1, 1, 1, 1
8.682995000000000, 0, 1, 1, 1, 1, 1, 1, 1
8.782600000000000, 1, 1, 1, 1, 1, 1, 1, 1
8.782635000000001, 0, 1, 1, 1, 1, 1, 1, 1
8.882245000000001, 1, 1, 1, 1, 1, 1, 1, 1
8.882280000000002, 0, 1, 1, 1, 1, 1, 1, 1
8.981900000000001, 1, 1, 1, 1, 1, 1, 1, 1
8.981935000000000, 0, 1, 1, 1, 1, 1, 1, 1
9.081575000000001, 1, 1, 1, 1, 1, 1, 1, 1
9.081610000000001, 0, 1, 1, 1, 1, 1, 1, 1
9.181220000000001, 1, 1, 1, 1, 1, 1, 1, 1
9.181255000000000, 0, 1, 1, 1, 1, 1, 1, 1
9.280865000000000, 1, 1, 1, 1, 1, 1, 1, 1
9.280900000000001, 0, 1, 1, 1, 1, 1, 1, 1
9.380520000000001, 1, 1, 1, 1, 1, 1, 1, 1
9.380555000000001, 0, 1, 1, 1, 1, 1, 1, 1
9.480195000000000, 1, 1, 1, 1, 1, 1, 1, 1
9.480230000000001, 0, 1, 1, 1, 1, 1, 1, 1
9.579845000000001, 1, 1, 1, 1, 1, 1, 1, 1
9.579880000000001, 0, 1, 1, 1, 1, 1, 1, 1
9.679485000000001, 1, 1, 1, 1, 1, 1, 1, 1
9.679520000000000, 0, 1, 1, 1, 1, 1, 1, 1
9.779130000000000, 1, 1, 1, 1, 1, 1, 1, 1
9.779165000000001, 0, 1, 1, 1, 1, 1, 1, 1
9.878805000000002, 1, 1, 1, 1, 1, 1, 1, 1
9.878840000000000, 0, 1, 1, 1, 1, 1, 1, 1
9.978460000000000, 1, 1, 1, 1, 1, 1, 1, 1
9.978495000000001, 0, 1, 1, 1, 1, 1, 1, 1
10.078130000000002, 1, 1, 1, 1, 1, 1, 1, 1
10.078165000000000, 0, 1, 1, 1, 1, 1, 1, 1
10.177805000000001, 1, 1, 1, 1, 1, 1, 1, 1
10.177840000000002, 0, 1, 1, 1, 1, 1, 1, 1
10.277475000000001, 1, 1, 1, 1, 1, 1, 1, 1
10.277510000000001, 0, 1, 1, 1, 1, 1, 1, 1
10.377140000000001, 1, 1, 1, 1, 1, 1, 1, 1
10.377170000000001, 0, 1, 1, 1, 1, 1, 1, 1
10.476815000000000, 1, 1, 1, 1, 1, 1, 1, 1
10.476850000000001, 0, 1, 1, 1, 1, 1, 1, 1
10.576495000000001, 1, 1, 1, 1, 1, 1, 1, 1
10.576530000000000, 0, 1, 1, 1, 1, 1, 1, 1
10.676150000000002, 1, 1, 1, 1, 1, 1, 1, 1
10.676185000000000, 0, 1, 1, 1, 1, 1, 1, 1
10.775805000000000, 1, 1, 1, 1, 1, 1, 1, 1
10.775840000000001, 0, 1, 1, 1, 1, 1, 1, 1
10.875470000000002, 1, 1, 1, 1, 1, 1, 1, 1
10.875505000000000, 0, 1, 1, 1, 1, 1, 1, 1
10.975150000000001, 1, 1, 1, 1, 1, 1, 1, 1
10.975185000000002, 0, 1, 1, 1, 1, 1, 1, 1
11.074800000000002, 1, 1, 1, 1, 1, 1, 1, 1
11.074835000000000, 0, 1, 1, 1, 1, 1, 1, 1
11.174460000000002, 1, 1, 1, 1, 1, 1, 1, 1
11.174490000000000, 0, 1, 1, 1, 1, 1, 1, 1
11.274125000000002, 1, 1, 1, 1, 1, 1, 1, 1
11.274160000000000, 0, 1, 1, 1, 1, 1, 1, 1
11.373810000000001, 1, 1, 1, 1, 1, 1, 1, 1
11.373845000000001, 0, 1, 1, 1, 1, 1, 1, 1
11.473465000000001, 1, 1, 1, 1, 1, 1, 1, 1
11.473495000000002, 0, 1, 1, 1, 1, 1, 1, 1
11.573140000000000, 1, 1, 1, 1, 1, 1, 1, 1
11.573175000000001, 0, 1, 1, 1, 1, 1, 1, 1
11.672795000000001, 1, 1, 1, 1, 1, 1, 1, 1
11.672825000000001, 0, 1, 1, 1, 1, 1, 1, 1
11.772470000000000, 1, 1, 1, 1, 1, 1, 1, 1
11.772505000000001, 0, 1, 1, 1, 1, 1, 1, 1
11.872120000000001, 1, 1, 1, 1, 1, 1, 1, 1
11.872155000000001, 0, 1, 1, 1, 1, 1, 1, 1
11.971785000000001, 1, 1, 1, 1, 1, 1, 1, 1
11.971820000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.071450000000000, 1, 1, 1, 1, 1, 1, 1, 1
12.071485000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.171100000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.171130000000002, 0, 1, 1, 1, 1, 1, 1, 1
12.270760000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.270795000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.370425000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.370460000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.470100000000000, 1, 1, 1, 1, 1, 1, 1, 1
12.470135000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.569750000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.569785000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.669405000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.669440000000002, 0, 1, 1, 1, 1, 1, 1, 1
12.769075000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.769110000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.868750000000000, 1, 1, 1, 1, 1, 1, 1, 1
12.868785000000001, 0, 1, 1, 1, 1, 1, 1, 1
12.968400000000001, 1, 1, 1, 1, 1, 1, 1, 1
12.968435000000001, 0, 1, 1, 1, 1, 1, 1, 1
13.068060000000001, 1, 1, 1, 1, 1, 1, 1, 1
13.068095000000001, 0, 1, 1, 1, 1, 1, 1, 1
13.167730000000001, 1, 1, 1, 1, 1, 1, 1, 1
13.167765000000001, 0, 1, 1, 1, 1, 1, 1, 1
13.267410000000002, 1, 1, 1, 1, 1, 1, 1, 1
13.267445000000000, 0, 1, 1, 1, 1, 1, 1, 1
13.367065000000002, 1, 1, 1, 1, 1, 1, 1, 1
13.367100000000001, 0, 1, 1, 1, 1, 1, 1, 1
13.466745000000001, 1, 1, 1, 1, 1, 1, 1, 1
13.466775000000002, 0, 1, 1, 1, 1, 1, 1, 1
13.566400000000002, 1, 1, 1, 1, 1, 1, 1, 1
13.566435000000000, 0, 1, 1, 1, 1, 1, 1, 1
13.666075000000001, 1, 1, 1, 1, 1, 1, 1, 1
13.666110000000002, 0, 1, 1, 1, 1, 1, 1, 1
13.765730000000001, 1, 1, 1, 1, 1, 1, 1, 1
13.765765000000002, 0, 1, 1, 1, 1, 1, 1, 1
13.865400000000001, 1, 1, 1, 1, 1, 1, 1, 1
13.865435000000002, 0, 1, 1, 1, 1, 1, 1, 1
13.965080000000000, 1, 1, 1, 1, 1, 1, 1, 1
13.965110000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.064725000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.064760000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.164390000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.164425000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.264060000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.264095000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.363720000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.363755000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.463375000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.463410000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.563025000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.563060000000002, 0, 1, 1, 1, 1, 1, 1, 1
14.662690000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.662725000000002, 0, 1, 1, 1, 1, 1, 1, 1
14.762360000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.762395000000001, 0, 1, 1, 1, 1, 1, 1, 1
14.862010000000001, 1, 1, 1, 1, 1, 1, 1, 1
14.862045000000002, 0, 1, 1, 1, 1, 1, 1, 1
14.961665000000002, 1, 1, 1, 1, 1, 1, 1, 1
14.961700000000000, 0, 1, 1, 1, 1, 1, 1, 1
15.061335000000001, 1, 1, 1, 1, 1, 1, 1, 1
15.061370000000002, 0, 1, 1, 1, 1, 1, 1, 1
15.161010000000001, 1, 1, 1, 1, 1, 1, 1, 1
15.161045000000001, 0, 1, 1, 1, 1, 1, 1, 1
15.260665000000001, 1, 1, 1, 1, 1, 1, 1, 1
15.260700000000002, 0, 1, 1, 1, 1, 1, 1, 1
15.360350000000000, 1, 1, 1, 1, 1, 1, 1, 1
15.360380000000001, 0, 1, 1, 1, 1, 1, 1, 1
15.460005000000001, 1, 1, 1, 1, 1, 1, 1, 1
15.460040000000001, 0, 1, 1, 1, 1, 1, 1, 1
15.559685000000002, 1, 1, 1, 1, 1, 1, 1, 1
15.559720000000000, 0, 1, 1, 1, 1, 1, 1, 1
15.659345000000002, 1, 1, 1, 1, 1, 1, 1, 1
15.659380000000001, 0, 1, 1, 1, 1, 1, 1, 1
15.759010000000002, 1, 1, 1, 1, 1, 1, 1, 1
15.759045000000000, 0, 1, 1, 1, 1, 1, 1, 1
15.858660000000000, 1, 1, 1, 1, 1, 1, 1, 1
15.858695000000001, 0, 1, 1, 1, 1, 1, 1, 1
15.958335000000002, 1, 1, 1, 1, 1, 1, 1, 1
15.958365000000001, 0, 1, 1, 1, 1, 1, 1, 1
16.058010000000003, 1, 1, 1, 1, 1, 1, 1, 1
16.058040000000002, 0, 1, 1, 1, 1, 1, 1, 1
16.157675000000001, 1, 1, 1, 1, 1, 1, 1, 1
16.157710000000002, 0, 1, 1, 1, 1, 1, 1, 1
16.257340000000003, 1, 1, 1, 1, 1, 1, 1, 1
16.257375000000000, 0, 1, 1, 1, 1, 1, 1, 1
16.356990000000000, 1, 1, 1, 1, 1, 1, 1, 1
16.357025000000000, 0, 1, 1, 1, 1, 1, 1, 1
16.456635000000002, 1, 1, 1, 1, 1, 1, 1, 1
16.456670000000003, 0, 1, 1, 1, 1, 1, 1, 1
16.556305000000002, 1, 1, 1, 1, 1, 1, 1, 1
16.556340000000002, 0, 1, 1, 1, 1, 1, 1, 1
16.655980000000003, 1, 1, 1, 1, 1, 1, 1, 1
16.656015000000000, 0, 1, 1, 1, 1, 1, 1, 1
16.755620000000000, 1, 1, 1, 1, 1, 1, 1, 1
16.755655000000001, 0, 1, 1, 1, 1, 1, 1, 1
16.855275000000002, 1, 1, 1, 1, 1, 1, 1, 1
16.855310000000003, 0, 1, 1, 1, 1, 1, 1, 1
16.954950000000000, 1, 1, 1, 1, 1, 1, 1, 1
16.954985000000001, 0, 1, 1, 1, 1, 1, 1, 1
17.054595000000003, 1, 1, 1, 1, 1, 1, 1, 1
17.054630000000003, 0, 1, 1, 1, 1, 1, 1, 1
17.154265000000002, 1, 1, 1, 1, 1, 1, 1, 1
17.154295000000001, 0, 1, 1, 1, 1, 1, 1, 1
17.253910000000001, 1, 1, 1, 1, 1, 1, 1, 1
17.253940000000000, 0, 1, 1, 1, 1, 1, 1, 1
17.353570000000001, 1, 1, 1, 1, 1, 1, 1, 1
17.353605000000002, 0, 1, 1, 1, 1, 1, 1, 1
17.453215000000000, 1, 1, 1, 1, 1, 1, 1, 1
17.453250000000001, 0, 1, 1, 1, 1, 1, 1, 1
17.552890000000001, 1, 1, 1, 1, 1, 1, 1, 1
17.552925000000002, 0, 1, 1, 1, 1, 1, 1, 1
17.652570000000001, 1, 1, 1, 1, 1, 1, 1, 1
17.652605000000001, 0, 1, 1, 1, 1, 1, 1, 1
17.752225000000003, 1, 1, 1, 1, 1, 1, 1, 1
17.752255000000002, 0, 1, 1, 1, 1, 1, 1, 1
17.851870000000002, 1, 1, 1, 1, 1, 1, 1, 1
17.851905000000002, 0, 1, 1, 1, 1, 1, 1, 1
17.951530000000002, 1, 1, 1, 1, 1, 1, 1, 1
17.951565000000002, 0, 1, 1, 1, 1, 1, 1, 1
18.051180000000002, 1, 1, 1, 1, 1, 1, 1, 1
18.051215000000003, 0, 1, 1, 1, 1, 1, 1, 1
18.150845000000000, 1, 1, 1, 1, 1, 1, 1, 1
18.150880000000001, 0, 1, 1, 1, 1, 1, 1, 1
18.250520000000002, 1, 1, 1, 1, 1, 1, 1, 1
18.250550000000000, 0, 1, 1, 1, 1, 1, 1, 1
18.350200000000001, 1, 1, 1, 1, 1, 1, 1, 1
18.350235000000001, 0, 1, 1, 1, 1, 1, 1, 1
18.449885000000002, 1, 1, 1, 1, 1, 1, 1, 1
18.449920000000002, 0, 1, 1, 1, 1, 1, 1, 1
18.549540000000000, 1, 1, 1, 1, 1, 1, 1, 1
18.549575000000001, 0, 1, 1, 1, 1, 1, 1, 1
18.649205000000002, 1, 1, 1, 1, 1, 1, 1, 1
18.649240000000002, 0, 1, 1, 1, 1, 1, 1, 1
18.748880000000000, 1, 1, 1, 1, 1, 1, 1, 1
18.748915000000000, 0, 1, 1, 1, 1, 1, 1, 1
18.848535000000002, 1, 1, 1, 1, 1, 1, 1, 1
18.848570000000002, 0, 1, 1, 1, 1, 1, 1, 1
18.948185000000002, 1, 1, 1, 1, 1, 1, 1, 1
18.948215000000001, 0, 1, 1, 1, 1, 1, 1, 1
19.047850000000000, 1, 1, 1, 1, 1, 1, 1, 1
19.047885000000001, 0, 1, 1, 1, 1, 1, 1, 1
19.147495000000003, 1, 1, 1, 1, 1, 1, 1, 1
19.147530000000003, 0, 1, 1, 1, 1, 1, 1, 1
19.247175000000002, 1, 1, 1, 1, 1, 1, 1, 1
19.247210000000003, 0, 1, 1, 1, 1, 1, 1, 1
19.346825000000003, 1, 1, 1, 1, 1, 1, 1, 1
19.346860000000003, 0, 1, 1, 1, 1, 1, 1, 1
19.446500000000000, 1, 1, 1, 1, 1, 1, 1, 1
19.446535000000001, 0, 1, 1, 1, 1, 1, 1, 1
19.546175000000002, 1, 1, 1, 1, 1, 1, 1, 1
19.546210000000002, 0, 1, 1, 1, 1, 1, 1, 1
19.645830000000000, 1, 1, 1, 1, 1, 1, 1, 1
19.645865000000001, 0, 1, 1, 1, 1, 1, 1, 1
19.745475000000003, 1, 1, 1, 1, 1, 1, 1, 1
19.745510000000003, 0, 1, 1, 1, 1, 1, 1, 1
19.845130000000001, 1, 1, 1, 1, 1, 1, 1, 1
19.845160000000000, 0, 1, 1, 1, 1, 1, 1, 1
19.944770000000002, 1, 1, 1, 1, 1, 1, 1, 1
19.944805000000002, 0, 1, 1, 1, 1, 1, 1, 1
20.044415000000001, 1, 1, 1, 1, 1, 1, 1, 1
20.044450000000001, 0, 1, 1, 1, 1, 1, 1, 1
20.144070000000003, 1, 1, 1, 1, 1, 1, 1, 1
20.144100000000002, 0, 1, 1, 1, 1, 1, 1, 1
20.243740000000003, 1, 1, 1, 1, 1, 1, 1, 1
20.243775000000003, 0, 1, 1, 1, 1, 1, 1, 1
20.343385000000001, 1, 1, 1, 1, 1, 1, 1, 1
20.343420000000002, 0, 1, 1, 1, 1, 1, 1, 1
20.443035000000002, 1, 1, 1, 1, 1, 1, 1, 1
20.443070000000002, 0, 1, 1, 1, 1, 1, 1, 1
20.542690000000000, 1, 1, 1, 1, 1, 1, 1, 1
20.542725000000001, 0, 1, 1, 1, 1, 1, 1, 1
20.642355000000002, 1, 1, 1, 1, 1, 1, 1, 1
20.642390000000002, 0, 1, 1, 1, 1, 1, 1, 1
20.742000000000001, 1, 1, 1, 1, 1, 1, 1, 1
20.742035000000001, 0, 1, 1, 1, 1, 1, 1, 1
20.841650000000001, 1, 1, 1, 1, 1, 1, 1, 1
20.841685000000002, 0, 1, 1, 1, 1, 1, 1, 1
20.941325000000003, 1, 1, 1, 1, 1, 1, 1, 1
20.941360000000003, 0, 1, 1, 1, 1, 1, 1, 1
21.040965000000003, 1, 1, 1, 1, 1, 1, 1, 1
21.041000000000000, 0, 1, 1, 1, 1, 1, 1, 1
21.140630000000002, 1, 1, 1, 1, 1, 1, 1, 1
21.140665000000002, 0, 1, 1, 1, 1, 1, 1, 1
21.240270000000002, 1, 1, 1, 1, 1, 1, 1, 1
21.240305000000003, 0, 1, 1, 1, 1, 1, 1, 1
21.339910000000003, 1, 1, 1, 1, 1, 1, 1, 1
21.339940000000002, 0, 1, 1, 1, 1, 1, 1, 1
21.439570000000003, 1, 1, 1, 1, 1, 1, 1, 1
21.439600000000002, 0, 1, 1, 1, 1, 1, 1, 1
21.539220000000000, 1, 1, 1, 1, 1, 1, 1, 1
21.539255000000001, 0, 1, 1, 1, 1, 1, 1, 1
21.638870000000001, 1, 1, 1, 1, 1, 1, 1, 1
21.638900000000003, 0, 1, 1, 1, 1, 1, 1, 1
21.738530000000001, 1, 1, 1, 1, 1, 1, 1, 1
21.738565000000001, 0, 1, 1, 1, 1, 1, 1, 1
21.838175000000003, 1, 1, 1, 1, 1, 1, 1, 1
21.838210000000000, 0, 1, 1, 1, 1, 1, 1, 1
21.937825000000000, 1, 1, 1, 1, 1, 1, 1, 1
21.937860000000001, 0, 1, 1, 1, 1, 1, 1, 1
22.037490000000002, 1, 1, 1, 1, 1, 1, 1, 1
22.037525000000002, 0, 1, 1, 1, 1, 1, 1, 1
22.137160000000002, 1, 1, 1, 1, 1, 1, 1, 1
22.137195000000002, 0, 1, 1, 1, 1, 1, 1, 1
22.236805000000000, 1, 1, 1, 1, 1, 1, 1, 1
22.236840000000001, 0, 1, 1, 1, 1, 1, 1, 1
22.336445000000001, 1, 1, 1, 1, 1, 1, 1, 1
22.336480000000002, 0, 1, 1, 1, 1, 1, 1, 1
22.436095000000002, 1, 1, 1, 1, 1, 1, 1, 1
22.436130000000002, 0, 1, 1, 1, 1, 1, 1, 1
22.535730000000001, 1, 1, 1, 1, 1, 1, 1, 1
22.535765000000001, 0, 1, 1, 1, 1, 1, 1, 1
22.635370000000002, 1, 1, 1, 1, 1, 1, 1, 1
22.635405000000002, 0, 1, 1, 1, 1, 1, 1, 1
22.735005000000001, 1, 1, 1, 1, 1, 1, 1, 1
22.735040000000001, 0, 1, 1, 1, 1, 1, 1, 1
22.834665000000001, 1, 1, 1, 1, 1, 1, 1, 1
22.834700000000002, 0, 1, 1, 1, 1, 1, 1, 1
22.934305000000002, 1, 1, 1, 1, 1, 1, 1, 1
22.934340000000002, 0, 1, 1, 1, 1, 1, 1, 1
23.033975000000002, 1, 1, 1, 1, 1, 1, 1, 1
23.034010000000002, 0, 1, 1, 1, 1, 1, 1, 1
23.133615000000002, 1, 1, 1, 1, 1, 1, 1, 1
23.133650000000003, 0, 1, 1, 1, 1, 1, 1, 1
23.233255000000003, 1, 1, 1, 1, 1, 1, 1, 1
23.233290000000000, 0, 1, 1, 1, 1, 1, 1, 1
23.332925000000003, 1, 1, 1, 1, 1, 1, 1, 1
23.332960000000003, 0, 1, 1, 1, 1, 1, 1, 1
23.432585000000003, 1, 1, 1, 1, 1, 1, 1, 1
23.432620000000004, 0, 1, 1, 1, 1, 1, 1, 1
23.532235000000004, 1, 1, 1, 1, 1, 1, 1, 1
23.532265000000002, 0, 1, 1, 1, 1, 1, 1, 1
23.631895000000004, 1, 1, 1, 1, 1, 1, 1, 1
23.631930000000001, 0, 1, 1, 1, 1, 1, 1, 1
23.731540000000003, 1, 1, 1, 1, 1, 1, 1, 1
23.731575000000003, 0, 1, 1, 1, 1, 1, 1, 1
23.831190000000003, 1, 1, 1, 1, 1, 1, 1, 1
23.831225000000003, 0, 1, 1, 1, 1, 1, 1, 1
23.930850000000003, 1, 1, 1, 1, 1, 1, 1, 1
23.930885000000004, 0, 1, 1, 1, 1, 1, 1, 1
24.030515000000001, 1, 1, 1, 1, 1, 1, 1, 1
24.030550000000002, 0, 1, 1, 1, 1, 1, 1, 1
24.130160000000004, 1, 1, 1, 1, 1, 1, 1, 1
24.130195000000001, 0, 1, 1, 1, 1, 1, 1, 1
24.229820000000004, 1, 1, 1, 1, 1, 1, 1, 1
24.229855000000001, 0, 1, 1, 1, 1, 1, 1, 1
24.329480000000000, 1, 1, 1, 1, 1, 1, 1, 1
24.329515000000001, 0, 1, 1, 1, 1, 1, 1, 1
24.429145000000002, 1, 1, 1, 1, 1, 1, 1, 1
24.429180000000002, 0, 1, 1, 1, 1, 1, 1, 1
24.528795000000002, 1, 1, 1, 1, 1, 1, 1, 1
24.528830000000003, 0, 1, 1, 1, 1, 1, 1, 1
24.628445000000003, 1, 1, 1, 1, 1, 1, 1, 1
24.628480000000003, 0, 1, 1, 1, 1, 1, 1, 1
24.728115000000003, 1, 1, 1, 1, 1, 1, 1, 1
24.728150000000003, 0, 1, 1, 1, 1, 1, 1, 1
24.827760000000001, 1, 1, 1, 1, 1, 1, 1, 1
24.827795000000002, 0, 1, 1, 1, 1, 1, 1, 1
24.927405000000004, 1, 1, 1, 1, 1, 1, 1, 1
24.927440000000001, 0, 1, 1, 1, 1, 1, 1, 1
25.027055000000001, 1, 1, 1, 1, 1, 1, 1, 1
25.027085000000003, 0, 1, 1, 1, 1, 1, 1, 1
25.126725000000000, 1, 1, 1, 1, 1, 1, 1, 1
25.126760000000001, 0, 1, 1, 1, 1, 1, 1, 1
25.226400000000002, 1, 1, 1, 1, 1, 1, 1, 1
25.226435000000002, 0, 1, 1, 1, 1, 1, 1, 1
25.326060000000002, 1, 1, 1, 1, 1, 1, 1, 1
25.326090000000001, 0, 1, 1, 1, 1, 1, 1, 1
25.425705000000001, 1, 1, 1, 1, 1, 1, 1, 1
25.425740000000001, 0, 1, 1, 1, 1, 1, 1, 1
25.525370000000002, 1, 1, 1, 1, 1, 1, 1, 1
25.525405000000003, 0, 1, 1, 1, 1, 1, 1, 1
25.625020000000003, 1, 1, 1, 1, 1, 1, 1, 1
25.625050000000002, 0, 1, 1, 1, 1, 1, 1, 1
25.724670000000003, 1, 1, 1, 1, 1, 1, 1, 1
25.724705000000004, 0, 1, 1, 1, 1, 1, 1, 1
25.824345000000001, 1, 1, 1, 1, 1, 1, 1, 1
25.824380000000001, 0, 1, 1, 1, 1, 1, 1, 1
25.924015000000001, 1, 1, 1, 1, 1, 1, 1, 1
25.924050000000001, 0, 1, 1, 1, 1, 1, 1, 1
26.023655000000002, 1, 1, 1, 1, 1, 1, 1, 1
26.023690000000002, 0, 1, 1, 1, 1, 1, 1, 1
26.123305000000002, 1, 1, 1, 1, 1, 1, 1, 1
26.123340000000002, 0, 1, 1, 1, 1, 1, 1, 1
26.222960000000000, 1, 1, 1, 1, 1, 1, 1, 1
26.222995000000001, 0, 1, 1, 1, 1, 1, 1, 1
26.322625000000002, 1, 1, 1, 1, 1, 1, 1, 1
26.322660000000003, 0, 1, 1, 1, 1, 1, 1, 1
26.422265000000003, 1, 1, 1, 1, 1, 1, 1, 1
26.422300000000003, 0, 1, 1, 1, 1, 1, 1, 1
26.521910000000002, 1, 1, 1, 1, 1, 1, 1, 1
26.521945000000002, 0, 1, 1, 1, 1, 1, 1, 1
26.621570000000002, 1, 1, 1, 1, 1, 1, 1, 1
26.621605000000002, 0, 1, 1, 1, 1, 1, 1, 1
26.721215000000001, 1, 1, 1, 1, 1, 1, 1, 1
26.721250000000001, 0, 1, 1, 1, 1, 1, 1, 1
26.820855000000002, 1, 1, 1, 1, 1, 1, 1, 1
26.820890000000002, 0, 1, 1, 1, 1, 1, 1, 1
26.920500000000001, 1, 1, 1, 1, 1, 1, 1, 1
26.920535000000001, 0, 1, 1, 1, 1, 1, 1, 1
27.020175000000002, 1, 1, 1, 1, 1, 1, 1, 1
27.020210000000002, 0, 1, 1, 1, 1, 1, 1, 1
27.119845000000002, 1, 1, 1, 1, 1, 1, 1, 1
27.119875000000004, 0, 1, 1, 1, 1, 1, 1, 1
27.219495000000002, 1, 1, 1, 1, 1, 1, 1, 1
27.219530000000002, 0, 1, 1, 1, 1, 1, 1, 1
27.319145000000002, 1, 1, 1, 1, 1, 1, 1, 1
27.319180000000003, 0, 1, 1, 1, 1, 1, 1, 1
27.418795000000003, 1, 1, 1, 1, 1, 1, 1, 1
27.418830000000003, 0, 1, 1, 1, 1, 1, 1, 1
27.518440000000002, 1, 1, 1, 1, 1, 1, 1, 1
27.518475000000002, 0, 1, 1, 1, 1, 1, 1, 1
27.618080000000003, 1, 1, 1, 1, 1, 1, 1, 1
27.618115000000003, 0, 1, 1, 1, 1, 1, 1, 1
27.717740000000003, 1, 1, 1, 1, 1, 1, 1, 1
27.717775000000003, 0, 1, 1, 1, 1, 1, 1, 1
27.817400000000003, 1, 1, 1, 1, 1, 1, 1, 1
27.817435000000003, 0, 1, 1, 1, 1, 1, 1, 1
27.917040000000004, 1, 1, 1, 1, 1, 1, 1, 1
27.917075000000001, 0, 1, 1, 1, 1, 1, 1, 1
28.016675000000003, 1, 1, 1, 1, 1, 1, 1, 1
28.016710000000003, 0, 1, 1, 1, 1, 1, 1, 1
28.116325000000003, 1, 1, 1, 1, 1, 1, 1, 1
