Opening port
Port open
Debug on
Debug on
Compiled: Apr  3 2015, 14:43:17,
sampRate: 250 sampFreq: 250 sampIntUSec: 4000
MinCumCuts: 6 MinMinorDisplacements (M): 2 NumSecondsDisplacementLifetime (N): 8

Not logging to SD card
Logging to serial
Sample,I,Q,SumI,SumQ,CompI,CompQ,IsCut,CurrCuts,RunCuts,Disp,Conf
3404,19,17,59419,60724,2,0,0,0,5,0,0
3405,18,20,59437,60744,1,3,0,0,5,0,0
3406,19,20,59456,60764,2,3,0,0,5,0,0
3407,20,18,59476,60782,3,1,0,0,5,0,0
3408,19,19,59495,60801,2,2,0,0,5,0,0
3409,17,19,59512,60820,0,2,0,0,5,0,0
3410,18,20,59530,60840,1,3,0,0,5,0,0
3411,22,19,59552,60859,5,2,0,0,5,0,0
3412,19,20,59571,60879,2,3,0,0,5,0,0
3413,15,20,59586,60899,-2,3,0,0,5,0,0
3414,18,19,59604,60918,1,2,0,0,5,0,0
3415,23,19,59627,60937,6,2,0,0,5,0,0
3416,19,20,59646,60957,2,3,0,0,5,0,0
3417,15,19,59661,60976,-2,2,0,0,5,0,0
3418,19,19,59680,60995,2,2,0,0,5,0,0
3419,23,19,59703,61014,6,2,0,0,5,0,0
3420,19,20,59722,61034,2,3,0,0,5,0,0
3421,15,19,59737,61053,-2,2,0,0,5,0,0
3422,19,18,59756,61071,2,1,0,0,5,0,0
3423,23,19,59779,61090,6,2,0,0,5,0,0
3424,19,20,59798,61110,2,3,0,0,5,0,0
3425,15,19,59813,61129,-2,2,0,0,5,0,0
3426,19,18,59832,61147,2,1,0,0,5,0,0
3427,22,19,59854,61166,5,2,0,0,5,0,0
3428,18,21,59872,61187,1,4,0,0,5,0,0
3429,16,19,59888,61206,-1,2,0,0,5,0,0
3430,19,17,59907,61223,2,0,0,0,5,0,0
3431,20,19,59927,61242,3,2,0,0,5,0,0
3432,18,21,59945,61263,1,4,0,0,5,0,0
3433,19,19,59964,61282,2,2,0,0,5,0,0
3434,19,17,59983,61299,2,0,0,0,5,0,0
3435,19,19,60002,61318,2,2,0,0,5,0,0
3436,19,22,60021,61340,2,5,0,0,5,0,0
3437,19,19,60040,61359,2,2,0,0,5,0,0
3438,19,16,60059,61375,2,-1,0,0,5,0,0
3439,18,19,60077,61394,1,2,0,0,5,0,0
3440,18,23,60095,61417,1,6,0,0,5,0,0
3441,19,19,60114,61436,2,2,0,0,5,0,0
3442,18,16,60132,61452,1,-1,0,0,5,0,0
3443,18,19,60150,61471,1,2,0,0,5,0,0
3444,18,23,60168,61494,1,6,0,0,5,0,0
3445,20,19,60188,61513,3,2,0,0,5,0,0
3446,19,15,60207,61528,2,-2,0,0,5,0,0
3447,18,19,60225,61547,1,2,0,0,5,0,0
3448,19,23,60244,61570,2,6,0,0,5,0,0
3449,20,19,60264,61589,3,2,0,0,5,0,0
3450,19,15,60283,61604,2,-2,0,0,5,0,0
3451,17,19,60300,61623,0,2,0,0,5,0,0
3452,18,23,60318,61646,1,6,0,0,5,0,0
3453,20,19,60338,61665,3,2,0,0,5,0,0
3454,18,16,60356,61681,1,-1,0,0,5,0,0
3455,17,19,60373,61700,0,2,0,0,5,0,0
3456,18,21,60391,61721,1,4,0,0,5,0,0
3457,21,18,60412,61739,4,1,0,0,5,0,0
3458,19,18,60431,61757,2,1,0,0,5,0,0
3459,15,19,60446,61776,-2,2,0,0,5,0,0
3460,18,18,60464,61794,1,1,0,0,5,0,0
3461,21,18,60485,61812,4,1,0,0,5,0,0
3462,18,18,60503,61830,1,1,0,0,5,0,0
3463,15,18,60518,61848,-2,1,0,0,5,0,0
3464,18,19,60536,61867,1,2,0,0,5,0,0
3465,22,18,60558,61885,5,1,0,0,5,0,0
3466,18,19,60576,61904,1,2,0,0,5,0,0
3467,14,19,60590,61923,-3,2,0,0,5,0,0
3468,18,18,60608,61941,1,1,0,0,5,0,0
3469,22,18,60630,61959,5,1,0,0,5,0,0
3470,18,19,60648,61978,1,2,0,0,5,0,0
3471,14,18,60662,61996,-3,1,0,0,5,0,0
3472,18,18,60680,62014,1,1,0,0,5,0,0
3473,23,18,60703,62032,6,1,0,0,5,0,0
3474,18,19,60721,62051,1,2,0,0,5,0,0
3475,13,18,60734,62069,-4,1,0,0,5,0,0
3476,18,17,60752,62086,1,0,0,0,5,0,0
3477,22,18,60774,62104,5,1,0,0,5,0,0
3478,17,20,60791,62124,0,3,0,0,5,0,0
3479,14,18,60805,62142,-3,1,0,0,5,0,0
3480,18,17,60823,62159,1,0,0,0,5,0,0
3481,21,18,60844,62177,4,1,0,0,5,0,0
3482,17,20,60861,62197,0,3,0,0,5,0,0
3483,16,18,60877,62215,-1,1,0,0,5,0,0
3484,18,16,60895,62231,1,-1,0,0,5,0,0
3485,18,18,60913,62249,1,1,0,0,5,0,0
3486,17,21,60930,62270,0,4,0,0,5,0,0
3487,17,18,60947,62288,0,1,0,0,5,0,0
3488,17,15,60964,62303,0,-2,0,0,5,0,0
3489,18,18,60982,62321,1,1,0,0,5,0,0
3490,17,22,60999,62343,0,5,0,0,5,0,0
3491,17,18,61016,62361,0,1,0,0,5,0,0
3492,17,15,61033,62376,0,-2,0,0,5,0,0
3493,17,18,61050,62394,0,1,0,0,5,0,0
3494,17,22,61067,62416,0,5,0,0,5,0,0
3495,18,18,61085,62434,1,1,0,0,5,0,0
3496,17,13,61102,62447,0,-4,0,0,5,0,0
3497,16,17,61118,62464,-1,0,0,0,5,0,0
3498,17,22,61135,62486,0,5,0,0,5,0,0
3499,18,17,61153,62503,1,0,0,0,5,0,0
3500,17,13,61170,62516,0,-4,0,0,5,0,0
3501,16,17,61186,62533,-1,0,0,0,5,0,0
3502,17,22,61203,62555,0,5,0,0,5,0,0
3503,18,17,61221,62572,1,0,0,0,5,0,0
3504,17,14,61238,62586,0,-3,0,0,5,0,0
3505,16,18,61254,62604,-1,1,1,1,6,0,0
3506,17,20,61271,62624,0,3,0,1,6,0,0
3507,19,17,61290,62641,2,0,0,1,6,0,0
3508,17,16,61307,62657,0,-1,0,1,6,0,0
3509,16,18,61323,62675,-1,1,1,2,7,0,0
3510,17,18,61340,62693,0,1,0,2,7,0,0
3511,19,17,61359,62710,2,0,0,2,7,0,0
3512,17,17,61376,62727,0,0,0,2,7,0,0
3513,14,17,61390,62744,-3,0,0,2,7,0,0
3514,16,17,61406,62761,-1,0,0,2,7,0,0
3515,20,17,61426,62778,3,0,0,2,7,0,0
3516,17,18,61443,62796,0,1,0,2,7,0,0
3517,13,17,61456,62813,-4,0,0,2,7,0,0
3518,16,17,61472,62830,-1,0,0,2,7,0,0
3519,21,17,61493,62847,4,0,0,2,7,0,0
3520,17,18,61510,62865,0,1,0,2,7,0,0
3521,13,17,61523,62882,-4,0,0,2,7,0,0
3522,17,17,61540,62899,0,0,0,2,7,0,0
3523,21,17,61561,62916,4,0,0,2,7,0,0
3524,17,18,61578,62934,0,1,0,2,7,0,0
3525,13,17,61591,62951,-4,0,0,2,7,0,0
3526,17,17,61608,62968,0,0,0,2,7,0,0
3527,21,17,61629,62985,4,0,0,2,7,0,0
3528,17,18,61646,63003,0,1,0,2,7,0,0
3529,13,17,61659,63020,-4,0,0,2,7,0,0
3530,17,16,61676,63036,0,-1,0,2,7,0,0
3531,20,17,61696,63053,3,0,0,2,7,0,0
3532,16,20,61712,63073,-1,3,0,2,7,0,0
3533,16,18,61728,63091,-1,1,0,2,7,0,0
3534,18,16,61746,63107,1,-1,0,2,7,0,0
3535,18,18,61764,63125,1,1,0,2,7,0,0
3536,17,20,61781,63145,0,3,0,2,7,0,0
3537,17,18,61798,63163,0,1,0,2,7,0,0
3538,17,14,61815,63177,0,-3,0,2,7,0,0
3539,17,17,61832,63194,0,0,0,2,7,0,0
3540,17,21,61849,63215,0,4,0,2,7,0,0
3541,18,17,61867,63232,1,0,0,2,7,0,0
3542,17,14,61884,63246,0,-3,0,2,7,0,0
3543,16,17,61900,63263,-1,0,0,2,7,0,0
3544,17,21,61917,63284,0,4,0,2,7,0,0
3545,18,17,61935,63301,1,0,0,2,7,0,0
3546,17,14,61952,63315,0,-3,0,2,7,0,0
3547,17,17,61969,63332,0,0,0,2,7,0,0
3548,17,21,61986,63353,0,4,0,2,7,0,0
3549,18,17,62004,63370,1,0,0,2,7,0,0
3550,17,13,62021,63383,0,-4,0,2,7,0,0
3551,16,17,62037,63400,-1,0,0,2,7,0,0
3552,17,22,62054,63422,0,5,0,2,7,0,0
3553,19,17,62073,63439,2,0,0,2,7,0,0
3554,17,14,62090,63453,0,-3,0,2,7,0,0
3555,16,18,62106,63471,-1,1,1,3,8,0,0
3556,17,21,62123,63492,0,4,0,3,8,0,0
3557,19,17,62142,63509,2,0,0,3,8,0,0
3558,17,15,62159,63524,0,-2,0,3,8,0,0
3559,15,18,62174,63542,-2,1,1,4,9,0,0
3560,17,19,62191,63561,0,2,0,4,9,0,0
3561,20,17,62211,63578,3,0,0,4,9,0,0
3562,17,18,62228,63596,0,1,0,4,9,0,0
3563,14,18,62242,63614,-3,1,0,4,9,0,0
3564,17,18,62259,63632,0,1,0,4,9,0,0
3565,20,18,62279,63650,3,1,0,4,9,0,0
3566,17,18,62296,63668,0,1,0,4,9,0,0
3567,13,18,62309,63686,-4,1,0,4,9,0,0
3568,16,17,62325,63703,-1,0,0,4,9,0,0
3569,22,17,62347,63720,5,0,0,4,9,0,0
3570,17,18,62364,63738,0,1,0,4,9,0,0
3571,13,17,62377,63755,-4,0,0,4,9,0,0
3572,17,17,62394,63772,0,0,0,4,9,0,0
3573,21,17,62415,63789,4,0,0,4,9,0,0
3574,17,18,62432,63807,0,1,0,4,9,0,0
3575,12,17,62444,63824,-5,0,0,4,9,0,0
3576,16,17,62460,63841,-1,0,0,4,9,0,0
3577,22,17,62482,63858,5,0,0,4,9,0,0
3578,17,19,62499,63877,0,2,0,4,9,0,0
3579,13,18,62512,63895,-4,1,0,4,9,0,0
3580,17,16,62529,63911,0,-1,-1,3,8,0,0
3581,21,17,62550,63928,4,0,0,3,8,0,0
3582,17,19,62567,63947,0,2,0,3,8,0,0
3583,14,17,62581,63964,-3,0,0,3,8,0,0
3584,17,16,62598,63980,0,-1,0,3,8,0,0
3585,19,17,62617,63997,2,0,0,3,8,0,0
3586,16,20,62633,64017,-1,3,0,3,8,0,0
3587,17,18,62650,64035,0,1,0,3,8,0,0
3588,18,13,62668,64048,1,-4,0,3,8,0,0
3589,17,16,62685,64064,0,-1,0,3,8,0,0
3590,17,20,62702,64084,0,3,0,3,8,0,0
3591,17,16,62719,64100,0,-1,0,3,8,0,0
3592,17,14,62736,64114,0,-3,0,3,8,0,0
3593,17,17,62753,64131,0,0,0,3,8,0,0
3594,17,22,62770,64153,0,5,0,3,8,0,0
3595,17,18,62787,64171,0,1,0,3,8,0,0
3596,17,13,62804,64184,0,-4,0,3,8,0,0
3597,17,17,62821,64201,0,0,0,3,8,0,0
3598,17,22,62838,64223,0,5,0,3,8,0,0
3599,18,17,62856,64240,1,0,0,3,8,0,0
3600,17,13,62873,64253,0,-4,0,3,8,0,0
3601,17,17,62890,64270,0,0,0,3,8,0,0
3602,17,22,62907,64292,0,5,0,3,8,0,0
3603,18,17,62925,64309,1,0,0,3,8,0,0
3604,17,13,62942,64322,0,-4,0,3,8,0,0
3605,16,17,62958,64339,-1,0,0,3,8,0,0
3606,17,22,62975,64361,0,5,0,3,8,0,0
3607,19,17,62994,64378,2,0,0,3,8,0,0
3608,17,15,63011,64393,0,-2,0,3,8,0,0
3609,15,18,63026,64411,-2,1,1,4,9,0,0
3610,17,19,63043,64430,0,2,0,4,9,0,0
3611,19,17,63062,64447,2,0,0,4,9,0,0
3612,17,17,63079,64464,0,0,0,4,9,0,0
3613,15,18,63094,64482,-2,1,0,4,9,0,0
3614,17,18,63111,64500,0,1,0,4,9,0,0
3615,20,17,63131,64517,3,0,0,4,9,0,0
3616,17,18,63148,64535,0,1,0,4,9,0,0
3617,14,18,63162,64553,-3,1,0,4,9,0,0
3618,17,17,63179,64570,0,0,0,4,9,0,0
3619,20,17,63199,64587,3,0,0,4,9,0,0
3620,17,18,63216,64605,0,1,0,4,9,0,0
3621,14,17,63230,64622,-3,0,0,4,9,0,0
3622,17,18,63247,64640,0,1,0,4,9,0,0
3623,22,18,63269,64658,5,1,0,4,9,0,0
3624,18,19,63287,64677,1,2,0,4,9,0,0
3625,14,18,63301,64695,-3,1,0,4,9,0,0
3626,18,17,63319,64712,1,0,0,4,9,0,0
3627,22,18,63341,64730,5,1,0,4,9,0,0
3628,18,19,63359,64749,1,2,0,4,9,0,0
3629,13,18,63372,64767,-4,1,0,4,9,0,0
3630,17,17,63389,64784,0,0,0,4,9,0,0
3631,22,18,63411,64802,5,1,0,4,9,0,0
3632,17,19,63428,64821,0,2,0,4,9,0,0
3633,14,18,63442,64839,-3,1,0,4,9,0,0
3634,18,17,63460,64856,1,0,0,4,9,0,0
3635,20,18,63480,64874,3,1,0,4,9,0,0
3636,17,20,63497,64894,0,3,0,4,9,0,0
3637,17,18,63514,64912,0,1,0,4,9,0,0
3638,18,16,63532,64928,1,-1,0,4,9,0,0
3639,18,18,63550,64946,1,1,0,4,9,0,0
3640,17,20,63567,64966,0,3,0,4,9,0,0
3641,18,18,63585,64984,1,1,0,4,9,0,0
3642,18,16,63603,65000,1,-1,0,4,9,0,0
3643,18,18,63621,65018,1,1,0,4,9,0,0
3644,18,22,63639,65040,1,5,0,4,9,0,0
3645,19,19,63658,65059,2,2,0,4,9,0,0
3646,18,15,63676,65074,1,-2,0,4,9,0,0
3647,18,18,63694,65092,1,1,0,4,9,0,0
3648,18,22,63712,65114,1,5,0,4,9,0,0
3649,19,18,63731,65132,2,1,0,4,9,0,0
3650,18,15,63749,65147,1,-2,0,4,9,0,0
3651,17,18,63766,65165,0,1,0,4,9,0,0
3652,18,23,63784,65188,1,6,0,4,9,0,0
3653,20,19,63804,65207,3,2,0,4,9,0,0
3654,18,14,63822,65221,1,-3,0,4,9,0,0
3655,17,18,63839,65239,0,1,0,4,9,0,0
3656,18,23,63857,65262,1,6,0,4,9,0,0
3657,20,18,63877,65280,3,1,0,4,9,0,0
3658,18,15,63895,65295,1,-2,0,4,9,0,0
3659,17,19,63912,65314,0,2,0,4,9,0,0
3660,18,21,63930,65335,1,4,0,4,9,0,0
3661,20,18,63950,65353,3,1,0,4,9,0,0
3662,18,17,63968,65370,1,0,0,4,9,0,0
3663,16,19,63984,65389,-1,2,0,4,9,0,0
3664,18,19,64002,65408,1,2,0,4,9,0,0
3665,22,18,64024,65426,5,1,0,4,9,0,0
3666,19,19,64043,65445,2,2,0,4,9,0,0
3667,15,19,64058,65464,-2,2,0,4,9,0,0
3668,18,19,64076,65483,1,2,0,4,9,0,0
3669,22,19,64098,65502,5,2,0,4,9,0,0
3670,18,19,64116,65521,1,2,0,4,9,0,0
3671,15,19,64131,65540,-2,2,0,4,9,0,0
3672,18,19,64149,65559,1,2,0,4,9,0,0
3673,23,19,64172,65578,6,2,0,4,9,0,0
3674,19,20,64191,65598,2,3,0,4,9,0,0
3675,14,19,64205,65617,-3,2,0,4,9,0,0
3676,18,19,64223,65636,1,2,0,4,9,0,0
3677,23,19,64246,65655,6,2,0,4,9,0,0
3678,18,20,64264,65675,1,3,0,4,9,0,0
3679,15,19,64279,65694,-2,2,0,4,9,0,0
3680,19,18,64298,65712,2,1,0,4,9,0,0
3681,24,19,64322,65731,7,2,0,4,9,0,0
3682,19,21,64341,65752,2,4,0,4,9,0,0
3683,15,19,64356,65771,-2,2,0,4,9,0,0
3684,19,17,64375,65788,2,0,0,4,9,0,0
3685,22,19,64397,65807,5,2,0,4,9,0,0
3686,18,21,64415,65828,1,4,0,4,9,0,0
3687,16,19,64431,65847,-1,2,0,4,9,0,0
3688,19,17,64450,65864,2,0,0,4,9,0,0
3689,20,19,64470,65883,3,2,0,4,9,0,0
3690,18,22,64488,65905,1,5,0,4,9,0,0
3691,19,19,64507,65924,2,2,0,4,9,0,0
3692,19,16,64526,65940,2,-1,0,4,9,0,0
3693,19,19,64545,65959,2,2,0,4,9,0,0
3694,19,23,64564,65982,2,6,0,4,9,0,0
3695,19,19,64583,66001,2,2,0,4,9,0,0
3696,19,17,64602,66018,2,0,0,4,9,0,0
3697,19,20,64621,66038,2,3,0,4,9,0,0
3698,19,24,64640,66062,2,7,0,4,9,0,0
3699,19,20,64659,66082,2,3,0,4,9,0,0
3700,19,15,64678,66097,2,-2,0,4,9,0,0
3701,18,19,64696,66116,1,2,0,4,9,0,0
3702,18,23,64714,66139,1,6,0,4,9,0,0
3703,20,19,64734,66158,3,2,0,4,9,0,0
3704,19,16,64753,66174,2,-1,0,4,9,0,0
3705,18,19,64771,66193,1,2,0,4,9,0,0
3706,19,24,64790,66217,2,7,0,4,9,0,0
3707,20,20,64810,66237,3,3,0,4,9,0,0
3708,19,15,64829,66252,2,-2,0,4,9,0,0
3709,17,19,64846,66271,0,2,0,4,9,0,0
3710,18,23,64864,66294,1,6,0,4,9,0,0
3711,20,19,64884,66313,3,2,0,4,9,0,0
3712,18,17,64902,66330,1,0,0,4,9,0,0
3713,17,20,64919,66350,0,3,0,4,9,0,0
3714,18,21,64937,66371,1,4,0,4,9,0,0
3715,21,19,64958,66390,4,2,0,4,9,0,0
3716,19,19,64977,66409,2,2,0,4,9,0,0
3717,16,20,64993,66429,-1,3,0,4,9,0,0
3718,18,19,65011,66448,1,2,0,4,9,0,0
3719,22,19,65033,66467,5,2,0,4,9,0,0
3720,19,19,65052,66486,2,2,0,4,9,0,0
3721,15,19,65067,66505,-2,2,0,4,9,0,0
3722,18,19,65085,66524,1,2,0,4,9,0,0
3723,23,19,65108,66543,6,2,0,4,9,0,0
3724,19,20,65127,66563,2,3,0,4,9,0,0
3725,15,19,65142,66582,-2,2,0,4,9,0,0
3726,19,19,65161,66601,2,2,0,4,9,0,0
3727,23,19,65184,66620,6,2,0,4,9,0,0
3728,19,20,65203,66640,2,3,0,4,9,0,0
3729,15,19,65218,66659,-2,2,0,4,9,0,0
3730,19,18,65237,66677,2,1,0,4,9,0,0
3731,23,19,65260,66696,6,2,0,4,9,0,0
3732,19,20,65279,66716,2,3,0,4,9,0,0
3733,14,19,65293,66735,-3,2,0,4,9,0,0
3734,18,18,65311,66753,1,1,0,4,9,0,0
3735,22,19,65333,66772,5,2,0,4,9,0,0
3736,18,21,65351,66793,1,4,0,4,9,0,0
3737,16,19,65367,66812,-1,2,0,4,9,0,0
3738,19,17,65386,66829,2,0,0,4,9,0,0
3739,19,19,65405,66848,2,2,0,4,9,0,0
3740,17,21,65422,66869,0,4,0,4,9,0,0
3741,18,19,65440,66888,1,2,0,4,9,0,0
3742,18,17,65458,66905,1,0,0,4,9,0,0
3743,19,19,65477,66924,2,2,0,4,9,0,0
3744,18,22,65495,66946,1,5,0,4,9,0,0
3745,18,19,65513,66965,1,2,0,4,9,0,0
3746,18,16,65531,66981,1,-1,0,4,9,0,0
3747,18,19,65549,67000,1,2,0,4,9,0,0
3748,18,23,65567,67023,1,6,0,4,9,0,0
3749,19,19,65586,67042,2,2,0,4,9,0,0
3750,18,15,65604,67057,1,-2,0,0,9,0,0
3751,18,19,65622,67076,1,2,0,0,9,0,0
3752,18,23,65640,67099,1,6,0,0,9,0,0
3753,19,19,65659,67118,2,2,0,0,9,0,0
3754,18,15,65677,67133,1,-2,0,0,9,0,0
3755,17,19,65694,67152,0,2,0,0,9,0,0
3756,18,23,65712,67175,1,6,0,0,9,0,0
3757,20,19,65732,67194,3,2,0,0,9,0,0
3758,18,15,65750,67209,1,-2,0,0,9,0,0
3759,17,19,65767,67228,0,2,0,0,9,0,0
3760,18,22,65785,67250,1,5,0,0,9,0,0
3761,20,18,65805,67268,3,1,0,0,9,0,0
3762,18,16,65823,67284,1,-1,0,0,9,0,0
3763,17,19,65840,67303,0,2,0,0,9,0,0
3764,18,21,65858,67324,1,4,0,0,9,0,0
3765,21,18,65879,67342,4,1,0,0,9,0,0
3766,19,19,65898,67361,2,2,0,0,9,0,0
3767,15,20,65913,67381,-2,3,0,0,9,0,0
3768,18,19,65931,67400,1,2,0,0,9,0,0
3769,21,19,65952,67419,4,2,0,0,9,0,0
3770,18,19,65970,67438,1,2,0,0,9,0,0
3771,15,19,65985,67457,-2,2,0,0,9,0,0
3772,18,19,66003,67476,1,2,0,0,9,0,0
3773,23,19,66026,67495,6,2,0,0,9,0,0
3774,19,19,66045,67514,2,2,0,0,9,0,0
3775,15,19,66060,67533,-2,2,0,0,9,0,0
3776,19,18,66079,67551,2,1,0,0,9,0,0
3777,23,18,66102,67569,6,1,0,0,9,0,0
3778,19,20,66121,67589,2,3,0,0,9,0,0
3779,14,19,66135,67608,-3,2,0,0,9,0,0
3780,18,18,66153,67626,1,1,0,0,9,0,0
3781,23,19,66176,67645,6,2,0,0,9,0,0
3782,18,20,66194,67665,1,3,0,0,9,0,0
3783,13,19,66207,67684,-4,2,0,0,9,0,0
3784,18,17,66225,67701,1,0,0,0,9,0,0
3785,22,18,66247,67719,5,1,0,0,9,0,0
3786,17,21,66264,67740,0,4,0,0,9,0,0
3787,15,19,66279,67759,-2,2,0,0,9,0,0
3788,18,17,66297,67776,1,0,0,0,9,0,0
3789,21,19,66318,67795,4,2,0,0,9,0,0
3790,18,21,66336,67816,1,4,0,0,9,0,0
3791,17,19,66353,67835,0,2,0,0,9,0,0
3792,19,17,66372,67852,2,0,0,0,9,0,0
3793,19,19,66391,67871,2,2,0,0,9,0,0
3794,18,22,66409,67893,1,5,0,0,9,0,0
3795,18,19,66427,67912,1,2,0,0,9,0,0
3796,18,17,66445,67929,1,0,0,0,9,0,0
3797,19,19,66464,67948,2,2,0,0,9,0,0
3798,18,22,66482,67970,1,5,0,0,9,0,0
3799,18,19,66500,67989,1,2,0,0,9,0,0
3800,18,15,66518,68004,1,-2,0,0,9,0,0
3801,18,18,66536,68022,1,1,0,0,9,0,0
3802,18,23,66554,68045,1,6,0,0,9,0,0
3803,19,19,66573,68064,2,2,0,0,9,0,0
3804,18,15,66591,68079,1,-2,0,0,9,0,0
3805,18,19,66609,68098,1,2,0,0,9,0,0
3806,18,23,66627,68121,1,6,0,0,9,0,0
3807,19,19,66646,68140,2,2,0,0,9,0,0
3808,18,15,66664,68155,1,-2,0,0,9,0,0
3809,17,19,66681,68174,0,2,0,0,9,0,0
3810,18,23,66699,68197,1,6,0,0,9,0,0
3811,20,19,66719,68216,3,2,0,0,9,0,0
3812,18,15,66737,68231,1,-2,0,0,9,0,0
3813,17,19,66754,68250,0,2,0,0,9,0,0
3814,18,22,66772,68272,1,5,0,0,9,0,0
3815,20,18,66792,68290,3,1,0,0,9,0,0
3816,18,17,66810,68307,1,0,0,0,9,0,0
3817,17,19,66827,68326,0,2,0,0,9,0,0
3818,18,19,66845,68345,1,2,0,0,9,0,0
3819,21,18,66866,68363,4,1,0,0,9,0,0
3820,19,18,66885,68381,2,1,0,0,9,0,0
3821,16,18,66901,68399,-1,1,0,0,9,0,0
3822,18,19,66919,68418,1,2,0,0,9,0,0
3823,22,18,66941,68436,5,1,0,0,9,0,0
3824,19,19,66960,68455,2,2,0,0,9,0,0
3825,15,19,66975,68474,-2,2,0,0,9,0,0
3826,18,19,66993,68493,1,2,0,0,9,0,0
3827,22,19,67015,68512,5,2,0,0,9,0,0
3828,18,19,67033,68531,1,2,0,0,9,0,0
3829,14,19,67047,68550,-3,2,0,0,9,0,0
3830,18,18,67065,68568,1,1,0,0,9,0,0
3831,23,18,67088,68586,6,1,0,0,9,0,0
3832,18,20,67106,68606,1,3,0,0,9,0,0
3833,14,19,67120,68625,-3,2,0,0,9,0,0
3834,18,18,67138,68643,1,1,0,0,9,0,0
3835,22,19,67160,68662,5,2,0,0,9,0,0
3836,18,20,67178,68682,1,3,0,0,9,0,0
3837,15,19,67193,68701,-2,2,0,0,9,0,0
3838,18,17,67211,68718,1,0,0,0,9,0,0
3839,22,18,67233,68736,5,1,0,0,9,0,0
3840,18,20,67251,68756,1,3,0,0,9,0,0
3841,17,18,67268,68774,0,1,0,0,9,0,0
3842,19,17,67287,68791,2,0,0,0,9,0,0
3843,18,18,67305,68809,1,1,0,0,9,0,0
3844,17,21,67322,68830,0,4,0,0,9,0,0
3845,18,19,67340,68849,1,2,0,0,9,0,0
3846,18,16,67358,68865,1,-1,0,0,9,0,0
3847,18,18,67376,68883,1,1,0,0,9,0,0
3848,18,21,67394,68904,1,4,0,0,9,0,0
3849,19,18,67413,68922,2,1,0,0,9,0,0
3850,18,14,67431,68936,1,-3,0,0,9,0,0
3851,17,17,67448,68953,0,0,0,0,9,0,0
3852,18,23,67466,68976,1,6,0,0,9,0,0
3853,19,18,67485,68994,2,1,0,0,9,0,0
3854,18,15,67503,69009,1,-2,0,0,9,0,0
3855,18,19,67521,69028,1,2,0,0,9,0,0
3856,18,23,67539,69051,1,6,0,0,9,0,0
3857,19,19,67558,69070,2,2,0,0,9,0,0
3858,18,15,67576,69085,1,-2,0,0,9,0,0
3859,17,19,67593,69104,0,2,0,0,9,0,0
3860,18,23,67611,69127,1,6,0,0,9,0,0
3861,20,19,67631,69146,3,2,0,0,9,0,0
3862,18,15,67649,69161,1,-2,0,0,9,0,0
3863,17,19,67666,69180,0,2,0,0,9,0,0
3864,18,22,67684,69202,1,5,0,0,9,0,0
3865,20,18,67704,69220,3,1,0,0,9,0,0
3866,18,16,67722,69236,1,-1,0,0,9,0,0
3867,16,19,67738,69255,-1,2,0,0,9,0,0
3868,18,19,67756,69274,1,2,0,0,9,0,0
3869,21,17,67777,69291,4,0,0,0,9,0,0
3870,18,19,67795,69310,1,2,0,0,9,0,0
3871,15,19,67810,69329,-2,2,0,0,9,0,0
3872,18,18,67828,69347,1,1,0,0,9,0,0
3873,21,18,67849,69365,4,1,0,0,9,0,0
3874,18,19,67867,69384,1,2,0,0,9,0,0
3875,14,18,67881,69402,-3,1,0,0,9,0,0
3876,17,18,67898,69420,0,1,0,0,9,0,0
3877,22,18,67920,69438,5,1,0,0,9,0,0
3878,18,20,67938,69458,1,3,0,0,9,0,0
3879,14,19,67952,69477,-3,2,0,0,9,0,0
3880,18,18,67970,69495,1,1,0,0,9,0,0
3881,22,19,67992,69514,5,2,0,0,9,0,0
3882,18,19,68010,69533,1,2,0,0,9,0,0
3883,14,18,68024,69551,-3,1,0,0,9,0,0
3884,18,18,68042,69569,1,1,0,0,9,0,0
3885,23,18,68065,69587,6,1,0,0,9,0,0
3886,18,20,68083,69607,1,3,0,0,9,0,0
3887,13,19,68096,69626,-4,2,0,0,9,0,0
3888,18,17,68114,69643,1,0,0,0,9,0,0
3889,22,18,68136,69661,5,1,0,0,9,0,0
3890,17,21,68153,69682,0,4,0,0,9,0,0
3891,15,19,68168,69701,-2,2,0,0,9,0,0
3892,18,17,68186,69718,1,0,0,0,9,0,0
3893,20,19,68206,69737,3,2,0,0,9,0,0
3894,17,21,68223,69758,0,4,0,0,9,0,0
3895,17,19,68240,69777,0,2,0,0,9,0,0
3896,18,15,68258,69792,1,-2,0,0,9,0,0
3897,18,18,68276,69810,1,1,0,0,9,0,0
3898,17,21,68293,69831,0,4,0,0,9,0,0
3899,18,18,68311,69849,1,1,0,0,9,0,0
3900,18,15,68329,69864,1,-2,0,0,9,0,0
3901,18,18,68347,69882,1,1,0,0,9,0,0
3902,18,22,68365,69904,1,5,0,0,9,0,0
3903,19,18,68384,69922,2,1,0,0,9,0,0
3904,18,14,68402,69936,1,-3,0,0,9,0,0
3905,18,18,68420,69954,1,1,0,0,9,0,0
3906,18,23,68438,69977,1,6,0,0,9,0,0
3907,19,18,68457,69995,2,1,0,0,9,0,0
3908,18,15,68475,70010,1,-2,0,0,9,0,0
3909,18,19,68493,70029,1,2,0,0,9,0,0
