Opening port
Port open
Debug on
Debug on
Compiled: Apr  3 2015, 14:43:17,
sampRate: 250 sampFreq: 250 sampIntUSec: 4000
MinCumCuts: 6 MinMinorDisplacements (M): 2 NumSecondsDisplacementLifetime (N): 8

Not logging to SD card
Logging to serial
Sample,I,Q,SumI,SumQ,CompI,CompQ,IsCut,CurrCuts,RunCuts,Disp,Conf
1452,22,20,20641,21009,8,6,0,0,5,0,0
1453,20,23,20661,21032,6,9,0,0,5,0,0
1454,22,24,20683,21056,8,10,0,0,5,0,0
1455,24,22,20707,21078,10,8,0,0,5,0,0
1456,22,22,20729,21100,8,8,0,0,5,0,0
1457,20,23,20749,21123,6,9,0,0,5,0,0
1458,22,23,20771,21146,8,9,0,0,5,0,0
1459,25,22,20796,21168,11,8,0,0,5,0,0
1460,22,23,20818,21191,8,9,0,0,5,0,0
1461,19,23,20837,21214,5,9,0,0,5,0,0
1462,22,23,20859,21237,8,9,0,0,5,0,0
1463,25,23,20884,21260,11,9,0,0,5,0,0
1464,22,23,20906,21283,8,9,0,0,5,0,0
1465,19,23,20925,21306,5,9,0,0,5,0,0
1466,22,23,20947,21329,8,9,0,0,5,0,0
1467,27,23,20974,21352,13,9,0,0,5,0,0
1468,23,24,20997,21376,9,10,0,0,5,0,0
1469,18,23,21015,21399,4,9,0,0,5,0,0
1470,22,22,21037,21421,8,8,0,0,5,0,0
1471,27,23,21064,21444,13,9,0,0,5,0,0
1472,22,24,21086,21468,8,10,0,0,5,0,0
1473,19,23,21105,21491,5,9,0,0,5,0,0
1474,23,22,21128,21513,9,8,0,0,5,0,0
1475,27,23,21155,21536,13,9,0,0,5,0,0
1476,23,25,21178,21561,9,11,0,0,5,0,0
1477,20,23,21198,21584,6,9,0,0,5,0,0
1478,23,22,21221,21606,9,8,0,0,5,0,0
1479,24,23,21245,21629,10,9,0,0,5,0,0
1480,22,25,21267,21654,8,11,0,0,5,0,0
1481,23,23,21290,21677,9,9,0,0,5,0,0
1482,23,21,21313,21698,9,7,0,0,5,0,0
1483,23,23,21336,21721,9,9,0,0,5,0,0
1484,23,26,21359,21747,9,12,0,0,5,0,0
1485,23,23,21382,21770,9,9,0,0,5,0,0
1486,23,20,21405,21790,9,6,0,0,5,0,0
1487,22,23,21427,21813,8,9,0,0,5,0,0
1488,22,27,21449,21840,8,13,0,0,5,0,0
1489,24,23,21473,21863,10,9,0,0,5,0,0
1490,23,20,21496,21883,9,6,0,0,5,0,0
1491,22,23,21518,21906,8,9,0,0,5,0,0
1492,23,27,21541,21933,9,13,0,0,5,0,0
1493,24,23,21565,21956,10,9,0,0,5,0,0
1494,23,19,21588,21975,9,5,0,0,5,0,0
1495,22,23,21610,21998,8,9,0,0,5,0,0
1496,23,28,21633,22026,9,14,0,0,5,0,0
1497,24,23,21657,22049,10,9,0,0,5,0,0
1498,23,19,21680,22068,9,5,0,0,5,0,0
1499,21,23,21701,22091,7,9,0,0,5,0,0
1500,22,28,21723,22119,8,14,0,0,5,0,0
1501,25,23,21748,22142,11,9,0,0,5,0,0
1502,23,20,21771,22162,9,6,0,0,5,0,0
1503,21,24,21792,22186,7,10,0,0,5,0,0
1504,23,26,21815,22212,9,12,0,0,5,0,0
1505,25,23,21840,22235,11,9,0,0,5,0,0
1506,23,23,21863,22258,9,9,0,0,5,0,0
1507,20,24,21883,22282,6,10,0,0,5,0,0
1508,22,23,21905,22305,8,9,0,0,5,0,0
1509,27,23,21932,22328,13,9,0,0,5,0,0
1510,23,23,21955,22351,9,9,0,0,5,0,0
1511,20,23,21975,22374,6,9,0,0,5,0,0
1512,23,24,21998,22398,9,10,0,0,5,0,0
1513,28,23,22026,22421,14,9,0,0,5,0,0
1514,24,24,22050,22445,10,10,0,0,5,0,0
1515,19,24,22069,22469,5,10,0,0,5,0,0
1516,23,23,22092,22492,9,9,0,0,5,0,0
1517,28,23,22120,22515,14,9,0,0,5,0,0
1518,23,25,22143,22540,9,11,0,0,5,0,0
1519,19,24,22162,22564,5,10,0,0,5,0,0
1520,23,22,22185,22586,9,8,0,0,5,0,0
1521,28,23,22213,22609,14,9,0,0,5,0,0
1522,23,25,22236,22634,9,11,0,0,5,0,0
1523,19,23,22255,22657,5,9,0,0,5,0,0
1524,23,22,22278,22679,9,8,0,0,5,0,0
1525,28,23,22306,22702,14,9,0,0,5,0,0
1526,23,25,22329,22727,9,11,0,0,5,0,0
1527,20,23,22349,22750,6,9,0,0,5,0,0
1528,24,22,22373,22772,10,8,0,0,5,0,0
1529,26,23,22399,22795,12,9,0,0,5,0,0
1530,23,25,22422,22820,9,11,0,0,5,0,0
1531,22,23,22444,22843,8,9,0,0,5,0,0
1532,24,21,22468,22864,10,7,0,0,5,0,0
1533,23,23,22491,22887,9,9,0,0,5,0,0
1534,22,26,22513,22913,8,12,0,0,5,0,0
1535,23,23,22536,22936,9,9,0,0,5,0,0
1536,23,21,22559,22957,9,7,0,0,5,0,0
1537,23,23,22582,22980,9,9,0,0,5,0,0
1538,23,27,22605,23007,9,13,0,0,5,0,0
1539,24,24,22629,23031,10,10,0,0,5,0,0
1540,23,20,22652,23051,9,6,0,0,5,0,0
1541,23,23,22675,23074,9,9,0,0,5,0,0
1542,23,28,22698,23102,9,14,0,0,5,0,0
1543,24,24,22722,23126,10,10,0,0,5,0,0
1544,23,20,22745,23146,9,6,0,0,5,0,0
1545,23,24,22768,23170,9,10,0,0,5,0,0
1546,23,28,22791,23198,9,13,0,0,5,0,0
1547,25,24,22816,23222,11,9,0,0,5,0,0
1548,24,20,22840,23242,10,5,0,0,5,0,0
1549,23,24,22863,23266,9,9,0,0,5,0,0
1550,24,28,22887,23294,10,13,0,0,5,0,0
1551,25,24,22912,23318,11,9,0,0,5,0,0
1552,24,20,22936,23338,10,5,0,0,5,0,0
1553,22,24,22958,23362,8,9,0,0,5,0,0
1554,23,27,22981,23389,9,12,0,0,5,0,0
1555,25,23,23006,23412,11,8,0,0,5,0,0
1556,23,22,23029,23434,9,7,0,0,5,0,0
1557,21,24,23050,23458,7,9,0,0,5,0,0
1558,23,24,23073,23482,9,9,0,0,5,0,0
1559,25,23,23098,23505,11,8,0,0,5,0,0
1560,23,23,23121,23528,9,8,0,0,5,0,0
1561,21,23,23142,23551,7,8,0,0,5,0,0
1562,23,24,23165,23575,9,9,0,0,5,0,0
1563,26,23,23191,23598,12,8,0,0,5,0,0
1564,23,24,23214,23622,9,9,0,0,5,0,0
1565,20,24,23234,23646,6,9,0,0,5,0,0
1566,23,24,23257,23670,9,9,0,0,5,0,0
1567,28,24,23285,23694,14,9,0,0,5,0,0
1568,24,24,23309,23718,10,9,0,0,5,0,0
1569,19,24,23328,23742,5,9,0,0,5,0,0
1570,23,23,23351,23765,9,8,0,0,5,0,0
1571,28,23,23379,23788,14,8,0,0,5,0,0
1572,23,25,23402,23813,9,10,0,0,5,0,0
1573,19,24,23421,23837,5,9,0,0,5,0,0
1574,23,23,23444,23860,9,8,0,0,5,0,0
1575,27,24,23471,23884,13,9,0,0,5,0,0
1576,23,25,23494,23909,9,10,0,0,5,0,0
1577,19,24,23513,23933,5,9,0,0,5,0,0
1578,23,23,23536,23956,9,8,0,0,5,0,0
1579,27,24,23563,23980,13,9,0,0,5,0,0
1580,23,26,23586,24006,9,11,0,0,5,0,0
1581,21,24,23607,24030,7,9,0,0,5,0,0
1582,24,22,23631,24052,10,7,0,0,5,0,0
1583,24,24,23655,24076,10,9,0,0,5,0,0
1584,22,26,23677,24102,8,11,0,0,5,0,0
1585,23,24,23700,24126,9,9,0,0,5,0,0
1586,23,21,23723,24147,9,6,0,0,5,0,0
1587,23,23,23746,24170,9,8,0,0,5,0,0
1588,23,27,23769,24197,9,12,0,0,5,0,0
1589,24,24,23793,24221,10,9,0,0,5,0,0
1590,23,20,23816,24241,9,5,0,0,5,0,0
1591,23,23,23839,24264,9,8,0,0,5,0,0
1592,23,27,23862,24291,9,12,0,0,5,0,0
1593,24,23,23886,24314,10,8,0,0,5,0,0
1594,23,20,23909,24334,9,5,0,0,5,0,0
1595,23,23,23932,24357,8,8,0,0,5,0,0
1596,23,28,23955,24385,8,13,0,0,5,0,0
1597,24,24,23979,24409,9,9,0,0,5,0,0
1598,23,19,24002,24428,8,4,0,0,5,0,0
1599,23,23,24025,24451,8,8,0,0,5,0,0
1600,23,28,24048,24479,8,13,0,0,5,0,0
1601,25,23,24073,24502,10,8,0,0,5,0,0
1602,24,20,24097,24522,9,5,0,0,5,0,0
1603,21,24,24118,24546,6,9,0,0,5,0,0
1604,23,27,24141,24573,8,12,0,0,5,0,0
1605,25,23,24166,24596,10,8,0,0,5,0,0
1606,23,21,24189,24617,8,6,0,0,5,0,0
1607,21,24,24210,24641,6,9,0,0,5,0,0
1608,23,25,24233,24666,8,10,0,0,5,0,0
1609,26,23,24259,24689,11,8,0,0,5,0,0
1610,23,24,24282,24713,8,9,0,0,5,0,0
1611,20,24,24302,24737,5,9,0,0,5,0,0
1612,23,24,24325,24761,8,9,0,0,5,0,0
1613,26,24,24351,24785,11,9,0,0,5,0,0
1614,23,24,24374,24809,8,9,0,0,5,0,0
1615,19,24,24393,24833,4,9,0,0,5,0,0
1616,22,23,24415,24856,7,8,0,0,5,0,0
1617,28,23,24443,24879,13,8,0,0,5,0,0
1618,23,24,24466,24903,8,9,0,0,5,0,0
1619,19,23,24485,24926,4,8,0,0,5,0,0
1620,23,23,24508,24949,8,8,0,0,5,0,0
1621,27,23,24535,24972,12,8,0,0,5,0,0
1622,23,24,24558,24996,8,9,0,0,5,0,0
1623,19,23,24577,25019,4,8,0,0,5,0,0
1624,23,23,24600,25042,8,8,0,0,5,0,0
1625,28,23,24628,25065,13,8,0,0,5,0,0
1626,23,25,24651,25090,8,10,0,0,5,0,0
1627,18,24,24669,25114,3,9,0,0,5,0,0
1628,23,22,24692,25136,8,7,0,0,5,0,0
1629,27,23,24719,25159,12,8,0,0,5,0,0
1630,22,25,24741,25184,7,10,0,0,5,0,0
1631,20,23,24761,25207,5,8,0,0,5,0,0
1632,23,21,24784,25228,8,6,0,0,5,0,0
1633,25,23,24809,25251,10,8,0,0,5,0,0
1634,22,26,24831,25277,7,11,0,0,5,0,0
1635,23,23,24854,25300,8,8,0,0,5,0,0
1636,24,20,24878,25320,9,5,0,0,5,0,0
1637,23,23,24901,25343,8,8,0,0,5,0,0
1638,23,27,24924,25370,8,12,0,0,5,0,0
1639,23,23,24947,25393,8,8,0,0,5,0,0
1640,23,20,24970,25413,8,5,0,0,5,0,0
1641,23,23,24993,25436,8,8,0,0,5,0,0
1642,23,27,25016,25463,8,12,0,0,5,0,0
1643,23,23,25039,25486,8,8,0,0,5,0,0
1644,23,19,25062,25505,8,4,0,0,5,0,0
1645,23,23,25085,25528,8,8,0,0,5,0,0
1646,23,28,25108,25556,8,13,0,0,5,0,0
1647,24,23,25132,25579,9,8,0,0,5,0,0
1648,23,19,25155,25598,8,4,0,0,5,0,0
1649,23,23,25178,25621,8,8,0,0,5,0,0
1650,23,28,25201,25649,8,13,0,0,5,0,0
1651,23,23,25224,25672,8,8,0,0,5,0,0
1652,23,19,25247,25691,8,4,0,0,5,0,0
1653,22,23,25269,25714,7,8,0,0,5,0,0
1654,22,28,25291,25742,7,13,0,0,5,0,0
1655,24,23,25315,25765,9,8,0,0,5,0,0
1656,23,20,25338,25785,8,5,0,0,5,0,0
1657,21,24,25359,25809,6,9,0,0,5,0,0
1658,22,26,25381,25835,7,11,0,0,5,0,0
1659,24,23,25405,25858,9,8,0,0,5,0,0
1660,22,22,25427,25880,7,7,0,0,5,0,0
1661,21,24,25448,25904,6,9,0,0,5,0,0
1662,22,24,25470,25928,7,9,0,0,5,0,0
1663,25,23,25495,25951,10,8,0,0,5,0,0
1664,23,23,25518,25974,8,8,0,0,5,0,0
1665,18,23,25536,25997,3,8,0,0,5,0,0
1666,21,23,25557,26020,6,8,0,0,5,0,0
1667,25,23,25582,26043,10,8,0,0,5,0,0
1668,21,24,25603,26067,6,9,0,0,5,0,0
1669,19,23,25622,26090,4,8,0,0,5,0,0
1670,22,23,25644,26113,7,8,0,0,5,0,0
1671,27,23,25671,26136,12,8,0,0,5,0,0
1672,23,24,25694,26160,8,9,0,0,5,0,0
1673,18,23,25712,26183,3,8,0,0,5,0,0
1674,22,22,25734,26205,7,7,0,0,5,0,0
1675,27,23,25761,26228,12,8,0,0,5,0,0
1676,22,24,25783,26252,7,9,0,0,5,0,0
1677,19,23,25802,26275,4,8,0,0,5,0,0
1678,23,22,25825,26297,8,7,0,0,5,0,0
1679,27,23,25852,26320,12,8,0,0,5,0,0
1680,23,24,25875,26344,8,9,0,0,5,0,0
1681,19,23,25894,26367,4,8,0,0,5,0,0
1682,23,22,25917,26389,8,7,0,0,5,0,0
1683,26,23,25943,26412,11,8,0,0,5,0,0
1684,22,25,25965,26437,7,10,0,0,5,0,0
1685,22,23,25987,26460,7,8,0,0,5,0,0
1686,24,21,26011,26481,9,6,0,0,5,0,0
1687,23,23,26034,26504,8,8,0,0,5,0,0
1688,22,25,26056,26529,7,10,0,0,5,0,0
1689,23,23,26079,26552,8,8,0,0,5,0,0
1690,23,20,26102,26572,8,5,0,0,5,0,0
1691,23,22,26125,26594,8,7,0,0,5,0,0
1692,23,27,26148,26621,8,12,0,0,5,0,0
1693,23,23,26171,26644,8,8,0,0,5,0,0
1694,23,19,26194,26663,8,4,0,0,5,0,0
1695,22,23,26216,26686,7,8,0,0,5,0,0
1696,22,26,26238,26712,7,11,0,0,5,0,0
1697,23,22,26261,26734,8,7,0,0,5,0,0
1698,22,19,26283,26753,7,4,0,0,5,0,0
1699,22,22,26305,26775,7,7,0,0,5,0,0
1700,22,27,26327,26802,7,12,0,0,5,0,0
1701,24,23,26351,26825,9,8,0,0,5,0,0
1702,23,19,26374,26844,8,4,0,0,5,0,0
1703,21,23,26395,26867,6,8,0,0,5,0,0
1704,22,27,26417,26894,7,12,0,0,5,0,0
1705,24,23,26441,26917,9,8,0,0,5,0,0
1706,22,19,26463,26936,7,4,0,0,5,0,0
1707,21,23,26484,26959,6,8,0,0,5,0,0
1708,22,27,26506,26986,7,12,0,0,5,0,0
1709,25,23,26531,27009,10,8,0,0,5,0,0
1710,23,21,26554,27030,8,6,0,0,5,0,0
1711,20,24,26574,27054,5,9,0,0,5,0,0
1712,22,24,26596,27078,7,9,0,0,5,0,0
1713,25,22,26621,27100,10,7,0,0,5,0,0
1714,22,23,26643,27123,7,8,0,0,5,0,0
1715,20,23,26663,27146,5,8,0,0,5,0,0
1716,22,23,26685,27169,7,8,0,0,5,0,0
1717,26,23,26711,27192,11,8,0,0,5,0,0
1718,23,23,26734,27215,8,8,0,0,5,0,0
1719,19,23,26753,27238,4,8,0,0,5,0,0
1720,22,22,26775,27260,7,7,0,0,5,0,0
1721,27,22,26802,27282,12,7,0,0,5,0,0
1722,23,24,26825,27306,8,9,0,0,5,0,0
1723,18,23,26843,27329,3,8,0,0,5,0,0
1724,22,22,26865,27351,7,7,0,0,5,0,0
1725,27,23,26892,27374,12,8,0,0,5,0,0
1726,22,24,26914,27398,7,9,0,0,5,0,0
1727,18,23,26932,27421,3,8,0,0,5,0,0
1728,22,22,26954,27443,7,7,0,0,5,0,0
1729,27,23,26981,27466,12,8,0,0,5,0,0
1730,22,24,27003,27490,7,9,0,0,5,0,0
1731,18,23,27021,27513,3,8,0,0,5,0,0
1732,22,21,27043,27534,7,6,0,0,5,0,0
1733,26,22,27069,27556,11,7,0,0,5,0,0
1734,22,24,27091,27580,7,9,0,0,5,0,0
1735,19,22,27110,27602,4,7,0,0,5,0,0
1736,22,21,27132,27623,7,6,0,0,5,0,0
1737,24,22,27156,27645,9,7,0,0,5,0,0
1738,21,25,27177,27670,6,10,0,0,5,0,0
1739,22,23,27199,27693,7,8,0,0,5,0,0
1740,23,20,27222,27713,8,5,0,0,5,0,0
1741,23,22,27245,27735,8,7,0,0,5,0,0
1742,22,26,27267,27761,7,11,0,0,5,0,0
1743,22,23,27289,27784,7,8,0,0,5,0,0
1744,22,19,27311,27803,7,4,0,0,5,0,0
1745,23,22,27334,27825,8,7,0,0,5,0,0
1746,22,27,27356,27852,7,12,0,0,5,0,0
1747,23,23,27379,27875,8,8,0,0,5,0,0
1748,23,18,27402,27893,8,3,0,0,5,0,0
1749,22,22,27424,27915,7,7,0,0,5,0,0
1750,22,27,27446,27942,7,12,0,0,5,0,0
1751,23,22,27469,27964,8,7,0,0,5,0,0
1752,22,18,27491,27982,7,3,0,0,5,0,0
1753,22,22,27513,28004,7,7,0,0,5,0,0
1754,22,27,27535,28031,7,12,0,0,5,0,0
1755,23,22,27558,28053,8,7,0,0,5,0,0
1756,22,18,27580,28071,7,3,0,0,5,0,0
1757,21,22,27601,28093,6,7,0,0,5,0,0
1758,22,26,27623,28119,7,11,0,0,5,0,0
1759,23,22,27646,28141,8,7,0,0,5,0,0
1760,22,20,27668,28161,7,4,0,0,5,0,0
1761,21,23,27689,28184,6,7,0,0,5,0,0
1762,22,25,27711,28209,7,9,0,0,5,0,0
1763,24,22,27735,28231,9,6,0,0,5,0,0
1764,22,23,27757,28254,7,7,0,0,5,0,0
1765,20,24,27777,28278,5,8,0,0,5,0,0
1766,22,23,27799,28301,7,7,0,0,5,0,0
1767,25,23,27824,28324,10,7,0,0,5,0,0
1768,22,23,27846,28347,7,7,0,0,5,0,0
1769,19,23,27865,28370,4,7,0,0,5,0,0
1770,22,22,27887,28392,7,6,0,0,5,0,0
1771,26,22,27913,28414,11,6,0,0,5,0,0
1772,22,23,27935,28437,7,7,0,0,5,0,0
1773,19,22,27954,28459,4,6,0,0,5,0,0
1774,22,22,27976,28481,7,6,0,0,5,0,0
1775,26,22,28002,28503,11,6,0,0,5,0,0
1776,22,23,28024,28526,7,7,0,0,5,0,0
1777,18,22,28042,28548,3,6,0,0,5,0,0
1778,22,22,28064,28570,7,6,0,0,5,0,0
1779,26,22,28090,28592,11,6,0,0,5,0,0
1780,22,23,28112,28615,7,7,0,0,5,0,0
1781,18,22,28130,28637,3,6,0,0,5,0,0
1782,22,21,28152,28658,7,5,0,0,5,0,0
1783,26,22,28178,28680,11,6,0,0,5,0,0
1784,22,24,28200,28704,7,8,0,0,5,0,0
1785,19,22,28219,28726,4,6,0,0,5,0,0
1786,22,21,28241,28747,7,5,0,0,5,0,0
1787,24,22,28265,28769,9,6,0,0,5,0,0
1788,21,24,28286,28793,6,8,0,0,5,0,0
1789,21,22,28307,28815,6,6,0,0,5,0,0
1790,22,20,28329,28835,7,4,0,0,5,0,0
1791,22,22,28351,28857,7,6,0,0,5,0,0
1792,21,25,28372,28882,6,9,0,0,5,0,0
1793,22,22,28394,28904,7,6,0,0,5,0,0
1794,22,20,28416,28924,7,4,0,0,5,0,0
1795,21,22,28437,28946,6,6,0,0,5,0,0
1796,21,26,28458,28972,6,10,0,0,5,0,0
1797,23,23,28481,28995,8,7,0,0,5,0,0
1798,22,19,28503,29014,7,3,0,0,5,0,0
1799,21,22,28524,29036,6,6,0,0,5,0,0
1800,22,26,28546,29062,7,10,0,0,5,0,0
1801,23,22,28569,29084,8,6,0,0,5,0,0
1802,22,18,28591,29102,7,2,0,0,5,0,0
1803,21,22,28612,29124,6,6,0,0,5,0,0
1804,22,27,28634,29151,7,11,0,0,5,0,0
1805,23,22,28657,29173,8,6,0,0,5,0,0
1806,22,18,28679,29191,7,2,0,0,5,0,0
1807,20,22,28699,29213,5,6,0,0,5,0,0
1808,21,27,28720,29240,6,11,0,0,5,0,0
1809,23,22,28743,29262,8,6,0,0,5,0,0
1810,21,19,28764,29281,6,3,0,0,5,0,0
1811,20,23,28784,29304,5,7,0,0,5,0,0
1812,21,25,28805,29329,6,9,0,0,5,0,0
1813,25,22,28830,29351,10,6,0,0,5,0,0
1814,22,22,28852,29373,7,6,0,0,5,0,0
1815,19,23,28871,29396,4,7,0,0,5,0,0
1816,22,23,28893,29419,7,7,0,0,5,0,0
1817,25,22,28918,29441,10,6,0,0,5,0,0
1818,22,22,28940,29463,7,6,0,0,5,0,0
1819,18,22,28958,29485,3,6,0,0,5,0,0
1820,21,22,28979,29507,6,6,0,0,5,0,0
1821,25,22,29004,29529,10,6,0,0,5,0,0
1822,21,23,29025,29552,6,7,0,0,5,0,0
1823,18,22,29043,29574,3,6,0,0,5,0,0
1824,21,22,29064,29596,6,6,0,0,5,0,0
1825,26,22,29090,29618,11,6,0,0,5,0,0
1826,22,23,29112,29641,7,7,0,0,5,0,0
1827,17,22,29129,29663,2,6,0,0,5,0,0
1828,21,21,29150,29684,6,5,0,0,5,0,0
1829,26,22,29176,29706,11,6,0,0,5,0,0
1830,21,23,29197,29729,6,7,0,0,5,0,0
1831,17,22,29214,29751,2,6,0,0,5,0,0
1832,21,21,29235,29772,6,5,0,0,5,0,0
1833,26,22,29261,29794,11,6,0,0,5,0,0
1834,21,24,29282,29818,6,8,0,0,5,0,0
1835,18,22,29300,29840,3,6,0,0,5,0,0
1836,22,20,29322,29860,7,4,0,0,5,0,0
1837,25,22,29347,29882,10,6,0,0,5,0,0
1838,21,24,29368,29906,6,8,0,0,5,0,0
1839,20,22,29388,29928,5,6,0,0,5,0,0
1840,22,19,29410,29947,7,3,0,0,5,0,0
1841,22,21,29432,29968,7,5,0,0,5,0,0
1842,21,25,29453,29993,6,9,0,0,5,0,0
1843,21,22,29474,30015,6,6,0,0,5,0,0
1844,21,19,29495,30034,6,3,0,0,5,0,0
1845,22,22,29517,30056,7,6,0,0,5,0,0
1846,21,26,29538,30082,5,10,0,0,5,0,0
1847,22,22,29560,30104,6,6,0,0,5,0,0
1848,22,18,29582,30122,6,2,0,0,5,0,0
1849,21,22,29603,30144,5,6,0,0,5,0,0
1850,21,26,29624,30170,5,10,0,0,5,0,0
1851,22,22,29646,30192,6,6,0,0,5,0,0
1852,21,18,29667,30210,5,2,0,0,5,0,0
1853,21,22,29688,30232,5,6,0,0,5,0,0
1854,21,26,29709,30258,5,10,0,0,5,0,0
1855,22,22,29731,30280,6,6,0,0,5,0,0
1856,21,17,29752,30297,5,1,0,0,5,0,0
1857,21,21,29773,30318,5,5,0,0,5,0,0
1858,21,27,29794,30345,5,11,0,0,5,0,0
1859,23,22,29817,30367,7,6,0,0,5,0,0
1860,22,18,29839,30385,6,2,0,0,5,0,0
1861,20,22,29859,30407,4,6,0,0,5,0,0
1862,21,25,29880,30432,5,9,0,0,5,0,0
1863,23,21,29903,30453,7,5,0,0,5,0,0
1864,21,19,29924,30472,5,3,0,0,5,0,0
1865,20,22,29944,30494,4,6,0,0,5,0,0
1866,21,23,29965,30517,5,7,0,0,5,0,0
1867,23,21,29988,30538,7,5,0,0,5,0,0
1868,21,22,30009,30560,5,6,0,0,5,0,0
1869,18,22,30027,30582,2,6,0,0,5,0,0
1870,20,22,30047,30604,4,6,0,0,5,0,0
1871,24,22,30071,30626,8,6,0,0,5,0,0
1872,21,22,30092,30648,5,6,0,0,5,0,0
1873,17,22,30109,30670,1,6,0,0,5,0,0
1874,20,22,30129,30692,4,6,0,0,5,0,0
1875,25,22,30154,30714,9,6,0,0,5,0,0
1876,21,23,30175,30737,5,7,0,0,5,0,0
1877,17,22,30192,30759,1,6,0,0,5,0,0
1878,21,21,30213,30780,5,5,0,0,5,0,0
1879,26,22,30239,30802,10,6,0,0,5,0,0
1880,21,23,30260,30825,5,7,0,0,5,0,0
1881,18,22,30278,30847,2,6,0,0,5,0,0
1882,22,21,30300,30868,6,5,0,0,5,0,0
1883,26,22,30326,30890,10,6,0,0,5,0,0
1884,22,23,30348,30913,6,7,0,0,5,0,0
1885,17,22,30365,30935,1,6,0,0,5,0,0
1886,21,20,30386,30955,5,4,0,0,5,0,0
1887,26,21,30412,30976,10,5,0,0,5,0,0
1888,21,23,30433,30999,5,7,0,0,5,0,0
1889,19,21,30452,31020,3,5,0,0,5,0,0
1890,22,20,30474,31040,6,4,0,0,5,0,0
1891,23,21,30497,31061,7,5,0,0,5,0,0
1892,21,24,30518,31085,5,8,0,0,5,0,0
1893,21,22,30539,31107,5,6,0,0,5,0,0
1894,22,19,30561,31126,6,3,0,0,5,0,0
1895,21,21,30582,31147,5,5,0,0,5,0,0
1896,21,24,30603,31171,5,8,0,0,5,0,0
1897,22,21,30625,31192,6,5,0,0,5,0,0
1898,21,18,30646,31210,5,2,0,0,5,0,0
1899,21,21,30667,31231,5,5,0,0,5,0,0
1900,21,26,30688,31257,5,10,0,0,5,0,0
1901,21,22,30709,31279,5,6,0,0,5,0,0
1902,21,18,30730,31297,5,2,0,0,5,0,0
1903,21,22,30751,31319,5,6,0,0,5,0,0
1904,21,26,30772,31345,5,10,0,0,5,0,0
1905,22,22,30794,31367,6,6,0,0,5,0,0
1906,21,18,30815,31385,5,2,0,0,5,0,0
1907,20,22,30835,31407,4,6,0,0,5,0,0
1908,21,26,30856,31433,5,10,0,0,5,0,0
1909,23,22,30879,31455,7,6,0,0,5,0,0
1910,21,18,30900,31473,5,2,0,0,5,0,0
1911,20,22,30920,31495,4,6,0,0,5,0,0
1912,21,26,30941,31521,5,10,0,0,5,0,0
1913,23,22,30964,31543,7,6,0,0,5,0,0
1914,21,19,30985,31562,5,3,0,0,5,0,0
1915,19,22,31004,31584,3,6,0,0,5,0,0
1916,21,23,31025,31607,5,7,0,0,5,0,0
1917,23,21,31048,31628,7,5,0,0,5,0,0
1918,21,21,31069,31649,5,5,0,0,5,0,0
1919,18,22,31087,31671,2,6,0,0,5,0,0
1920,20,22,31107,31693,4,6,0,0,5,0,0
1921,24,21,31131,31714,8,5,0,0,5,0,0
1922,21,22,31152,31736,5,6,0,0,5,0,0
1923,18,22,31170,31758,2,6,0,0,5,0,0
1924,21,21,31191,31779,5,5,0,0,5,0,0
1925,26,21,31217,31800,10,5,0,0,5,0,0
1926,22,22,31239,31822,6,6,0,0,5,0,0
1927,17,21,31256,31843,1,5,0,0,5,0,0
1928,21,21,31277,31864,5,5,0,0,5,0,0
1929,25,21,31302,31885,9,5,0,0,5,0,0
1930,21,22,31323,31907,5,6,0,0,5,0,0
1931,16,21,31339,31928,0,5,0,0,5,0,0
1932,20,21,31359,31949,4,5,0,0,5,0,0
1933,26,21,31385,31970,10,5,0,0,5,0,0
1934,21,23,31406,31993,5,7,0,0,5,0,0
1935,16,22,31422,32015,0,6,0,0,5,0,0
1936,21,20,31443,32035,5,4,0,0,5,0,0
1937,25,21,31468,32056,9,5,0,0,5,0,0
1938,20,23,31488,32079,4,7,0,0,5,0,0
1939,17,21,31505,32100,1,5,0,0,5,0,0
1940,21,20,31526,32120,5,4,0,0,5,0,0
1941,24,21,31550,32141,8,5,0,0,5,0,0
1942,20,23,31570,32164,4,7,0,0,5,0,0
1943,20,21,31590,32185,4,5,0,0,5,0,0
1944,22,19,31612,32204,6,3,0,0,5,0,0
1945,21,21,31633,32225,5,5,0,0,5,0,0
1946,20,24,31653,32249,4,8,0,0,5,0,0
1947,21,21,31674,32270,5,5,0,0,5,0,0
1948,21,18,31695,32288,5,2,0,0,5,0,0
1949,21,21,31716,32309,5,5,0,0,5,0,0
1950,21,26,31737,32335,5,10,0,0,5,0,0
1951,21,22,31758,32357,5,6,0,0,5,0,0
1952,21,17,31779,32374,5,1,0,0,5,0,0
1953,20,21,31799,32395,4,5,0,0,5,0,0
1954,20,26,31819,32421,4,10,0,0,5,0,0
1955,21,21,31840,32442,5,5,0,0,5,0,0
1956,20,17,31860,32459,4,1,0,0,5,0,0
1957,20,21,31880,32480,4,5,0,0,5,0,0
1958,20,26,31900,32506,4,10,0,0,5,0,0
1959,22,21,31922,32527,6,5,0,0,5,0,0
1960,21,17,31943,32544,5,1,0,0,5,0,0
1961,19,21,31962,32565,3,5,0,0,5,0,0
1962,20,26,31982,32591,4,10,0,0,5,0,0
