Opening port
Debug on
Port open
Compiled: Apr  2 2015, 13:03:29,
#,Parameter,value,comment
#,sampRate,250,Samples per second desired
#,sampFreq,250,Samples per second used
#,sampIntUSec,4000,Sample interval in microseconds
#,MinCumCuts,6,Minimum number of cumulative cuts per snippet for displacement
#,M,2
#,N,8

Not logging to SD card
Logging to serial
$,Sample,I,Q,IsCut,CurrCuts,RunCuts,Disp,Conf
$,18845,18,17,0,-2,43,,
$,18846,17,13,0,-2,43,,
$,18847,16,17,0,-2,43,,
$,18848,17,21,0,-2,43,,
$,18849,19,17,0,-2,43,,
$,18850,17,15,0,-2,43,,
$,18851,15,18,1,-1,44,,
$,18852,17,19,0,-1,44,,
$,18853,20,17,0,-1,44,,
$,18854,17,17,0,-1,44,,
$,18855,14,18,0,-1,44,,
$,18856,17,18,0,-1,44,,
$,18857,21,17,0,-1,44,,
$,18858,17,18,0,-1,44,,
$,18859,14,18,0,-1,44,,
$,18860,17,18,0,-1,44,,
$,18861,23,18,0,-1,44,,
$,18862,18,19,0,-1,44,,
$,18863,13,18,0,-1,44,,
$,18864,18,17,0,-1,44,,
$,18865,22,18,0,-1,44,,
$,18866,17,19,0,-1,44,,
$,18867,13,18,0,-1,44,,
$,18868,17,17,0,-1,44,,
$,18869,22,18,0,-1,44,,
$,18870,17,19,0,-1,44,,
$,18871,13,18,0,-1,44,,
$,18872,17,16,-1,-2,43,,
$,18873,21,17,0,-2,43,,
$,18874,17,19,0,-2,43,,
$,18875,14,17,0,-2,43,,
$,18876,17,16,0,-2,43,,
$,18877,19,17,0,-2,43,,
$,18878,16,18,0,-2,43,,
$,18879,17,17,0,-2,43,,
$,18880,18,15,0,-2,43,,
$,18881,17,16,0,-2,43,,
$,18882,17,21,0,-2,43,,
$,18883,17,18,0,-2,43,,
$,18884,17,14,0,-2,43,,
$,18885,17,17,0,-2,43,,
$,18886,17,22,0,-2,43,,
$,18887,18,18,0,-2,43,,
$,18888,17,13,0,-2,43,,
$,18889,17,17,0,-2,43,,
$,18890,17,22,0,-2,43,,
$,18891,18,17,0,-2,43,,
$,18892,17,14,0,-2,43,,
$,18893,17,18,0,-2,43,,
$,18894,17,23,0,-2,43,,
$,18895,19,18,0,-2,43,,
$,18896,18,13,0,-2,43,,
$,18897,16,18,1,-1,44,,
$,18898,17,22,0,-1,44,,
$,18899,19,17,0,-1,44,,
$,18900,17,15,0,-1,44,,
$,18901,15,18,1,0,45,,
$,18902,17,20,0,0,45,,
$,18903,20,17,0,0,45,,
$,18904,17,17,0,0,45,,
$,18905,14,18,0,0,45,,
$,18906,17,18,0,0,45,,
$,18907,20,17,0,0,45,,
$,18908,17,18,0,0,45,,
$,18909,14,18,0,0,45,,
$,18910,17,17,0,0,45,,
$,18911,22,17,0,0,45,,
$,18912,18,18,0,0,45,,
$,18913,13,17,0,0,45,,
$,18914,17,17,0,0,45,,
$,18915,22,17,0,0,45,,
$,18916,17,19,0,0,45,,
$,18917,13,18,0,0,45,,
$,18918,17,17,0,0,45,,
$,18919,22,18,0,0,45,,
$,18920,17,19,0,0,45,,
$,18921,13,18,0,0,45,,
$,18922,17,16,-1,-1,44,,
$,18923,22,17,0,-1,44,,
$,18924,17,20,0,-1,44,,
$,18925,14,18,0,-1,44,,
$,18926,18,15,-1,-2,43,,
$,18927,20,17,0,-2,43,,
$,18928,17,20,0,-2,43,,
$,18929,17,17,0,-2,43,,
$,18930,18,16,0,-2,43,,
$,18931,18,18,0,-2,43,,
$,18932,17,20,0,-2,43,,
$,18933,18,18,0,-2,43,,
$,18934,18,14,0,-2,43,,
$,18935,17,17,0,-2,43,,
$,18936,17,21,0,-2,43,,
$,18937,18,17,0,-2,43,,
$,18938,17,14,0,-2,43,,
$,18939,17,17,0,-2,43,,
$,18940,17,22,0,-2,43,,
$,18941,18,18,0,-2,43,,
$,18942,17,14,0,-2,43,,
$,18943,17,18,0,-2,43,,
$,18944,17,23,0,-2,43,,
$,18945,19,18,0,-2,43,,
$,18946,18,13,0,-2,43,,
$,18947,16,18,1,-1,44,,
$,18948,17,22,0,-1,44,,
$,18949,19,17,0,-1,44,,
$,18950,17,14,0,-1,44,,
$,18951,16,18,1,0,45,,
$,18952,17,20,0,0,45,,
$,18953,19,17,0,0,45,,
$,18954,17,17,0,0,45,,
$,18955,14,18,0,0,45,,
$,18956,16,18,0,0,45,,
$,18957,20,17,0,0,45,,
$,18958,17,18,0,0,45,,
$,18959,13,18,0,0,45,,
$,18960,16,17,0,0,45,,
$,18961,21,17,0,0,45,,
$,18962,17,18,0,0,45,,
$,18963,13,17,0,0,45,,
$,18964,17,17,0,0,45,,
$,18965,23,17,0,0,45,,
$,18966,18,18,0,0,45,,
$,18967,13,17,0,0,45,,
$,18968,18,17,0,0,45,,
$,18969,22,17,0,0,45,,
$,18970,17,19,0,0,45,,
$,18971,13,18,0,0,45,,
$,18972,17,16,-1,-1,44,,
$,18973,21,17,0,-1,44,,
$,18974,17,19,0,-1,44,,
$,18975,14,17,0,-1,44,,
$,18976,17,16,0,-1,44,,
$,18977,20,17,0,-1,44,,
$,18978,17,20,0,-1,44,,
$,18979,16,18,0,-1,44,,
$,18980,18,16,0,-1,44,,
$,18981,17,18,0,-1,44,,
$,18982,16,21,0,-1,44,,
$,18983,18,18,0,-1,44,,
$,18984,17,14,0,-1,44,,
$,18985,17,17,0,-1,44,,
$,18986,17,22,0,-1,44,,
$,18987,18,18,0,-1,44,,
$,18988,17,14,0,-1,44,,
$,18989,17,18,0,-1,44,,
$,18990,17,22,0,-1,44,,
$,18991,18,18,0,-1,44,,
$,18992,17,13,0,-1,44,,
$,18993,17,17,0,-1,44,,
$,18994,17,22,0,-1,44,,
$,18995,18,17,0,-1,44,,
$,18996,17,13,0,-1,44,,
$,18997,16,17,0,-1,44,,
$,18998,17,22,0,-1,44,,
$,18999,19,17,0,-1,44,,
$,19000,17,13,0,0,44,,
$,19001,16,17,0,0,44,,
$,19002,17,20,0,0,44,,
$,19003,20,16,0,0,44,,
$,19004,18,16,0,0,44,,
$,19005,15,18,1,1,45,,
$,19006,17,18,0,1,45,,
$,19007,21,17,0,1,45,,
$,19008,18,18,0,1,45,,
$,19009,15,18,0,1,45,,
$,19010,18,18,0,1,45,,
$,19011,21,18,0,1,45,,
$,19012,18,18,0,1,45,,
$,19013,13,18,0,1,45,,
$,19014,17,18,0,1,45,,
$,19015,22,18,0,1,45,,
$,19016,17,18,0,1,45,,
$,19017,12,18,0,1,45,,
$,19018,17,17,0,1,45,,
$,19019,22,17,0,1,45,,
$,19020,17,18,0,1,45,,
$,19021,13,17,0,1,45,,
$,19022,17,16,0,1,45,,
$,19023,22,17,0,1,45,,
$,19024,17,19,0,1,45,,
$,19025,13,17,0,1,45,,
$,19026,17,16,0,1,45,,
$,19027,21,17,0,1,45,,
$,19028,17,20,0,1,45,,
$,19029,15,18,0,1,45,,
$,19030,18,15,-1,0,44,,
$,19031,18,17,0,0,44,,
$,19032,16,19,0,0,44,,
$,19033,17,17,0,0,44,,
$,19034,17,14,0,0,44,,
$,19035,17,16,0,0,44,,
$,19036,17,22,0,0,44,,
$,19037,18,18,0,0,44,,
$,19038,17,14,0,0,44,,
$,19039,17,18,0,0,44,,
$,19040,17,22,0,0,44,,
$,19041,18,18,0,0,44,,
$,19042,17,14,0,0,44,,
$,19043,17,18,0,0,44,,
$,19044,17,22,0,0,44,,
$,19045,18,18,0,0,44,,
$,19046,17,13,0,0,44,,
$,19047,16,17,0,0,44,,
$,19048,17,22,0,0,44,,
$,19049,18,17,0,0,44,,
$,19050,17,13,0,0,44,,
$,19051,15,17,0,0,44,,
$,19052,16,21,0,0,44,,
$,19053,19,17,0,0,44,,
$,19054,17,15,0,0,44,,
$,19055,15,18,1,1,45,,
$,19056,17,18,0,1,45,,
$,19057,20,16,0,1,45,,
$,19058,17,17,0,1,45,,
$,19059,15,17,0,1,45,,
$,19060,17,18,0,1,45,,
$,19061,21,17,0,1,45,,
$,19062,18,18,0,1,45,,
$,19063,13,18,0,1,45,,
$,19064,17,17,0,1,45,,
$,19065,21,17,0,1,45,,
$,19066,17,18,0,1,45,,
$,19067,13,17,0,1,45,,
$,19068,17,17,0,1,45,,
$,19069,22,17,0,1,45,,
$,19070,17,18,0,1,45,,
$,19071,13,17,0,1,45,,
$,19072,17,17,0,1,45,,
$,19073,22,17,0,1,45,,
$,19074,17,19,0,1,45,,
$,19075,13,18,0,1,45,,
$,19076,17,16,-1,0,44,,
$,19077,21,17,0,0,44,,
$,19078,17,19,0,0,44,,
$,19079,15,17,0,0,44,,
$,19080,18,15,0,0,44,,
$,19081,19,17,0,0,44,,
$,19082,17,20,0,0,44,,
$,19083,17,17,0,0,44,,
$,19084,18,15,0,0,44,,
$,19085,17,17,0,0,44,,
$,19086,17,20,0,0,44,,
$,19087,17,17,0,0,44,,
$,19088,17,14,0,0,44,,
$,19089,17,17,0,0,44,,
$,19090,17,20,0,0,44,,
$,19091,18,17,0,0,44,,
$,19092,17,14,0,0,44,,
$,19093,17,17,0,0,44,,
$,19094,17,22,0,0,44,,
$,19095,18,18,0,0,44,,
$,19096,17,13,0,0,44,,
$,19097,17,17,0,0,44,,
$,19098,17,22,0,0,44,,
$,19099,19,17,0,0,44,,
$,19100,18,13,0,0,44,,
$,19101,16,17,0,0,44,,
$,19102,17,22,0,0,44,,
$,19103,20,17,0,0,44,,
$,19104,18,15,0,0,44,,
$,19105,15,18,1,1,45,,
$,19106,17,20,0,1,45,,
$,19107,19,17,0,1,45,,
$,19108,17,17,0,1,45,,
$,19109,13,18,0,1,45,,
$,19110,16,18,0,1,45,,
$,19111,20,17,0,1,45,,
$,19112,16,18,0,1,45,,
$,19113,13,18,0,1,45,,
$,19114,16,18,0,1,45,,
$,19115,21,18,0,1,45,,
$,19116,17,18,0,1,45,,
$,19117,13,18,0,1,45,,
$,19118,17,17,0,1,45,,
$,19119,22,17,0,1,45,,
$,19120,17,18,0,1,45,,
$,19121,13,17,0,1,45,,
$,19122,17,17,0,1,45,,
$,19123,22,17,0,1,45,,
$,19124,17,20,0,1,45,,
$,19125,13,18,0,1,45,,
$,19126,17,16,-1,0,44,,
$,19127,22,18,0,0,44,,
$,19128,17,20,0,0,44,,
$,19129,14,18,0,0,44,,
$,19130,18,16,-1,-1,43,,
$,19131,20,18,0,-1,43,,
$,19132,17,20,0,-1,43,,
$,19133,17,18,0,-1,43,,
$,19134,18,14,0,-1,43,,
$,19135,18,17,0,-1,43,,
$,19136,17,19,0,-1,43,,
$,19137,17,16,0,-1,43,,
$,19138,17,14,0,-1,43,,
$,19139,18,16,0,-1,43,,
$,19140,17,20,0,-1,43,,
$,19141,17,17,0,-1,43,,
$,19142,17,13,0,-1,43,,
$,19143,16,16,0,-1,43,,
$,19144,16,22,1,0,44,,
$,19145,18,17,0,0,44,,
$,19146,17,13,0,0,44,,
$,19147,16,17,0,0,44,,
$,19148,17,22,0,0,44,,
$,19149,19,17,0,0,44,,
$,19150,17,13,0,0,44,,
$,19151,16,17,0,0,44,,
$,19152,17,22,0,0,44,,
$,19153,19,17,0,0,44,,
$,19154,17,14,0,0,44,,
$,19155,16,18,1,1,45,,
$,19156,17,20,0,1,45,,
$,19157,19,17,0,1,45,,
$,19158,17,16,0,1,45,,
$,19159,15,18,1,2,46,,
$,19160,17,18,0,2,46,,
$,19161,20,17,0,2,46,,
$,19162,17,18,0,2,46,,
$,19163,14,18,0,2,46,,
$,19164,17,18,0,2,46,,
$,19165,21,18,0,2,46,,
$,19166,17,18,0,2,46,,
$,19167,13,18,0,2,46,,
$,19168,17,17,0,2,46,,
$,19169,23,17,0,2,46,,
$,19170,18,19,0,2,46,,
$,19171,13,18,0,2,46,,
$,19172,18,17,0,2,46,,
$,19173,22,18,0,2,46,,
$,19174,17,19,0,2,46,,
$,19175,12,18,0,2,46,,
$,19176,17,16,-1,1,45,,
$,19177,22,17,0,1,45,,
$,19178,17,19,0,1,45,,
$,19179,13,17,0,1,45,,
$,19180,17,16,0,1,45,,
$,19181,20,17,0,1,45,,
$,19182,16,20,0,1,45,,
$,19183,16,18,0,1,45,,
$,19184,18,15,-1,0,44,,
$,19185,17,17,0,0,44,,
$,19186,16,20,0,0,44,,
$,19187,17,17,0,0,44,,
$,19188,17,14,0,0,44,,
$,19189,18,17,0,0,44,,
$,19190,17,21,0,0,44,,
$,19191,18,17,0,0,44,,
$,19192,18,14,0,0,44,,
$,19193,17,17,0,0,44,,
$,19194,17,22,0,0,44,,
$,19195,18,18,0,0,44,,
$,19196,17,12,0,0,44,,
$,19197,17,17,0,0,44,,
$,19198,17,22,0,0,44,,
$,19199,18,17,0,0,44,,
$,19200,17,12,0,0,44,,
$,19201,16,17,0,0,44,,
$,19202,17,22,0,0,44,,
$,19203,19,17,0,0,44,,
$,19204,17,13,0,0,44,,
$,19205,15,17,0,0,44,,
$,19206,17,21,0,0,44,,
$,19207,19,17,0,0,44,,
$,19208,17,15,0,0,44,,
$,19209,15,18,1,1,45,,
$,19210,17,18,0,1,45,,
$,19211,20,16,0,1,45,,
$,19212,17,17,0,1,45,,
$,19213,14,17,0,1,45,,
$,19214,17,18,0,1,45,,
$,19215,22,17,0,1,45,,
$,19216,18,18,0,1,45,,
$,19217,13,18,0,1,45,,
$,19218,17,17,0,1,45,,
$,19219,22,17,0,1,45,,
$,19220,17,19,0,1,45,,
$,19221,13,18,0,1,45,,
$,19222,17,17,0,1,45,,
$,19223,22,18,0,1,45,,
$,19224,17,19,0,1,45,,
$,19225,12,18,0,1,45,,
$,19226,17,16,-1,0,44,,
$,19227,22,17,0,0,44,,
$,19228,17,19,0,0,44,,
$,19229,13,17,0,0,44,,
$,19230,17,16,0,0,44,,
$,19231,21,17,0,0,44,,
$,19232,17,19,0,0,44,,
$,19233,15,17,0,0,44,,
$,19234,18,15,0,0,44,,
$,19235,18,17,0,0,44,,
$,19236,16,20,0,0,44,,
$,19237,17,17,0,0,44,,
$,19238,17,15,0,0,44,,
$,19239,17,17,0,0,44,,
$,19240,17,21,0,0,44,,
$,19241,17,18,0,0,44,,
$,19242,17,14,0,0,44,,
$,19243,17,17,0,0,44,,
$,19244,17,22,0,0,44,,
$,19245,18,18,0,0,44,,
$,19246,17,13,0,0,44,,
$,19247,17,17,0,0,44,,
$,19248,17,22,0,0,44,,
$,19249,19,17,0,0,44,,
$,19250,18,13,0,0,44,,
$,19251,16,17,0,0,44,,
$,19252,17,23,0,0,44,,
$,19253,19,18,0,0,44,,
$,19254,17,13,0,0,44,,
$,19255,16,18,1,1,45,,
$,19256,17,22,0,1,45,,
$,19257,19,17,0,1,45,,
$,19258,17,15,0,1,45,,
$,19259,15,18,1,2,46,,
$,19260,17,19,0,2,46,,
$,19261,19,17,0,2,46,,
$,19262,17,17,0,2,46,,
$,19263,14,18,0,2,46,,
$,19264,16,17,0,2,46,,
$,19265,21,17,0,2,46,,
$,19266,17,17,0,2,46,,
$,19267,13,17,0,2,46,,
$,19268,17,17,0,2,46,,
$,19269,22,17,0,2,46,,
$,19270,17,18,0,2,46,,
$,19271,13,17,0,2,46,,
$,19272,17,16,0,2,46,,
$,19273,22,17,0,2,46,,
$,19274,17,19,0,2,46,,
$,19275,13,17,0,2,46,,
$,19276,17,17,0,2,46,,
$,19277,23,18,0,2,46,,
$,19278,18,19,0,2,46,,
$,19279,13,18,0,2,46,,
$,19280,18,16,-1,1,45,,
$,19281,22,17,0,1,45,,
$,19282,17,19,0,1,45,,
$,19283,15,17,0,1,45,,
$,19284,18,15,0,1,45,,
$,19285,19,17,0,1,45,,
$,19286,17,19,0,1,45,,
$,19287,17,17,0,1,45,,
$,19288,18,14,0,1,45,,
$,19289,18,16,0,1,45,,
$,19290,17,20,0,1,45,,
$,19291,17,17,0,1,45,,
$,19292,17,14,0,1,45,,
$,19293,17,17,0,1,45,,
$,19294,17,22,0,1,45,,
$,19295,18,18,0,1,45,,
$,19296,17,13,0,1,45,,
$,19297,17,17,0,1,45,,
$,19298,17,22,0,1,45,,
$,19299,18,17,0,1,45,,
$,19300,17,13,0,1,45,,
$,19301,16,17,0,1,45,,
$,19302,17,22,0,1,45,,
$,19303,19,17,0,1,45,,
$,19304,17,13,0,1,45,,
$,19305,16,17,0,1,45,,
$,19306,17,22,0,1,45,,
$,19307,19,17,0,1,45,,
$,19308,17,15,0,1,45,,
$,19309,16,18,1,2,46,,
$,19310,17,20,0,2,46,,
$,19311,20,17,0,2,46,,
$,19312,18,17,0,2,46,,
$,19313,15,18,0,2,46,,
$,19314,17,18,0,2,46,,
$,19315,20,17,0,2,46,,
$,19316,17,18,0,2,46,,
$,19317,13,18,0,2,46,,
$,19318,16,18,0,2,46,,
$,19319,21,18,0,2,46,,
$,19320,17,18,0,2,46,,
$,19321,13,18,0,2,46,,
$,19322,17,16,-1,1,45,,
$,19323,22,17,0,1,45,,
$,19324,17,18,0,1,45,,
$,19325,12,17,0,1,45,,
$,19326,17,16,0,1,45,,
$,19327,22,17,0,1,45,,
$,19328,17,19,0,1,45,,
$,19329,12,17,0,1,45,,
$,19330,17,16,0,1,45,,
$,19331,22,17,0,1,45,,
$,19332,17,19,0,1,45,,
$,19333,14,17,0,1,45,,
$,19334,18,16,0,1,45,,
$,19335,20,17,0,1,45,,
$,19336,17,20,0,1,45,,
$,19337,16,18,0,1,45,,
$,19338,18,15,-1,0,44,,
$,19339,18,17,0,0,44,,
$,19340,17,21,0,0,44,,
$,19341,17,18,0,0,44,,
$,19342,17,14,0,0,44,,
$,19343,17,17,0,0,44,,
$,19344,17,21,0,0,44,,
$,19345,18,17,0,0,44,,
$,19346,17,14,0,0,44,,
$,19347,17,17,0,0,44,,
$,19348,17,21,0,0,44,,
$,19349,18,17,0,0,44,,
$,19350,17,13,0,0,44,,
$,19351,16,17,0,0,44,,
$,19352,17,22,0,0,44,,
$,19353,18,17,0,0,44,,
$,19354,17,13,0,0,44,,
$,19355,16,17,0,0,44,,
$,19356,17,22,0,0,44,,
$,19357,19,17,0,0,44,,
$,19358,17,14,0,0,44,,
$,19359,16,18,1,1,45,,
$,19360,17,21,0,1,45,,
$,19361,20,17,0,1,45,,
$,19362,18,16,0,1,45,,
$,19363,14,18,1,2,46,,
$,19364,17,18,0,2,46,,
$,19365,20,17,0,2,46,,
$,19366,17,18,0,2,46,,
$,19367,14,18,0,2,46,,
$,19368,17,18,0,2,46,,
$,19369,21,18,0,2,46,,
$,19370,17,18,0,2,46,,
$,19371,14,18,0,2,46,,
$,19372,17,17,0,2,46,,
$,19373,22,17,0,2,46,,
$,19374,18,18,0,2,46,,
$,19375,13,17,0,2,46,,
$,19376,17,17,0,2,46,,
$,19377,22,17,0,2,46,,
$,19378,17,18,0,2,46,,
$,19379,12,17,0,2,46,,
$,19380,17,16,0,2,46,,
$,19381,22,17,0,2,46,,
$,19382,17,19,0,2,46,,
$,19383,13,17,0,2,46,,
$,19384,17,16,0,2,46,,
$,19385,20,17,0,2,46,,
$,19386,16,20,0,2,46,,
$,19387,15,18,0,2,46,,
$,19388,17,17,0,2,46,,
$,19389,17,18,0,2,46,,
$,19390,16,20,0,2,46,,
$,19391,17,18,0,2,46,,
$,19392,17,15,0,2,46,,
$,19393,17,17,0,2,46,,
$,19394,17,23,0,2,46,,
$,19395,18,19,0,2,46,,
$,19396,17,14,0,2,46,,
$,19397,17,18,0,2,46,,
$,19398,17,23,0,2,46,,
$,19399,18,18,0,2,46,,
$,19400,17,13,0,2,46,,
$,19401,16,18,1,3,47,,
$,19402,17,22,0,3,47,,
$,19403,18,17,0,3,47,,
$,19404,17,13,0,3,47,,
$,19405,16,17,0,3,47,,
$,19406,17,22,0,3,47,,
$,19407,19,17,0,3,47,,
$,19408,17,14,0,3,47,,
$,19409,15,18,1,4,48,,
$,19410,17,21,0,4,48,,
$,19411,19,17,0,4,48,,
$,19412,17,15,0,4,48,,
$,19413,15,18,1,5,49,,
$,19414,17,18,0,5,49,,
$,19415,20,16,0,5,49,,
$,19416,17,17,0,5,49,,
$,19417,15,17,0,5,49,,
$,19418,17,17,0,5,49,,
$,19419,20,17,0,5,49,,
$,19420,17,18,0,5,49,,
$,19421,13,17,0,5,49,,
$,19422,16,17,0,5,49,,
$,19423,21,17,0,5,49,,
$,19424,17,18,0,5,49,,
$,19425,13,17,0,5,49,,
$,19426,17,17,0,5,49,,
$,19427,22,17,0,5,49,,
$,19428,17,19,0,5,49,,
$,19429,12,18,0,5,49,,
$,19430,17,17,0,5,49,,
$,19431,22,18,0,5,49,,
$,19432,17,19,0,5,49,,
$,19433,13,18,0,5,49,,
$,19434,17,16,-1,4,48,,
$,19435,21,17,0,4,48,,
$,19436,17,19,0,4,48,,
$,19437,15,17,0,4,48,,
$,19438,18,15,0,4,48,,
$,19439,18,17,0,4,48,,
$,19440,16,20,0,4,48,,
$,19441,17,17,0,4,48,,
$,19442,17,13,0,4,48,,
$,19443,17,16,0,4,48,,
$,19444,17,20,0,4,48,,
$,19445,18,16,0,4,48,,
$,19446,17,14,0,4,48,,
$,19447,17,17,0,4,48,,
$,19448,17,22,0,4,48,,
$,19449,18,18,0,4,48,,
$,19450,17,14,0,4,48,,
$,19451,17,18,0,4,48,,
$,19452,17,22,0,4,48,,
$,19453,18,18,0,4,48,,
$,19454,17,13,0,4,48,,
$,19455,17,17,0,4,48,,
$,19456,17,23,0,4,48,,
$,19457,19,18,0,4,48,,
$,19458,18,13,0,4,48,,
$,19459,16,18,1,5,49,,
$,19460,17,22,0,5,49,,
$,19461,19,17,0,5,49,,
$,19462,17,15,0,5,49,,
$,19463,15,18,1,6,50,,
$,19464,17,19,0,6,50,,
$,19465,20,17,0,6,50,,
$,19466,17,17,0,6,50,,
$,19467,15,18,0,6,50,,
$,19468,17,18,0,6,50,,
$,19469,19,17,0,6,50,,
$,19470,17,18,0,6,50,,
$,19471,13,18,0,6,50,,
$,19472,16,17,0,6,50,,
$,19473,21,17,0,6,50,,
$,19474,17,18,0,6,50,,
$,19475,13,17,0,6,50,,
$,19476,17,17,0,6,50,,
$,19477,22,17,0,6,50,,
$,19478,17,18,0,6,50,,
$,19479,13,17,0,6,50,,
$,19480,17,17,0,6,50,,
$,19481,22,17,0,6,50,,
$,19482,17,19,0,6,50,,
$,19483,13,18,0,6,50,,
$,19484,17,16,-1,5,49,,
$,19485,22,17,0,5,49,,
$,19486,17,19,0,5,49,,
$,19487,15,17,0,5,49,,
$,19488,18,16,0,5,49,,
$,19489,19,17,0,5,49,,
$,19490,17,20,0,5,49,,
$,19491,17,18,0,5,49,,
$,19492,18,14,0,5,49,,
$,19493,18,17,0,5,49,,
$,19494,17,20,0,5,49,,
$,19495,17,17,0,5,49,,
$,19496,17,14,0,5,49,,
$,19497,17,17,0,5,49,,
$,19498,17,21,0,5,49,,
$,19499,18,17,0,5,49,,
$,19500,17,13,0,0,49,,
$,19501,16,17,0,0,49,,
$,19502,17,22,0,0,49,,
$,19503,18,17,0,0,49,,
$,19504,17,13,0,0,49,,
$,19505,16,17,0,0,49,,
$,19506,17,22,0,0,49,,
$,19507,19,17,0,0,49,,
$,19508,17,13,0,0,49,,
$,19509,16,17,0,0,49,,
$,19510,17,22,0,0,49,,
$,19511,19,17,0,0,49,,
$,19512,17,14,0,0,49,,
$,19513,16,18,1,1,50,,
$,19514,17,20,0,1,50,,
$,19515,20,17,0,1,50,,
$,19516,18,17,0,1,50,,
$,19517,14,18,0,1,50,,
$,19518,17,18,0,1,50,,
$,19519,21,17,0,1,50,,
$,19520,17,17,0,1,50,,
$,19521,14,17,0,1,50,,
$,19522,17,17,0,1,50,,
$,19523,22,17,0,1,50,,
$,19524,18,18,0,1,50,,
$,19525,13,17,0,1,50,,
$,19526,17,17,0,1,50,,
$,19527,21,17,0,1,50,,
$,19528,17,18,0,1,50,,
$,19529,12,17,0,1,50,,
$,19530,16,16,0,1,50,,
$,19531,22,17,0,1,50,,
$,19532,17,18,0,1,50,,
$,19533,12,17,0,1,50,,
$,19534,17,16,0,1,50,,
$,19535,22,17,0,1,50,,
$,19536,17,19,0,1,50,,
$,19537,13,17,0,1,50,,
$,19538,17,16,0,1,50,,
$,19539,20,17,0,1,50,,
$,19540,16,20,0,1,50,,
$,19541,16,18,0,1,50,,
$,19542,18,15,-1,0,49,,
$,19543,18,17,0,0,49,,
$,19544,17,21,0,0,49,,
$,19545,17,18,0,0,49,,
$,19546,17,15,0,0,49,,
$,19547,17,18,0,0,49,,
$,19548,17,21,0,0,49,,
$,19549,18,18,0,0,49,,
$,19550,17,13,0,0,49,,
$,19551,16,17,0,0,49,,
$,19552,17,23,0,0,49,,
$,19553,18,18,0,0,49,,
$,19554,17,13,0,0,49,,
$,19555,16,18,1,1,50,,
$,19556,17,22,0,1,50,,
$,19557,18,17,0,1,50,,
$,19558,17,13,0,1,50,,
$,19559,16,17,0,1,50,,
$,19560,17,21,0,1,50,,
$,19561,18,17,0,1,50,,
$,19562,17,14,0,1,50,,
$,19563,15,17,0,1,50,,
$,19564,16,20,0,1,50,,
$,19565,19,17,0,1,50,,
$,19566,17,16,0,1,50,,
$,19567,15,18,1,2,51,,
$,19568,17,18,0,2,51,,
$,19569,21,17,0,2,51,,
$,19570,18,18,0,2,51,,
$,19571,14,18,0,2,51,,
$,19572,17,17,0,2,51,,
$,19573,21,17,0,2,51,,
$,19574,17,18,0,2,51,,
$,19575,14,17,0,2,51,,
$,19576,17,17,0,2,51,,
$,19577,22,17,0,2,51,,
$,19578,18,19,0,2,51,,
$,19579,13,18,0,2,51,,
$,19580,17,17,0,2,51,,
$,19581,22,18,0,2,51,,
$,19582,17,19,0,2,51,,
$,19583,13,18,0,2,51,,
$,19584,17,16,-1,1,50,,
$,19585,22,17,0,1,50,,
$,19586,17,19,0,1,50,,
$,19587,13,17,0,1,50,,
$,19588,17,16,0,1,50,,
$,19589,20,17,0,1,50,,
$,19590,16,19,0,1,50,,
$,19591,15,17,0,1,50,,
$,19592,17,16,0,1,50,,
$,19593,17,17,0,1,50,,
$,19594,16,20,0,1,50,,
$,19595,17,18,0,1,50,,
$,19596,17,15,0,1,50,,
$,19597,17,17,0,1,50,,
$,19598,17,21,0,1,50,,
$,19599,17,18,0,1,50,,
$,19600,17,14,0,1,50,,
$,19601,17,17,0,1,50,,
$,19602,17,22,0,1,50,,
$,19603,18,18,0,1,50,,
$,19604,17,13,0,1,50,,
$,19605,17,17,0,1,50,,
$,19606,17,22,0,1,50,,
$,19607,18,17,0,1,50,,
$,19608,17,13,0,1,50,,
$,19609,16,17,0,1,50,,
$,19610,17,22,0,1,50,,
$,19611,18,17,0,1,50,,
$,19612,17,13,0,1,50,,
$,19613,16,17,0,1,50,,
$,19614,17,21,0,1,50,,
$,19615,19,17,0,1,50,,
$,19616,17,16,0,1,50,,
$,19617,15,18,1,2,51,,
$,19618,17,18,0,2,51,,
$,19619,20,17,0,2,51,,
$,19620,17,17,0,2,51,,
$,19621,15,17,0,2,51,,
$,19622,17,17,0,2,51,,
$,19623,21,17,0,2,51,,
$,19624,18,18,0,2,51,,
$,19625,15,17,0,2,51,,
$,19626,18,17,0,2,51,,
$,19627,22,17,0,2,51,,
$,19628,18,18,0,2,51,,
$,19629,13,17,0,2,51,,
$,19630,17,17,0,2,51,,
$,19631,22,17,0,2,51,,
$,19632,17,19,0,2,51,,
$,19633,13,18,0,2,51,,
$,19634,17,17,0,2,51,,
$,19635,22,18,0,2,51,,
$,19636,17,19,0,2,51,,
$,19637,13,18,0,2,51,,
$,19638,17,16,-1,1,50,,
$,19639,21,17,0,1,50,,
$,19640,17,20,0,1,50,,
$,19641,15,18,0,1,50,,
$,19642,18,15,-1,0,49,,
$,19643,19,17,0,0,49,,
$,19644,17,20,0,0,49,,
$,19645,17,17,0,0,49,,
$,19646,18,15,0,0,49,,
