Opening port
Debug on
Port open
Compiled: Apr  2 2015, 13:03:29,
#,Parameter,value,comment
#,sampRate,250,Samples per second desired
#,sampFreq,250,Samples per second used
#,sampIntUSec,4000,Sample interval in microseconds
#,MinCumCuts,6,Minimum number of cumulative cuts per snippet for displacement
#,M,2
#,N,8

Not logging to SD card
Logging to serial
$,Sample,I,Q,IsCut,CurrCuts,RunCuts,Disp,Conf
$,72869,17,17,0,0,509,,*
$,72870,16,22,0,0,509,,*
$,72871,17,18,0,0,509,,*
$,72872,17,14,0,0,509,,*
$,72873,17,18,0,0,509,,*
$,72874,17,22,0,0,509,,*
$,72875,18,18,0,0,509,,*
$,72876,17,13,0,0,509,,*
$,72877,17,17,0,0,509,,*
$,72878,17,22,0,0,509,,*
$,72879,18,17,0,0,509,,*
$,72880,17,13,0,0,509,,*
$,72881,16,17,0,0,509,,*
$,72882,17,22,0,0,509,,*
$,72883,19,17,0,0,509,,*
$,72884,17,13,0,0,509,,*
$,72885,16,17,0,0,509,,*
$,72886,17,21,0,0,509,,*
$,72887,19,17,0,0,509,,*
$,72888,17,15,0,0,509,,*
$,72889,15,18,1,1,510,,*
$,72890,17,19,0,1,510,,*
$,72891,20,17,0,1,510,,*
$,72892,17,17,0,1,510,,*
$,72893,14,18,0,1,510,,*
$,72894,17,17,0,1,510,,*
$,72895,21,17,0,1,510,,*
$,72896,17,17,0,1,510,,*
$,72897,13,17,0,1,510,,*
$,72898,17,17,0,1,510,,*
$,72899,22,17,0,1,510,,*
$,72900,17,18,0,1,510,,*
$,72901,13,17,0,1,510,,*
$,72902,17,17,0,1,510,,*
$,72903,22,17,0,1,510,,*
$,72904,17,18,0,1,510,,*
$,72905,13,17,0,1,510,,*
$,72906,17,16,0,1,510,,*
$,72907,22,17,0,1,510,,*
$,72908,17,19,0,1,510,,*
$,72909,13,17,0,1,510,,*
$,72910,17,16,0,1,510,,*
$,72911,21,17,0,1,510,,*
$,72912,17,19,0,1,510,,*
$,72913,14,17,0,1,510,,*
$,72914,17,15,0,1,510,,*
$,72915,19,17,0,1,510,,*
$,72916,16,19,0,1,510,,*
$,72917,17,17,0,1,510,,*
$,72918,18,13,0,1,510,,*
$,72919,17,16,0,1,510,,*
$,72920,17,20,0,1,510,,*
$,72921,17,16,0,1,510,,*
$,72922,17,14,0,1,510,,*
$,72923,16,17,0,1,510,,*
$,72924,16,22,0,1,510,,*
$,72925,18,18,0,1,510,,*
$,72926,17,14,0,1,510,,*
$,72927,17,18,0,1,510,,*
$,72928,17,23,0,1,510,,*
$,72929,18,18,0,1,510,,*
$,72930,17,14,0,1,510,,*
$,72931,17,18,0,1,510,,*
$,72932,17,22,0,1,510,,*
$,72933,19,18,0,1,510,,*
$,72934,18,13,0,1,510,,*
$,72935,16,17,0,1,510,,*
$,72936,17,22,0,1,510,,*
$,72937,19,17,0,1,510,,*
$,72938,17,14,0,1,510,,*
$,72939,15,18,1,2,511,,*
$,72940,17,20,0,2,511,,*
$,72941,19,17,0,2,511,,*
$,72942,17,17,0,2,511,,*
$,72943,14,18,0,2,511,,*
$,72944,16,18,0,2,511,,*
$,72945,19,17,0,2,511,,*
$,72946,16,18,0,2,511,,*
$,72947,13,18,0,2,511,,*
$,72948,16,17,0,2,511,,*
$,72949,22,17,0,2,511,,*
$,72950,17,18,0,2,511,,*
$,72951,14,17,0,2,511,,*
$,72952,18,17,0,2,511,,*
$,72953,22,17,0,2,511,,*
$,72954,18,19,0,2,511,,*
$,72955,13,18,0,2,511,,*
$,72956,17,17,0,2,511,,*
$,72957,22,18,0,2,511,,*
$,72958,17,19,0,2,511,,*
$,72959,13,18,0,2,511,,*
$,72960,17,16,-1,1,510,,*
$,72961,22,17,0,1,510,,*
$,72962,17,19,0,1,510,,*
$,72963,13,17,0,1,510,,*
$,72964,17,15,0,1,510,,*
$,72965,20,17,0,1,510,,*
$,72966,16,19,0,1,510,,*
$,72967,16,17,0,1,510,,*
$,72968,18,15,0,1,510,,*
$,72969,17,17,0,1,510,,*
$,72970,16,20,0,1,510,,*
$,72971,17,17,0,1,510,,*
$,72972,17,14,0,1,510,,*
$,72973,17,17,0,1,510,,*
$,72974,17,22,0,1,510,,*
$,72975,17,18,0,1,510,,*
$,72976,17,14,0,1,510,,*
$,72977,16,18,1,2,511,,*
$,72978,16,22,0,2,511,,*
$,72979,18,18,0,2,511,,*
$,72980,17,13,0,2,511,,*
$,72981,16,17,0,2,511,,*
$,72982,17,22,0,2,511,,*
$,72983,18,17,0,2,511,,*
$,72984,17,13,0,2,511,,*
$,72985,16,17,0,2,511,,*
$,72986,17,22,0,2,511,,*
$,72987,19,17,0,2,511,,*
$,72988,17,13,0,2,511,,*
$,72989,15,17,0,2,511,,*
$,72990,17,21,0,2,511,,*
$,72991,19,17,0,2,511,,*
$,72992,17,15,0,2,511,,*
$,72993,16,18,1,3,512,,*
$,72994,17,18,0,3,512,,*
$,72995,20,16,0,3,512,,*
$,72996,18,17,0,3,512,,*
$,72997,14,17,0,3,512,,*
$,72998,17,17,0,3,512,,*
$,72999,20,17,0,3,512,,*
$,73000,17,18,0,0,512,,
$,73001,13,17,0,0,512,,
$,73002,16,16,0,0,512,,
$,73003,21,17,0,0,512,,
$,73004,17,18,0,0,512,,
$,73005,12,17,0,0,512,,
$,73006,16,16,0,0,512,,
$,73007,21,17,0,0,512,,
$,73008,16,18,0,0,512,,
$,73009,12,17,0,0,512,,
$,73010,16,16,0,0,512,,
$,73011,22,17,0,0,512,,
$,73012,17,19,0,0,512,,
$,73013,12,17,0,0,512,,
$,73014,17,15,0,0,512,,
$,73015,20,17,0,0,512,,
$,73016,16,18,0,0,512,,
$,73017,14,16,-1,-1,511,,
$,73018,17,15,0,-1,511,,
$,73019,18,16,0,-1,511,,
$,73020,16,19,0,-1,511,,
$,73021,16,17,0,-1,511,,
$,73022,17,14,0,-1,511,,
$,73023,17,16,0,-1,511,,
$,73024,16,20,1,0,512,,
$,73025,17,17,0,0,512,,
$,73026,17,13,0,0,512,,
$,73027,16,16,0,0,512,,
$,73028,16,21,1,1,513,,
$,73029,17,17,0,1,513,,
$,73030,16,13,0,1,513,,
$,73031,16,17,0,1,513,,
$,73032,16,22,0,1,513,,
$,73033,18,17,0,1,513,,
$,73034,17,13,0,1,513,,
$,73035,16,17,0,1,513,,
$,73036,17,22,0,1,513,,
$,73037,18,17,0,1,513,,
$,73038,17,13,0,1,513,,
$,73039,15,17,0,1,513,,
$,73040,16,21,0,1,513,,
$,73041,19,17,0,1,513,,
$,73042,17,15,0,1,513,,
$,73043,15,18,1,2,514,,
$,73044,17,18,0,2,514,,
$,73045,18,16,0,2,514,,
$,73046,16,17,0,2,514,,
$,73047,13,17,0,2,514,,
$,73048,15,17,0,2,514,,
$,73049,20,17,0,2,514,,
$,73050,16,17,0,2,514,,
$,73051,13,17,0,2,514,,
$,73052,16,16,0,2,514,,
$,73053,21,16,0,2,514,,
$,73054,17,18,0,2,514,,
$,73055,12,17,0,2,514,,
$,73056,16,16,0,2,514,,
$,73057,22,17,0,2,514,,
$,73058,17,18,0,2,514,,
$,73059,12,17,0,2,514,,
$,73060,17,16,0,2,514,,
$,73061,22,17,0,2,514,,
$,73062,17,19,0,2,514,,
$,73063,12,17,0,2,514,,
$,73064,17,16,0,2,514,,
$,73065,21,17,0,2,514,,
$,73066,16,19,0,2,514,,
$,73067,14,17,0,2,514,,
$,73068,17,15,0,2,514,,
$,73069,19,17,0,2,514,,
$,73070,16,19,0,2,514,,
$,73071,16,17,0,2,514,,
$,73072,17,14,0,2,514,,
$,73073,17,16,0,2,514,,
$,73074,16,20,1,3,515,,
$,73075,17,17,0,3,515,,
$,73076,17,14,0,3,515,,
$,73077,16,17,0,3,515,,
$,73078,16,21,0,3,515,,
$,73079,17,17,0,3,515,,
$,73080,16,13,0,3,515,,
$,73081,16,17,0,3,515,,
$,73082,16,22,0,3,515,,
$,73083,18,17,0,3,515,,
$,73084,17,13,0,3,515,,
$,73085,16,17,0,3,515,,
$,73086,17,22,0,3,515,,
$,73087,19,17,0,3,515,,
$,73088,17,13,0,3,515,,
$,73089,16,17,0,3,515,,
$,73090,17,22,0,3,515,,
$,73091,19,17,0,3,515,,
$,73092,17,14,0,3,515,,
$,73093,15,18,1,4,516,,
$,73094,17,20,0,4,516,,
$,73095,19,17,0,4,516,,
$,73096,17,17,0,4,516,,
$,73097,14,18,0,4,516,,
$,73098,16,18,0,4,516,,
$,73099,19,17,0,4,516,,
$,73100,16,17,0,4,516,,
$,73101,13,17,0,4,516,,
$,73102,16,17,0,4,516,,
$,73103,21,17,0,4,516,,
$,73104,17,17,0,4,516,,
$,73105,12,17,0,4,516,,
$,73106,16,17,0,4,516,,
$,73107,22,17,0,4,516,,
$,73108,17,18,0,4,516,,
$,73109,12,17,0,4,516,,
$,73110,17,16,0,4,516,,
$,73111,22,17,0,4,516,,
$,73112,17,19,0,4,516,,
$,73113,13,17,0,4,516,,
$,73114,17,16,0,4,516,,
$,73115,22,17,0,4,516,,
$,73116,17,19,0,4,516,,
$,73117,14,17,0,4,516,,
$,73118,18,16,0,4,516,,
$,73119,20,17,0,4,516,,
$,73120,17,20,0,4,516,,
$,73121,16,18,0,4,516,,
$,73122,18,15,-1,3,515,,
$,73123,18,17,0,3,515,,
$,73124,17,20,0,3,515,,
$,73125,17,17,0,3,515,,
$,73126,17,15,0,3,515,,
$,73127,17,17,0,3,515,,
$,73128,17,21,0,3,515,,
$,73129,17,18,0,3,515,,
$,73130,17,12,0,3,515,,
$,73131,16,16,0,3,515,,
$,73132,16,22,1,4,516,,
$,73133,17,17,0,4,516,,
$,73134,16,13,0,4,516,,
$,73135,16,17,0,4,516,,
$,73136,16,22,0,4,516,,
$,73137,18,17,0,4,516,,
$,73138,17,13,0,4,516,,
$,73139,16,17,0,4,516,,
$,73140,17,22,0,4,516,,
$,73141,19,17,0,4,516,,
$,73142,17,14,0,4,516,,
$,73143,15,18,1,5,517,,
$,73144,17,20,0,5,517,,
$,73145,19,17,0,5,517,,
$,73146,17,16,0,5,517,,
$,73147,14,18,1,6,518,,
$,73148,16,18,0,6,518,,
$,73149,20,17,0,6,518,,
$,73150,17,18,0,6,518,,
$,73151,14,18,0,6,518,,
$,73152,17,18,0,6,518,,
$,73153,21,18,0,6,518,,
$,73154,17,18,0,6,518,,
$,73155,13,18,0,6,518,,
$,73156,17,17,0,6,518,,
$,73157,21,17,0,6,518,,
$,73158,17,18,0,6,518,,
$,73159,12,17,0,6,518,,
$,73160,16,16,0,6,518,,
$,73161,22,17,0,6,518,,
$,73162,17,18,0,6,518,,
$,73163,12,17,0,6,518,,
$,73164,17,16,0,6,518,,
$,73165,22,17,0,6,518,,
$,73166,17,20,0,6,518,,
$,73167,13,18,0,6,518,,
$,73168,17,16,-1,5,517,,
$,73169,20,18,0,5,517,,
$,73170,16,20,0,5,517,,
$,73171,15,18,0,5,517,,
$,73172,17,15,-1,4,516,,
$,73173,18,17,0,4,516,,
$,73174,16,20,0,4,516,,
$,73175,17,17,0,4,516,,
$,73176,17,14,0,4,516,,
$,73177,17,17,0,4,516,,
$,73178,17,21,0,4,516,,
$,73179,18,17,0,4,516,,
$,73180,17,13,0,4,516,,
$,73181,17,17,0,4,516,,
$,73182,17,21,0,4,516,,
$,73183,17,17,0,4,516,,
$,73184,17,13,0,4,516,,
$,73185,16,17,0,4,516,,
$,73186,16,22,0,4,516,,
$,73187,18,17,0,4,516,,
$,73188,17,13,0,4,516,,
$,73189,16,17,0,4,516,,
$,73190,17,22,0,4,516,,
$,73191,19,17,0,4,516,,
$,73192,17,13,0,4,516,,
$,73193,16,17,0,4,516,,
$,73194,17,21,0,4,516,,
$,73195,19,17,0,4,516,,
$,73196,17,15,0,4,516,,
$,73197,15,18,1,5,517,,
$,73198,17,19,0,5,517,,
$,73199,20,17,0,5,517,,
$,73200,17,17,0,5,517,,
$,73201,13,18,0,5,517,,
$,73202,16,17,0,5,517,,
$,73203,20,17,0,5,517,,
$,73204,16,18,0,5,517,,
$,73205,13,17,0,5,517,,
$,73206,16,17,0,5,517,,
$,73207,20,17,0,5,517,,
$,73208,16,18,0,5,517,,
$,73209,11,17,0,5,517,,
$,73210,15,16,0,5,517,,
$,73211,21,17,0,5,517,,
$,73212,16,18,0,5,517,,
$,73213,13,17,0,5,517,,
$,73214,17,16,0,5,517,,
$,73215,21,17,0,5,517,,
$,73216,17,19,0,5,517,,
$,73217,13,17,0,5,517,,
$,73218,17,16,0,5,517,,
$,73219,21,17,0,5,517,,
$,73220,17,20,0,5,517,,
$,73221,14,18,0,5,517,,
$,73222,17,16,-1,4,516,,
$,73223,19,18,0,4,516,,
$,73224,16,20,0,4,516,,
$,73225,17,18,0,4,516,,
$,73226,18,15,0,4,516,,
$,73227,17,17,0,4,516,,
$,73228,17,21,0,4,516,,
$,73229,17,18,0,4,516,,
$,73230,17,14,0,4,516,,
$,73231,17,17,0,4,516,,
$,73232,17,21,0,4,516,,
$,73233,18,17,0,4,516,,
$,73234,17,13,0,4,516,,
$,73235,16,17,0,4,516,,
$,73236,17,21,0,4,516,,
$,73237,17,17,0,4,516,,
$,73238,16,13,0,4,516,,
$,73239,16,17,0,4,516,,
$,73240,16,22,0,4,516,,
$,73241,18,17,0,4,516,,
$,73242,17,12,0,4,516,,
$,73243,16,17,0,4,516,,
$,73244,17,22,0,4,516,,
$,73245,19,17,0,4,516,,
$,73246,17,14,0,4,516,,
$,73247,16,18,1,5,517,,
$,73248,17,20,0,5,517,,
$,73249,19,17,0,5,517,,
$,73250,17,16,0,0,517,,
$,73251,14,18,1,1,518,,
$,73252,16,18,0,1,518,,
$,73253,20,17,0,1,518,,
$,73254,17,18,0,1,518,,
$,73255,14,18,0,1,518,,
$,73256,17,17,0,1,518,,
$,73257,22,17,0,1,518,,
$,73258,18,18,0,1,518,,
$,73259,13,17,0,1,518,,
$,73260,17,17,0,1,518,,
$,73261,20,17,0,1,518,,
$,73262,16,18,0,1,518,,
$,73263,12,17,0,1,518,,
$,73264,16,16,0,1,518,,
$,73265,22,17,0,1,518,,
$,73266,17,18,0,1,518,,
$,73267,12,17,0,1,518,,
$,73268,17,16,0,1,518,,
$,73269,21,17,0,1,518,,
$,73270,16,19,0,1,518,,
$,73271,13,17,0,1,518,,
$,73272,17,16,0,1,518,,
$,73273,20,17,0,1,518,,
$,73274,16,20,0,1,518,,
$,73275,15,18,0,1,518,,
$,73276,17,15,-1,0,517,,
$,73277,18,17,0,0,517,,
$,73278,16,21,0,0,517,,
$,73279,17,18,0,0,517,,
$,73280,17,14,0,0,517,,
$,73281,17,17,0,0,517,,
$,73282,17,21,0,0,517,,
$,73283,18,17,0,0,517,,
$,73284,17,13,0,0,517,,
$,73285,16,17,0,0,517,,
$,73286,17,22,0,0,517,,
$,73287,18,17,0,0,517,,
$,73288,17,12,0,0,517,,
$,73289,16,17,0,0,517,,
$,73290,17,22,0,0,517,,
$,73291,18,17,0,0,517,,
$,73292,17,13,0,0,517,,
$,73293,15,17,0,0,517,,
$,73294,16,22,0,0,517,,
$,73295,19,17,0,0,517,,
$,73296,17,13,0,0,517,,
$,73297,15,17,0,0,517,,
$,73298,17,20,0,0,517,,
$,73299,19,16,0,0,517,,
$,73300,17,16,0,0,517,,
$,73301,15,18,1,1,518,,
$,73302,17,18,0,1,518,,
$,73303,20,17,0,1,518,,
$,73304,17,17,0,1,518,,
$,73305,14,17,0,1,518,,
$,73306,17,18,0,1,518,,
$,73307,22,17,0,1,518,,
$,73308,18,18,0,1,518,,
$,73309,14,18,0,1,518,,
$,73310,18,17,0,1,518,,
$,73311,21,17,0,1,518,,
$,73312,17,18,0,1,518,,
$,73313,13,17,0,1,518,,
$,73314,17,17,0,1,518,,
$,73315,21,17,0,1,518,,
$,73316,17,18,0,1,518,,
$,73317,12,17,0,1,518,,
$,73318,16,16,0,1,518,,
$,73319,22,17,0,1,518,,
$,73320,17,19,0,1,518,,
$,73321,13,17,0,1,518,,
$,73322,17,16,0,1,518,,
$,73323,20,17,0,1,518,,
$,73324,16,20,0,1,518,,
$,73325,15,18,0,1,518,,
$,73326,17,15,-1,0,517,,
$,73327,18,17,0,0,517,,
$,73328,16,21,0,0,517,,
$,73329,17,18,0,0,517,,
$,73330,17,15,0,0,517,,
$,73331,18,18,0,0,517,,
$,73332,17,21,0,0,517,,
$,73333,17,18,0,0,517,,
$,73334,17,14,0,0,517,,
$,73335,17,17,0,0,517,,
$,73336,17,22,0,0,517,,
$,73337,18,18,0,0,517,,
$,73338,17,13,0,0,517,,
$,73339,16,17,0,0,517,,
$,73340,17,22,0,0,517,,
$,73341,18,17,0,0,517,,
$,73342,17,13,0,0,517,,
$,73343,16,17,0,0,517,,
$,73344,17,22,0,0,517,,
$,73345,18,17,0,0,517,,
$,73346,17,13,0,0,517,,
$,73347,15,17,0,0,517,,
$,73348,16,21,0,0,517,,
$,73349,19,17,0,0,517,,
$,73350,17,15,0,0,517,,
$,73351,15,18,1,1,518,,
$,73352,17,19,0,1,518,,
$,73353,20,17,0,1,518,,
$,73354,17,17,0,1,518,,
$,73355,14,18,0,1,518,,
$,73356,17,18,0,1,518,,
$,73357,20,17,0,1,518,,
$,73358,17,17,0,1,518,,
$,73359,13,17,0,1,518,,
$,73360,16,17,0,1,518,,
$,73361,22,17,0,1,518,,
$,73362,17,18,0,1,518,,
$,73363,13,17,0,1,518,,
$,73364,17,17,0,1,518,,
$,73365,22,17,0,1,518,,
$,73366,17,19,0,1,518,,
$,73367,13,18,0,1,518,,
$,73368,17,16,-1,0,517,,
$,73369,22,17,0,0,517,,
$,73370,17,19,0,0,517,,
$,73371,12,17,0,0,517,,
$,73372,17,15,0,0,517,,
$,73373,21,17,0,0,517,,
$,73374,16,19,0,0,517,,
$,73375,15,17,0,0,517,,
$,73376,18,15,0,0,517,,
$,73377,18,17,0,0,517,,
$,73378,16,19,0,0,517,,
$,73379,17,17,0,0,517,,
$,73380,17,14,0,0,517,,
$,73381,17,16,0,0,517,,
$,73382,17,22,0,0,517,,
$,73383,17,18,0,0,517,,
$,73384,17,14,0,0,517,,
$,73385,17,18,0,0,517,,
$,73386,17,21,0,0,517,,
$,73387,18,17,0,0,517,,
$,73388,17,14,0,0,517,,
$,73389,17,17,0,0,517,,
$,73390,17,22,0,0,517,,
$,73391,18,18,0,0,517,,
$,73392,17,13,0,0,517,,
$,73393,17,17,0,0,517,,
$,73394,17,22,0,0,517,,
$,73395,18,17,0,0,517,,
$,73396,17,13,0,0,517,,
$,73397,16,17,0,0,517,,
$,73398,17,21,0,0,517,,
$,73399,19,17,0,0,517,,
$,73400,17,14,0,0,517,,
$,73401,15,17,0,0,517,,
$,73402,17,19,0,0,517,,
$,73403,20,16,0,0,517,,
$,73404,17,17,0,0,517,,
$,73405,14,18,0,0,517,,
$,73406,17,17,0,0,517,,
$,73407,21,17,0,0,517,,
$,73408,17,18,0,0,517,,
$,73409,13,17,0,0,517,,
$,73410,17,17,0,0,517,,
$,73411,22,17,0,0,517,,
$,73412,17,18,0,0,517,,
$,73413,13,17,0,0,517,,
$,73414,17,17,0,0,517,,
$,73415,22,17,0,0,517,,
$,73416,17,18,0,0,517,,
$,73417,13,17,0,0,517,,
$,73418,17,17,0,0,517,,
$,73419,22,17,0,0,517,,
$,73420,17,19,0,0,517,,
$,73421,13,18,0,0,517,,
$,73422,17,16,-1,-1,516,,
$,73423,22,17,0,-1,516,,
$,73424,17,19,0,-1,516,,
$,73425,13,17,0,-1,516,,
$,73426,17,16,0,-1,516,,
$,73427,19,17,0,-1,516,,
$,73428,16,20,0,-1,516,,
$,73429,16,18,0,-1,516,,
$,73430,17,14,-1,-2,515,,
$,73431,17,17,0,-2,515,,
$,73432,16,20,0,-2,515,,
$,73433,17,17,0,-2,515,,
$,73434,17,15,0,-2,515,,
$,73435,17,17,0,-2,515,,
$,73436,17,21,0,-2,515,,
$,73437,18,18,0,-2,515,,
$,73438,17,14,0,-2,515,,
$,73439,17,17,0,-2,515,,
$,73440,17,22,0,-2,515,,
$,73441,18,18,0,-2,515,,
$,73442,17,13,0,-2,515,,
$,73443,16,17,0,-2,515,,
$,73444,17,22,0,-2,515,,
$,73445,18,17,0,-2,515,,
$,73446,17,13,0,-2,515,,
$,73447,16,17,0,-2,515,,
$,73448,17,22,0,-2,515,,
$,73449,18,17,0,-2,515,,
$,73450,17,14,0,-2,515,,
$,73451,15,18,1,-1,516,,
$,73452,16,20,0,-1,516,,
$,73453,19,17,0,-1,516,,
$,73454,17,16,0,-1,516,,
$,73455,15,18,1,0,517,,
$,73456,17,18,0,0,517,,
$,73457,21,17,0,0,517,,
$,73458,18,17,0,0,517,,
$,73459,15,17,0,0,517,,
$,73460,18,18,0,0,517,,
$,73461,21,17,0,0,517,,
$,73462,18,18,0,0,517,,
$,73463,13,18,0,0,517,,
$,73464,17,17,0,0,517,,
$,73465,22,17,0,0,517,,
$,73466,17,19,0,0,517,,
$,73467,12,18,0,0,517,,
$,73468,17,17,0,0,517,,
$,73469,22,18,0,0,517,,
$,73470,17,19,0,0,517,,
$,73471,12,18,0,0,517,,
$,73472,17,17,0,0,517,,
$,73473,22,18,0,0,517,,
$,73474,17,19,0,0,517,,
$,73475,13,18,0,0,517,,
$,73476,17,16,-1,-1,516,,
$,73477,20,17,0,-1,516,,
$,73478,16,19,0,-1,516,,
$,73479,14,17,0,-1,516,,
$,73480,17,15,0,-1,516,,
$,73481,18,17,0,-1,516,,
$,73482,16,20,0,-1,516,,
$,73483,17,17,0,-1,516,,
$,73484,17,15,0,-1,516,,
$,73485,17,17,0,-1,516,,
$,73486,17,21,0,-1,516,,
$,73487,17,18,0,-1,516,,
$,73488,17,15,0,-1,516,,
$,73489,17,18,0,-1,516,,
$,73490,17,22,0,-1,516,,
$,73491,18,18,0,-1,516,,
$,73492,17,13,0,-1,516,,
$,73493,17,17,0,-1,516,,
$,73494,17,23,0,-1,516,,
$,73495,19,18,0,-1,516,,
$,73496,18,13,0,-1,516,,
$,73497,16,18,1,0,517,,
$,73498,17,22,0,0,517,,
$,73499,19,17,0,0,517,,
$,73500,17,13,0,0,517,,
$,73501,15,17,0,0,517,,
$,73502,17,21,0,0,517,,
$,73503,19,17,0,0,517,,
$,73504,17,15,0,0,517,,
$,73505,15,18,1,1,518,,
$,73506,17,18,0,1,518,,
$,73507,20,16,0,1,518,,
$,73508,17,17,0,1,518,,
$,73509,14,17,0,1,518,,
$,73510,17,17,0,1,518,,
$,73511,21,17,0,1,518,,
$,73512,17,18,0,1,518,,
$,73513,13,17,0,1,518,,
$,73514,17,17,0,1,518,,
$,73515,22,17,0,1,518,,
$,73516,17,18,0,1,518,,
$,73517,13,17,0,1,518,,
$,73518,17,17,0,1,518,,
$,73519,22,17,0,1,518,,
$,73520,17,18,0,1,518,,
$,73521,13,17,0,1,518,,
$,73522,17,17,0,1,518,,
$,73523,22,17,0,1,518,,
$,73524,17,19,0,1,518,,
$,73525,13,18,0,1,518,,
$,73526,17,16,-1,0,517,,
$,73527,21,17,0,0,517,,
$,73528,17,19,0,0,517,,
$,73529,15,17,0,0,517,,
$,73530,18,15,0,0,517,,
$,73531,18,17,0,0,517,,
$,73532,16,20,0,0,517,,
$,73533,17,17,0,0,517,,
$,73534,17,14,0,0,517,,
$,73535,17,17,0,0,517,,
$,73536,17,21,0,0,517,,
$,73537,17,17,0,0,517,,
$,73538,17,14,0,0,517,,
$,73539,17,17,0,0,517,,
$,73540,17,21,0,0,517,,
$,73541,18,17,0,0,517,,
$,73542,17,13,0,0,517,,
$,73543,17,17,0,0,517,,
$,73544,17,22,0,0,517,,
$,73545,18,17,0,0,517,,
$,73546,17,14,0,0,517,,
$,73547,17,18,0,0,517,,
$,73548,17,22,0,0,517,,
$,73549,19,18,0,0,517,,
$,73550,18,13,0,0,517,,
$,73551,16,17,0,0,517,,
$,73552,17,22,0,0,517,,
$,73553,19,17,0,0,517,,
$,73554,17,14,0,0,517,,
$,73555,15,18,1,1,518,,
$,73556,17,19,0,1,518,,
$,73557,19,16,0,1,518,,
$,73558,17,17,0,1,518,,
$,73559,15,18,0,1,518,,
$,73560,17,17,0,1,518,,
$,73561,20,17,0,1,518,,
$,73562,17,17,0,1,518,,
$,73563,14,17,0,1,518,,
$,73564,17,17,0,1,518,,
$,73565,21,17,0,1,518,,
$,73566,17,18,0,1,518,,
$,73567,13,17,0,1,518,,
$,73568,17,17,0,1,518,,
$,73569,22,17,0,1,518,,
$,73570,17,18,0,1,518,,
$,73571,13,17,0,1,518,,
$,73572,17,17,0,1,518,,
$,73573,22,17,0,1,518,,
$,73574,17,19,0,1,518,,
$,73575,13,18,0,1,518,,
$,73576,17,16,-1,0,517,,
$,73577,22,17,0,0,517,,
$,73578,17,19,0,0,517,,
$,73579,14,17,0,0,517,,
$,73580,18,16,0,0,517,,
$,73581,20,17,0,0,517,,
$,73582,17,19,0,0,517,,
$,73583,16,17,0,0,517,,
$,73584,18,15,0,0,517,,
$,73585,17,17,0,0,517,,
$,73586,16,20,0,0,517,,
$,73587,17,17,0,0,517,,
$,73588,17,14,0,0,517,,
$,73589,17,17,0,0,517,,
$,73590,17,21,0,0,517,,
$,73591,17,17,0,0,517,,
$,73592,17,14,0,0,517,,
$,73593,16,17,0,0,517,,
$,73594,16,22,0,0,517,,
$,73595,18,18,0,0,517,,
$,73596,17,13,0,0,517,,
$,73597,16,17,0,0,517,,
$,73598,17,23,0,0,517,,
$,73599,19,18,0,0,517,,
$,73600,17,12,0,0,517,,
$,73601,16,17,0,0,517,,
$,73602,17,22,0,0,517,,
$,73603,19,17,0,0,517,,
$,73604,17,14,0,0,517,,
$,73605,16,18,1,1,518,,
$,73606,17,21,0,1,518,,
$,73607,19,17,0,1,518,,
$,73608,17,16,0,1,518,,
$,73609,14,18,1,2,519,,
$,73610,16,18,0,2,519,,
$,73611,20,17,0,2,519,,
$,73612,17,17,0,2,519,,
$,73613,13,17,0,2,519,,
$,73614,16,17,0,2,519,,
$,73615,22,17,0,2,519,,
$,73616,17,18,0,2,519,,
$,73617,13,17,0,2,519,,
$,73618,17,17,0,2,519,,
$,73619,22,17,0,2,519,,
$,73620,17,18,0,2,519,,
$,73621,13,17,0,2,519,,
$,73622,17,17,0,2,519,,
$,73623,22,17,0,2,519,,
$,73624,17,19,0,2,519,,
$,73625,13,18,0,2,519,,
$,73626,17,16,-1,1,518,,
$,73627,22,17,0,1,518,,
$,73628,17,19,0,1,518,,
$,73629,13,17,0,1,518,,
$,73630,17,16,0,1,518,,
$,73631,21,17,0,1,518,,
$,73632,17,19,0,1,518,,
$,73633,15,17,0,1,518,,
$,73634,18,14,0,1,518,,
$,73635,18,16,0,1,518,,
$,73636,16,20,0,1,518,,
$,73637,17,17,0,1,518,,
$,73638,17,14,0,1,518,,
$,73639,17,17,0,1,518,,
$,73640,17,22,0,1,518,,
$,73641,17,18,0,1,518,,
$,73642,17,14,0,1,518,,
$,73643,17,18,0,1,518,,
$,73644,17,22,0,1,518,,
$,73645,18,18,0,1,518,,
$,73646,17,13,0,1,518,,
$,73647,17,17,0,1,518,,
$,73648,17,22,0,1,518,,
$,73649,18,17,0,1,518,,
$,73650,17,14,0,1,518,,
$,73651,17,18,0,1,518,,
$,73652,17,23,0,1,518,,
$,73653,19,18,0,1,518,,
$,73654,18,14,0,1,518,,
$,73655,16,18,1,2,519,,
$,73656,17,21,0,2,519,,
$,73657,19,17,0,2,519,,
$,73658,17,16,0,2,519,,
$,73659,15,18,1,3,520,,
$,73660,17,19,0,3,520,,
$,73661,21,17,0,3,520,,
$,73662,18,18,0,3,520,,
$,73663,15,18,0,3,520,,
$,73664,18,17,0,3,520,,
$,73665,20,17,0,3,520,,
$,73666,17,18,0,3,520,,
$,73667,13,17,0,3,520,,
