Time[s], Channel 0
0, 1
0.002521, 0
0.0385427916666667, 1
0.0416689583333333, 0
0.04469325, 1
0.0477995416666667, 0
0.06782675, 1
0.0709539166666667, 0
0.107972333333333, 1
0.111093583333333, 0
0.115122333333333, 1
0.118247583333333, 0
0.139274083333333, 1
0.142397125, 0
0.181426291666667, 1
0.184551333333333, 0
0.190575041666667, 1
0.193701583333333, 0
0.216728791666667, 1
0.219854208333333, 0
0.2598745, 1
0.263002041666667, 0
0.270027666666667, 1
0.273151166666667, 0
0.297170833333333, 1
0.300294083333333, 0
0.341321, 1
0.3444455, 0
0.352469958333333, 1
0.355594, 0
0.380615833333333, 1
0.383739708333333, 0
0.42576075, 1
0.428885583333333, 0
0.438914041666667, 1
0.442039208333333, 0
0.4690605, 1
0.472185916666667, 0
0.516206375, 1
0.519331291666667, 0
0.530358791666667, 1
0.533485541666667, 0
0.561506583333333, 1
0.564629458333333, 0
0.609655875, 1
0.612780333333333, 0
0.624808208333333, 1
0.627932333333333, 0
0.656954833333333, 1
0.660076833333333, 0
0.706099208333333, 1
0.709221125, 0
0.722247875, 1
0.725370541666667, 0
0.756396625, 1
0.759523125, 0
0.807548958333333, 1
0.810674125, 0
0.825696875, 1
0.828806791666667, 0
0.860834541666667, 1
0.863957708333333, 0
0.912985291666667, 1
0.91611025, 0
0.932136541666667, 1
0.935261375, 0
0.968282375, 1
0.971405041666667, 0
1.021434125, 1
1.02455995833333, 0
1.04158679166667, 1
1.04471270833333, 0
1.07873979166667, 1
1.08186258333333, 0
1.08292775, 1
1.08605283333333, 0
1.09607745833333, 1
1.09920033333333, 0
1.12622483333333, 1
1.129348625, 0
1.173374875, 1
1.17649870833333, 0
1.187524125, 1
1.19064783333333, 0
1.21867683333333, 1
1.22180120833333, 0
1.267825125, 1
1.2709405, 0
1.28396845833333, 1
1.28709395833333, 0
1.31711479166667, 1
1.32024041666667, 0
1.36725970833333, 1
1.37038454166667, 0
1.384410625, 1
1.38753304166667, 0
1.41855395833333, 1
1.42167975, 0
1.469700375, 1
1.472824375, 0
1.48784541666667, 1
1.49097020833333, 0
1.52299120833333, 1
1.52611341666667, 0
1.575142, 1
1.57826279166667, 0
1.594292875, 1
1.597419125, 0
1.631443625, 1
1.63456841666667, 0
1.63542045833333, 1
1.6385435, 0
1.64756079166667, 1
1.65068725, 0
1.67670633333333, 1
1.67982270833333, 0
1.722850125, 1
1.72597475, 0
1.73699379166667, 1
1.740119125, 0
1.768141375, 1
1.77126783333333, 0
1.81629708333333, 1
1.81942095833333, 0
1.83144075, 1
1.834566625, 0
1.86359254166667, 1
1.86671854166667, 0
1.912744, 1
1.91586625, 0
1.9288865, 1
1.93201075, 0
1.962037875, 1
1.96516391666667, 0
2.01218570833333, 1
2.01531091666667, 0
2.029334375, 1
2.032459625, 0
2.06448645833333, 1
2.06760783333333, 0
2.11663345833333, 1
2.11975483333333, 0
2.13577358333333, 1
2.13889704166667, 0
2.17191883333333, 1
2.17504254166667, 0
2.22507133333333, 1
2.22819395833333, 0
2.24522291666667, 1
2.24834554166667, 0
2.282366, 1
2.28549079166667, 0
2.2863445, 1
2.28947008333333, 0
2.29949708333333, 1
2.302622625, 0
2.32964220833333, 1
2.33276704166667, 0
2.376786875, 1
2.37991129166667, 0
2.39093245833333, 1
2.39405783333333, 0
2.42207704166667, 1
