Time[s], Channel 0
0, 0
0.00060075, 1
0.000861583333333333, 0
0.00193191666666667, 1
0.00219366666666667, 0
0.00621908333333333, 1
0.00648304166666667, 0
0.00951420833333333, 1
0.00977454166666667, 0
0.012805875, 1
0.0130672916666667, 0
0.0160990416666667, 1
0.016363125, 0
0.0203958333333333, 1
0.0206575, 0
0.0246867916666667, 1
0.02494875, 0
0.0258040833333333, 1
0.0260675, 0
0.0300869583333333, 1
0.030347875, 0
0.0312067083333333, 1
0.0314680833333333, 0
0.0354891666666667, 1
0.0357520416666667, 0
0.038786, 1
0.0390474583333333, 0
0.0420862916666667, 1
0.0423472916666667, 0
0.0453822916666667, 1
0.0456460833333333, 0
0.04868625, 1
0.0489465833333333, 0
0.05298275, 1
0.0532450416666667, 0
0.05410075, 1
0.0543651666666667, 0
0.0573886666666667, 1
0.0576507083333333, 0
0.058507125, 1
0.05876925, 0
0.0627951666666667, 1
0.0630590833333333, 0
0.066091875, 1
0.0663528333333333, 0
0.0693875833333333, 1
0.069649625, 0
0.0726871666666667, 1
0.072950625, 0
0.0759864583333333, 1
0.0762471666666667, 0
0.0802729583333333, 1
0.0805347083333333, 0
0.0813907083333333, 1
0.0816545833333333, 0
0.0846664583333333, 1
0.084927875, 0
0.0857805833333333, 1
0.0860422083333333, 0
0.0900699583333333, 1
0.090333, 0
0.091401125, 1
0.091662, 0
0.095687, 1
0.0959484166666667, 0
0.0989805, 1
0.0992443333333333, 0
0.102284041666667, 1
0.102545708333333, 0
0.105575333333333, 1
0.105836833333333, 0
0.109872333333333, 1
0.110135708333333, 0
0.110990916666667, 1
0.1112535, 0
0.114273458333333, 1
0.114535625, 0
0.115390208333333, 1
0.11565375, 0
0.119676291666667, 1
0.119938041666667, 0
0.121010083333333, 1
0.121271541666667, 0
0.125296291666667, 1
0.125559958333333, 0
0.12859175, 1
0.128852083333333, 0
0.131878458333333, 1
0.132139625, 0
0.135174166666667, 1
0.135437958333333, 0
0.138474791666667, 1
0.138735541666667, 0
0.1427695, 1
0.143031041666667, 0
0.143889916666667, 1
0.144154458333333, 0
0.147175, 1
0.147436833333333, 0
0.148293416666667, 1
0.148554375, 0
0.152577416666667, 1
0.152840416666667, 0
0.155878708333333, 1
0.156140416666667, 0
0.159172291666667, 1
0.159434208333333, 0
0.162466208333333, 1
0.1627305, 0
0.165767, 1
0.166028541666667, 0
0.170060583333333, 1
0.170321833333333, 0
0.171176333333333, 1
0.171440208333333, 0
0.174468708333333, 1
0.174729625, 0
0.175582458333333, 1
0.1758445, 0
0.179865125, 1
0.180128458333333, 0
0.183166708333333, 1
0.183428416666667, 0
0.186463083333333, 1
0.18672525, 0
0.1897585, 1
0.190023, 0
0.193044166666667, 1
0.193305791666667, 0
