Time[s], Channel 0
0, 0
0.008399, 1
0.00909383333333333, 0
0.0111927916666667, 1
0.0118839166666667, 0
0.0601498333333333, 1
0.0608408333333333, 0
0.0701242083333333, 1
0.07081475, 0
0.0881002916666667, 1
0.0887900833333333, 0
0.115073125, 1
0.115764041666667, 0
0.151040958333333, 1
0.151731333333333, 0
0.1950155, 1
0.19570575, 0
0.197778333333333, 1
0.198471208333333, 0
0.247744208333333, 1
0.24843425, 0
0.258715916666667, 1
0.259406125, 0
0.278683708333333, 1
0.279374583333333, 0
0.306650416666667, 1
0.307340583333333, 0
0.343616458333333, 1
0.344308125, 0
0.388584458333333, 1
0.389274958333333, 0
0.393558583333333, 1
0.394250166666667, 0
0.405536125, 1
0.406226916666667, 0
0.426501, 1
0.427191958333333, 0
0.455603166666667, 1
0.456295333333333, 0
0.493574, 1
0.494266333333333, 0
0.540547, 1
0.541237916666667, 0
0.545519708333333, 1
0.546212, 0
0.559483208333333, 1
0.560173833333333, 0
0.5814465, 1
0.582138666666667, 0
0.612420708333333, 1
0.613111916666667, 0
0.651397125, 1
0.652089958333333, 0
0.699373458333333, 1
0.700065041666667, 0
0.70634825, 1
0.707042875, 0
0.721326708333333, 1
0.722019708333333, 0
0.745298166666667, 1
0.745987708333333, 0
0.777271875, 1
0.77796325, 0
0.818242458333333, 1
0.818935833333333, 0
0.867222375, 1
0.867913625, 0
0.875198958333333, 1
0.875891791666667, 0
0.891175458333333, 1
0.891867666666667, 0
0.916155958333333, 1
0.916848083333333, 0
0.949124666666667, 1
0.949816333333333, 0
0.991096583333333, 1
0.9917895, 0
0.993886, 1
0.994575916666667, 0
1.04183820833333, 1
1.04253079166667, 0
1.05081445833333, 1
1.05150608333333, 0
1.068789375, 1
1.06948466666667, 0
1.09476516666667, 1
1.09545545833333, 0
1.12973766666667, 1
1.13043066666667, 0
1.17270979166667, 1
1.17340091666667, 0
1.1754965, 1
1.17619058333333, 0
1.224457, 1
1.22514920833333, 0
1.23443116666667, 1
1.23512504166667, 0
1.253411125, 1
1.25410254166667, 0
1.28137516666667, 1
1.28206654166667, 0
1.3173515, 1
1.318041875, 0
1.362316125, 1
1.36300941666667, 0
1.36507658333333, 1
1.36576891666667, 0
1.41503241666667, 1
1.41572529166667, 0
1.427001125, 1
1.42769291666667, 0
1.446973, 1
1.447665125, 0
1.475951125, 1
1.47664208333333, 0
1.51291983333333, 1
1.51361270833333, 0
1.55889833333333, 1
1.55958845833333, 0
1.5638725, 1
1.56456679166667, 0
1.57684995833333, 1
1.577539625, 0
1.598815875, 1
1.59950554166667, 0
1.62878229166667, 1
1.629472, 0
1.66775141666667, 1
1.66844345833333, 0
1.71472091666667, 1
1.71541245833333, 0
1.72069375, 1
1.721389, 0
1.73467508333333, 1
1.73536708333333, 0
1.75765008333333, 1
1.758343625, 0
1.788621, 1
1.78931241666667, 0
1.82859533333333, 1
1.829288375, 0
1.87657383333333, 1
1.87726429166667, 0
1.88354695833333, 1
1.88424020833333, 0
1.899529125, 1
1.90022033333333, 0
1.923502375, 1
1.924196, 0
1.95648383333333, 1
1.957175, 0
1.99746191666667, 1
1.99815470833333, 0
2.04743325, 1
2.04812416666667, 0
