Time[s], Channel 0
0, 0
0.0225680833333333, 1
0.0232646666666667, 0
0.0725363333333333, 1
0.07323425, 0
0.122504875, 1
0.123201333333333, 0
0.172475791666667, 1
0.173172541666667, 0
0.222447833333333, 1
0.223145083333333, 0
0.272416916666667, 1
0.273114666666667, 0
0.322386791666667, 1
0.323083458333333, 0
0.372358, 1
0.37305575, 0
0.422330333333333, 1
0.4230265, 0
0.472299541666667, 1
0.4729955, 0
0.522270875, 1
0.522967541666667, 0
0.57223925, 1
0.572935541666667, 0
0.622208583333333, 1
0.622906541666667, 0
0.672181, 1
0.672877708333333, 0
0.723152916666667, 1
0.723852208333333, 0
0.773126083333333, 1
0.773823083333333, 0
0.8230965, 1
0.823791, 0
0.873064, 1
0.873759791666667, 0
0.923036375, 1
0.923732916666667, 0
0.973005291666667, 1
0.973700916666667, 0
1.022977125, 1
1.02367466666667, 0
1.07294420833333, 1
1.073642875, 0
1.12291825, 1
1.12361466666667, 0
1.17288833333333, 1
1.173585625, 0
1.22285779166667, 1
1.22355183333333, 0
1.27282575, 1
1.27352195833333, 0
1.32279345833333, 1
1.32348883333333, 0
1.37276083333333, 1
1.37345683333333, 0
1.42273316666667, 1
1.42343108333333, 0
1.4727035, 1
1.47340145833333, 0
1.522672375, 1
1.52336833333333, 0
1.57264241666667, 1
1.573338875, 0
1.62261408333333, 1
1.62330954166667, 0
1.67258433333333, 1
1.673280625, 0
1.72255591666667, 1
1.72325245833333, 0
1.772525875, 1
1.77322225, 0
1.822497875, 1
1.82319125, 0
1.87246395833333, 1
1.87316041666667, 0
1.92243420833333, 1
1.92312845833333, 0
1.97240320833333, 1
1.97310070833333, 0
2.02237658333333, 1
2.02307241666667, 0
2.07234570833333, 1
2.07304208333333, 0
2.122313875, 1
2.123009, 0
2.17227704166667, 1
2.17297466666667, 0
2.22225358333333, 1
2.22295204166667, 0
2.27223175, 1
2.27292879166667, 0
2.32320454166667, 1
2.32390016666667, 0
2.373171125, 1
2.37386775, 0
2.42314020833333, 1
2.42383733333333, 0
2.47311516666667, 1
2.47380970833333, 0
2.52308154166667, 1
2.52377754166667, 0
2.57305675, 1
2.57375254166667, 0
2.623025875, 1
2.62372183333333, 0
2.67299120833333, 1
2.673688, 0
2.72295941666667, 1
2.723657, 0
2.77292733333333, 1
2.7736245, 0
2.82289608333333, 1
2.823592875, 0
2.87286625, 1
2.87356354166667, 0
2.92283320833333, 1
2.92353033333333, 0
2.97280329166667, 1
2.973499, 0
3.02277429166667, 1
3.023467875, 0
3.07274070833333, 1
3.07343845833333, 0
3.12271308333333, 1
3.12340841666667, 0
3.17267975, 1
3.17337791666667, 0
3.222654, 1
3.22334875, 0
3.27262233333333, 1
3.27331958333333, 0
3.32259533333333, 1
3.32329216666667, 0
3.37256341666667, 1
3.37326183333333, 0
3.42253408333333, 1
3.423229875, 0
3.47249970833333, 1
3.47319808333333, 0
3.52247633333333, 1
3.52317375, 0
3.5724475, 1
3.57314391666667, 0
3.62241575, 1
3.62311133333333, 0
3.672380875, 1
3.673077, 0
3.72235279166667, 1
3.72305016666667, 0
3.77231975, 1
3.77301475, 0
3.82228858333333, 1
3.82298529166667, 0
3.873261125, 1
3.873956375, 0
3.92322775, 1
3.92392354166667, 0
3.97319620833333, 1
3.97389204166667, 0
4.02316225, 1
4.02385958333333, 0
4.07313258333333, 1
4.07382879166667, 0
4.12309979166667, 1
4.123798125, 0
4.17307075, 1
4.17376825, 0
4.22304241666667, 1
4.22373879166667, 0
4.27301229166667, 1
4.27370845833333, 0
4.32297808333333, 1
4.32367266666667, 0
4.3729465, 1
4.37364358333333, 0
4.42291445833333, 1
4.42361066666667, 0
4.472883625, 1
4.473579375, 0
4.52285370833333, 1
4.52355154166667, 0
4.57282658333333, 1
4.573523, 0
4.62279558333333, 1
