Time[s], Channel 0,Interval,Over Limit
164.508795,1,99.68,
164.50883,0,,
164.60846,1,99.665,
164.6085,0,,
164.70813,1,99.67,
164.708165,0,,
164.807785,1,99.655,
164.80782,0,,
164.907455,1,99.67,
164.90749,0,,
165.00714,1,99.685,
165.007175,0,,
165.10682,1,99.68,
165.106855,0,,
165.206505,1,99.685,
165.20654,0,,
165.306185,1,99.68,
165.30622,0,,
165.405845,1,99.66,
165.40588,0,,
165.50551,1,99.665,
165.505545,0,,
165.6052,1,99.69,
165.605235,0,,
165.70488,1,99.68,
165.704915,0,,
165.80454,1,99.66,
165.804575,0,,
165.904195,1,99.655,
165.904235,0,,
166.00387,1,99.675,
166.003905,0,,
166.103555,1,99.685,
166.103595,0,,
166.20322,1,99.665,
166.203255,0,,
166.302795,1,99.575,
166.30283,0,,
166.402475,1,99.68,
166.40251,0,,
166.502155,1,99.68,
166.50219,0,,
166.60182,1,99.665,
166.60186,0,,
166.701485,1,99.665,
166.70152,0,,
166.801155,1,99.67,
166.80119,0,,
166.900845,1,99.69,
166.900885,0,,
167.00053,1,99.685,
167.000565,0,,
167.10022,1,99.69,
167.100255,0,,
167.1999,1,99.68,
167.199935,0,,
167.299565,1,99.665,
167.2996,0,,
167.39923,1,99.665,
167.399265,0,,
167.49891,1,99.68,
167.498945,0,,
167.598575,1,99.665,
167.59861,0,,
167.69824,1,99.665,
167.698275,0,,
167.7979,1,99.66,
167.79794,0,,
167.897575,1,99.675,
167.89761,0,,
167.997255,1,99.68,
167.99729,0,,
168.09692,1,99.665,
168.09696,0,,
168.1965,1,99.58,
168.196535,0,,
168.296175,1,99.675,
168.296215,0,,
168.39584,1,99.665,
168.395875,0,,
168.49553,1,99.69,
168.495565,0,,
168.59521,1,99.68,
168.595245,0,,
168.69487,1,99.66,
168.694905,0,,
168.794545,1,99.675,
168.794585,0,,
168.89421,1,99.665,
168.89425,0,,
168.99388,1,99.67,
168.99392,0,,
169.09355,1,99.67,
169.093585,0,,
169.19324,1,99.69,
169.193275,0,,
169.29294,1,99.7,
169.292975,0,,
169.39261,1,99.67,
169.392645,0,,
169.492275,1,99.665,
169.49231,0,,
169.591965,1,99.69,
169.592,0,,
169.69167,1,99.705,
169.691705,0,,
169.791335,1,99.665,
169.79137,0,,
169.891,1,99.665,
169.891035,0,,
169.99069,1,99.69,
169.99073,0,,
170.09029,1,99.6,
170.090325,0,,
170.189965,1,99.675,
170.19,0,,
170.28963,1,99.665,
170.289665,0,,
170.38932,1,99.69,
170.38936,0,,
170.489,1,99.68,
170.489035,0,,
170.588665,1,99.665,
170.5887,0,,
170.688325,1,99.66,
170.68836,0,,
170.787995,1,99.67,
170.78803,0,,
170.887665,1,99.67,
170.8877,0,,
170.98733,1,99.665,
170.987365,0,,
171.08701,1,99.68,
171.087045,0,,
171.186675,1,99.665,
171.18671,0,,
171.28637,1,99.695,
171.286405,0,,
171.38603,1,99.66,
171.38607,0,,
171.485715,1,99.685,
171.48575,0,,
171.585405,1,99.69,
171.58544,0,,
171.685065,1,99.66,
171.6851,0,,
171.78473,1,99.665,
171.784765,0,,
171.884415,1,99.685,
171.884455,0,,
171.98405,1,99.635,
171.984085,0,,
172.08372,1,99.67,
172.083755,0,,
172.183385,1,99.665,
172.18342,0,,
172.28307,1,99.685,
172.283105,0,,
172.382745,1,99.675,
172.382785,0,,
172.48241,1,99.665,
172.48245,0,,
172.58208,1,99.67,
172.58212,0,,
172.681745,1,99.665,
172.68178,0,,
172.781405,1,99.66,
172.78144,0,,
172.88107,1,99.665,
172.881105,0,,
172.98074,1,99.67,
172.980775,0,,
173.080395,1,99.655,
173.08043,0,,
173.180055,1,99.66,
173.18009,0,,
173.279745,1,99.69,
173.27978,0,,
173.379425,1,99.68,
173.379465,0,,
173.479115,1,99.69,
173.47915,0,,
173.578775,1,99.66,
173.578815,0,,
173.678445,1,99.67,
173.67848,0,,
173.778115,1,99.67,
173.77815,0,,
173.877745,1,99.63,
173.87778,0,,
173.97741,1,99.665,
173.977445,0,,
174.077075,1,99.665,
174.07711,0,,
174.17676,1,99.685,
174.176795,0,,
174.276435,1,99.675,
174.27647,0,,
174.376095,1,99.66,
174.37613,0,,
174.475765,1,99.67,
174.4758,0,,
174.575425,1,99.66,
174.575465,0,,
174.675095,1,99.67,
174.67513,0,,
174.774765,1,99.67,
174.7748,0,,
174.874445,1,99.68,
174.874485,0,,
174.974105,1,99.66,
174.974145,0,,
175.073795,1,99.69,
175.07383,0,,
175.17345,1,99.655,
175.17349,0,,
175.273125,1,99.675,
175.27316,0,,
175.372805,1,99.68,
175.37284,0,,
175.472465,1,99.66,
175.472505,0,,
175.57213,1,99.665,
175.572165,0,,
175.671815,1,99.685,
175.67185,0,,
175.771445,1,99.63,
175.771485,0,,
175.87111,1,99.665,
175.871145,0,,
175.970765,1,99.655,
175.970805,0,,
176.07045,1,99.685,
176.070485,0,,
176.17012,1,99.67,
176.17016,0,,
176.26979,1,99.67,
176.269825,0,,
176.369455,1,99.665,
176.369495,0,,
176.469125,1,99.67,
176.469165,0,,
176.5688,1,99.675,
176.568835,0,,
176.668465,1,99.665,
176.668505,0,,
176.76814,1,99.675,
176.768175,0,,
176.867795,1,99.655,
176.86783,0,,
176.967485,1,99.69,
176.967525,0,,
177.06715,1,99.665,
177.06719,0,,
177.166825,1,99.675,
177.16686,0,,
177.26649,1,99.665,
177.266525,0,,
177.36617,1,99.68,
177.36621,0,,
177.465855,1,99.685,
177.46589,0,,
177.565525,1,99.67,
177.56556,0,,
177.66519,1,99.665,
177.665225,0,,
177.76488,1,99.69,
177.764915,0,,
177.864565,1,99.685,
177.8646,0,,
177.964235,1,99.67,
177.964275,0,,
178.0639,1,99.665,
178.063935,0,,
178.163565,1,99.665,
178.1636,0,,
178.263255,1,99.69,
178.263295,0,,
178.36294,1,99.685,
178.362975,0,,
178.462625,1,99.685,
178.462665,0,,
178.5623,1,99.675,
178.56234,0,,
178.661965,1,99.665,
178.662,0,,
178.76163,1,99.665,
178.76167,0,,
178.8613,1,99.67,
178.86134,0,,
178.96097,1,99.67,
178.96101,0,,
179.060635,1,99.665,
179.06067,0,,
179.1603,1,99.665,
179.160335,0,,
179.25997,1,99.67,
179.260005,0,,
179.35964,1,99.67,
179.35968,0,,
179.4593,1,99.66,
179.459335,0,,
179.558905,1,99.605,
179.55894,0,,
179.658585,1,99.68,
179.65862,0,,
179.758255,1,99.67,
179.75829,0,,
179.857925,1,99.67,
179.85796,0,,
179.957585,1,99.66,
179.95762,0,,
180.057255,1,99.67,
180.05729,0,,
180.15694,1,99.685,
180.156975,0,,
180.256615,1,99.675,
180.256655,0,,
180.356295,1,99.68,
180.35633,0,,
180.45597,1,99.675,
180.456005,0,,
180.555625,1,99.655,
180.55566,0,,
180.655285,1,99.66,
180.65532,0,,
180.75496,1,99.675,
180.755,0,,
180.85463,1,99.67,
180.854665,0,,
180.95429,1,99.66,
180.954325,0,,
181.053985,1,99.695,
181.054025,0,,
181.153665,1,99.68,
181.1537,0,,
181.25334,1,99.675,
181.253375,0,,
181.352995,1,99.655,
181.35303,0,,
181.45257,1,99.575,
181.452605,0,,
181.552225,1,99.655,
181.55226,0,,
181.651895,1,99.67,
181.65193,0,,
181.751575,1,99.68,
181.751615,0,,
181.851255,1,99.68,
181.851295,0,,
181.95092,1,99.665,
181.95096,0,,
182.05059,1,99.67,
182.050625,0,,
182.150275,1,99.685,
182.15031,0,,
182.249935,1,99.66,
182.24997,0,,
182.349615,1,99.68,
182.34965,0,,
182.44928,1,99.665,
182.44932,0,,
182.54896,1,99.68,
182.548995,0,,
182.648645,1,99.685,
182.64868,0,,
182.74832,1,99.675,
182.748355,0,,
182.84799,1,99.67,
182.848025,0,,
182.94766,1,99.67,
182.947695,0,,
183.04732,1,99.66,
183.04736,0,,
183.146995,1,99.675,
183.147035,0,,
183.24667,1,99.675,
183.24671,0,,
183.34629,1,99.62,
183.34633,0,,
183.445965,1,99.675,
183.446,0,,
183.545645,1,99.68,
183.54568,0,,
183.645325,1,99.68,
183.64536,0,,
183.744985,1,99.66,
183.74502,0,,
183.844645,1,99.66,
183.84468,0,,
183.944315,1,99.67,
183.94435,0,,
184.043975,1,99.66,
184.04401,0,,
184.14364,1,99.665,
184.143675,0,,
184.24333,1,99.69,
184.243365,0,,
184.343005,1,99.675,
184.34304,0,,
184.442695,1,99.69,
184.44273,0,,
184.542365,1,99.67,
184.5424,0,,
184.64205,1,99.685,
184.642085,0,,
184.741735,1,99.685,
184.74177,0,,
184.841405,1,99.67,
184.84144,0,,
184.941075,1,99.67,
184.94111,0,,
185.04077,1,99.695,
185.040805,0,,
185.14046,1,99.69,
185.140495,0,,
185.240085,1,99.625,
185.240125,0,,
185.33978,1,99.695,
185.339815,0,,
185.439465,1,99.685,
185.4395,0,,
185.53916,1,99.695,
185.5392,0,,
185.638835,1,99.675,
185.63887,0,,
185.73852,1,99.685,
185.738555,0,,
185.8382,1,99.68,
185.838235,0,,
185.93791,1,99.71,
185.937945,0,,
186.037575,1,99.665,
186.037615,0,,
186.137245,1,99.67,
186.13728,0,,
186.23693,1,99.685,
186.236965,0,,
186.336595,1,99.665,
186.33663,0,,
186.436275,1,99.68,
186.43631,0,,
186.53596,1,99.685,
186.535995,0,,
186.63561,1,99.65,
186.635645,0,,
186.735265,1,99.655,
186.735305,0,,
186.83494,1,99.675,
186.834975,0,,
186.934625,1,99.685,
186.93466,0,,
187.034275,1,99.65,
187.034315,0,,
187.13394,1,99.665,
187.133975,0,,
187.23361,1,99.67,
187.233645,0,,
187.333275,1,99.665,
187.33331,0,,
187.432965,1,99.69,
187.433005,0,,
187.53265,1,99.685,
187.532685,0,,
187.63232,1,99.67,
187.632355,0,,
187.732015,1,99.695,
187.73205,0,,
187.83168,1,99.665,
187.83172,0,,
187.93135,1,99.67,
187.931385,0,,
188.031015,1,99.665,
188.03105,0,,
188.130715,1,99.7,
188.13075,0,,
188.23039,1,99.675,
188.230425,0,,
188.330075,1,99.685,
188.33011,0,,
188.42978,1,99.705,
188.429815,0,,
188.52947,1,99.69,
188.529505,0,,
188.62915,1,99.68,
188.62919,0,,
188.728835,1,99.685,
188.728875,0,,
188.828535,1,99.7,
188.82857,0,,
188.928205,1,99.67,
188.92824,0,,
189.027875,1,99.67,
189.02791,0,,
189.127545,1,99.67,
189.12758,0,,
189.227205,1,99.66,
189.22724,0,,
189.32689,1,99.685,
189.326925,0,,
189.42657,1,99.68,
189.426605,0,,
189.526245,1,99.675,
189.52628,0,,
189.625935,1,99.69,
189.62597,0,,
189.7256,1,99.665,
189.725635,0,,
189.82526,1,99.66,
189.8253,0,,
189.924925,1,99.665,
189.92496,0,,
190.02462,1,99.695,
190.024655,0,,
190.124305,1,99.685,
190.12434,0,,
190.223985,1,99.68,
190.22402,0,,
190.323645,1,99.66,
190.32368,0,,
190.423325,1,99.68,
190.423365,0,,
190.523,1,99.675,
190.523035,0,,
190.62268,1,99.68,
190.622715,0,,
190.722375,1,99.695,
190.72241,0,,
190.82204,1,99.665,
190.82208,0,,
190.921715,1,99.675,
190.921755,0,,
191.0214,1,99.685,
191.021435,0,,
191.12107,1,99.67,
191.121105,0,,
191.22076,1,99.69,
191.2208,0,,
191.32045,1,99.69,
191.320485,0,,
191.420125,1,99.675,
191.42016,0,,
191.519815,1,99.69,
191.519855,0,,
191.61949,1,99.675,
191.619525,0,,
191.71915,1,99.66,
191.71919,0,,
191.81881,1,99.66,
191.81885,0,,
191.9185,1,99.69,
191.918535,0,,
192.01817,1,99.67,
192.018205,0,,
192.117845,1,99.675,
192.11788,0,,
192.217515,1,99.67,
192.21755,0,,
192.317145,1,99.63,
192.31718,0,,
192.41681,1,99.665,
192.416845,0,,
192.51649,1,99.68,
192.516525,0,,
192.61618,1,99.69,
192.616215,0,,
192.71584,1,99.66,
192.715875,0,,
192.81551,1,99.67,
192.81555,0,,
192.91519,1,99.68,
192.915225,0,,
193.014855,1,99.665,
193.01489,0,,
193.114545,1,99.69,
193.114585,0,,
193.21423,1,99.685,
193.214265,0,,
193.31391,1,99.68,
193.313945,0,,
193.4136,1,99.69,
193.413635,0,,
193.51327,1,99.67,
193.513305,0,,
193.61296,1,99.69,
193.612995,0,,
193.71263,1,99.67,
193.712665,0,,
193.81232,1,99.69,
193.812355,0,,
193.911995,1,99.675,
193.91203,0,,
194.01168,1,99.685,
194.011715,0,,
194.11135,1,99.67,
194.111385,0,,
194.211035,1,99.685,
194.211075,0,,
194.310705,1,99.67,
194.31074,0,,
194.410385,1,99.68,
194.410425,0,,
194.510075,1,99.69,
194.510115,0,,
194.60974,1,99.665,
194.609775,0,,
194.709405,1,99.665,
194.709445,0,,
194.809085,1,99.68,
194.80912,0,,
194.90875,1,99.665,
194.908785,0,,
195.00844,1,99.69,
195.008475,0,,
195.108115,1,99.675,
195.10815,0,,
195.20779,1,99.675,
195.20783,0,,
195.30748,1,99.69,
195.307515,0,,
195.407145,1,99.665,
195.40718,0,,
195.50683,1,99.685,
195.506865,0,,
195.606495,1,99.665,
195.60653,0,,
195.706185,1,99.69,
195.70622,0,,
195.805865,1,99.68,
195.8059,0,,
195.90554,1,99.675,
195.905575,0,,
196.0052,1,99.66,
196.00524,0,,
196.10488,1,99.68,
196.104915,0,,
196.204555,1,99.675,
196.20459,0,,
196.304235,1,99.68,
196.304275,0,,
196.403935,1,99.7,
196.40397,0,,
196.50361,1,99.675,
196.503645,0,,
196.603285,1,99.675,
196.60332,0,,
196.702965,1,99.68,
196.703,0,,
196.80263,1,99.665,
196.802665,0,,
196.90232,1,99.69,
196.902355,0,,
197.002,1,99.68,
197.00204,0,,
197.10169,1,99.69,
197.101725,0,,
197.20138,1,99.69,
197.201415,0,,
197.301055,1,99.675,
197.30109,0,,
197.40074,1,99.685,
197.40078,0,,
197.500415,1,99.675,
197.50045,0,,
197.600105,1,99.69,
197.60014,0,,
197.699785,1,99.68,
197.69982,0,,
197.79946,1,99.675,
197.799495,0,,
197.899115,1,99.655,
197.899155,0,,
197.998785,1,99.67,
197.99882,0,,
198.09845,1,99.665,
198.09849,0,,
198.198135,1,99.685,
198.19817,0,,
198.2978,1,99.665,
198.297835,0,,
198.397465,1,99.665,
198.3975,0,,
198.49713,1,99.665,
198.497165,0,,
198.596805,1,99.675,
198.59684,0,,
198.69647,1,99.665,
198.696505,0,,
198.79616,1,99.69,
198.796195,0,,
198.895835,1,99.675,
198.89587,0,,
198.99552,1,99.685,
198.995555,0,,
199.095195,1,99.675,
199.09523,0,,
199.19487,1,99.675,
199.194905,0,,
199.294565,1,99.695,
199.2946,0,,
199.39415,1,99.585,
199.39419,0,,
199.49383,1,99.68,
199.493865,0,,
199.593515,1,99.685,
199.59355,0,,
199.693195,1,99.68,
199.69323,0,,
199.79287,1,99.675,
199.792905,0,,
199.892545,1,99.675,
199.89258,0,,
199.99221,1,99.665,
199.99225,0,,
200.091895,1,99.685,
200.091935,0,,
200.19159,1,99.695,
200.191625,0,,
200.29126,1,99.67,
200.291295,0,,
200.39093,1,99.67,
200.390965,0,,
200.490615,1,99.685,
200.49065,0,,
200.59028,1,99.665,
200.590315,0,,
200.689975,1,99.695,
200.69001,0,,
200.789655,1,99.68,
200.78969,0,,
200.88934,1,99.685,
200.889375,0,,
200.989025,1,99.685,
200.98906,0,,
201.0887,1,99.675,
201.08874,0,,
201.188385,1,99.685,
201.18842,0,,
201.287965,1,99.58,
201.288,0,,
201.38765,1,99.685,
201.387685,0,,
201.487335,1,99.685,
201.48737,0,,
201.58701,1,99.675,
201.587045,0,,
201.686685,1,99.675,
201.68672,0,,
201.786365,1,99.68,
201.7864,0,,
201.88604,1,99.675,
201.886075,0,,
201.98573,1,99.69,
201.985765,0,,
202.085425,1,99.695,
202.085465,0,,
202.1851,1,99.675,
202.18514,0,,
202.28477,1,99.67,
202.28481,0,,
202.384465,1,99.695,
202.3845,0,,
202.484135,1,99.67,
202.48417,0,,
202.58384,1,99.705,
202.583875,0,,
202.68353,1,99.69,
202.683565,0,,
202.783215,1,99.685,
202.783255,0,,
202.88291,1,99.695,
202.882945,0,,
202.982595,1,99.685,
202.98263,0,,
203.08229,1,99.695,
203.082325,0,,
203.181965,1,99.675,
203.182,0,,
203.28166,1,99.695,
203.281695,0,,
203.381345,1,99.685,
203.38138,0,,
203.481015,1,99.67,
203.48105,0,,
203.58069,1,99.675,
203.580725,0,,
203.680355,1,99.665,
203.68039,0,,
203.78002,1,99.665,
203.780055,0,,
203.879705,1,99.685,
203.87974,0,,
203.9794,1,99.695,
203.979435,0,,
204.07907,1,99.67,
204.079105,0,,
204.17874,1,99.67,
204.17878,0,,
204.27843,1,99.69,
204.278465,0,,
204.378105,1,99.675,
204.37814,0,,
204.477805,1,99.7,
204.477845,0,,
204.577495,1,99.69,
204.57753,0,,
204.67719,1,99.695,
204.677225,0,,
204.77688,1,99.69,
204.776915,0,,
204.876565,1,99.685,
204.876605,0,,
204.97627,1,99.705,
204.976305,0,,
205.075945,1,99.675,
205.07598,0,,
205.175645,1,99.7,
205.17568,0,,
205.27534,1,99.695,
205.275375,0,,
205.375015,1,99.675,
205.375055,0,,
205.474705,1,99.69,
205.47474,0,,
205.574385,1,99.68,
205.57442,0,,
205.67406,1,99.675,
205.6741,0,,
205.77376,1,99.7,
205.773795,0,,
205.87345,1,99.69,
205.87349,0,,
205.973125,1,99.675,
205.97316,0,,
206.072805,1,99.68,
206.072845,0,,
206.1725,1,99.695,
206.172535,0,,
206.27217,1,99.67,
206.272205,0,,
206.371875,1,99.705,
206.37191,0,,
206.471575,1,99.7,
206.47161,0,,
206.57127,1,99.695,
206.571305,0,,
206.67096,1,99.69,
206.671,0,,
206.770655,1,99.695,
206.77069,0,,
206.87035,1,99.695,
206.870385,0,,
206.970025,1,99.675,
206.97006,0,,
207.06971,1,99.685,
207.069745,0,,
207.169395,1,99.685,
207.169435,0,,
207.26906,1,99.665,
207.269095,0,,
207.36874,1,99.68,
207.368775,0,,
207.468415,1,99.675,
207.46845,0,,
207.56809,1,99.675,
207.568125,0,,
207.667775,1,99.685,
207.667815,0,,
207.76748,1,99.705,
207.767515,0,,
207.86716,1,99.68,
207.867195,0,,
207.96684,1,99.68,
207.96688,0,,
208.06653,1,99.69,
208.066565,0,,
208.1662,1,99.67,
208.166235,0,,
208.2659,1,99.7,
208.265935,0,,
208.365495,1,99.595,
208.36553,0,,
208.465175,1,99.68,
208.465215,0,,
208.564865,1,99.69,
208.5649,0,,
208.66455,1,99.685,
208.664585,0,,
208.764245,1,99.695,
208.764285,0,,
208.86393,1,99.685,
208.863965,0,,
208.963615,1,99.685,
208.96365,0,,
209.063305,1,99.69,
209.063345,0,,
209.162975,1,99.67,
209.16301,0,,
209.262655,1,99.68,
209.26269,0,,
209.362325,1,99.67,
209.362365,0,,
209.462,1,99.675,
209.46204,0,,
209.56169,1,99.69,
209.561725,0,,
209.661385,1,99.695,
209.661425,0,,
209.761065,1,99.68,
209.7611,0,,
209.86074,1,99.675,
209.86078,0,,
209.960425,1,99.685,
209.960465,0,,
210.060095,1,99.67,
210.06013,0,,
210.1598,1,99.705,
210.159835,0,,
210.25949,1,99.69,
210.25953,0,,
210.359195,1,99.705,
210.359235,0,,
210.45889,1,99.695,
210.458925,0,,
210.558585,1,99.695,
210.55862,0,,
210.658285,1,99.7,
210.65832,0,,
210.757955,1,99.67,
210.75799,0,,
210.85763,1,99.675,
210.857665,0,,
210.957315,1,99.685,
210.957355,0,,
211.05701,1,99.695,
211.057045,0,,
211.15669,1,99.68,
211.156725,0,,
211.256365,1,99.675,
211.2564,0,,
211.356065,1,99.7,
211.3561,0,,
211.455745,1,99.68,
211.455785,0,,
211.55543,1,99.685,
211.55547,0,,
211.655135,1,99.705,
211.65517,0,,
211.754805,1,99.67,
211.75484,0,,
211.85448,1,99.675,
211.854515,0,,
211.954165,1,99.685,
211.9542,0,,
212.05386,1,99.695,
212.053895,0,,
212.15353,1,99.67,
212.15357,0,,
212.253205,1,99.675,
212.253245,0,,
212.35288,1,99.675,
212.352915,0,,
212.45256,1,99.68,
212.452595,0,,
212.552245,1,99.685,
212.55228,0,,
212.651915,1,99.67,
212.651955,0,,
212.75159,1,99.675,
212.75163,0,,
212.85128,1,99.69,
212.851315,0,,
212.95098,1,99.7,
212.951015,0,,
213.05066,1,99.68,
213.050695,0,,
213.150325,1,99.665,
213.150365,0,,
213.250015,1,99.69,
213.25005,0,,
213.349695,1,99.68,
213.34973,0,,
213.449375,1,99.68,
213.44941,0,,
213.549065,1,99.69,
213.549105,0,,
213.648735,1,99.67,
213.64877,0,,
213.7484,1,99.665,
213.748435,0,,
213.848085,1,99.685,
213.84812,0,,
213.947775,1,99.69,
213.94781,0,,
214.04745,1,99.675,
214.047485,0,,
214.147125,1,99.675,
214.14716,0,,
214.2468,1,99.675,
214.246835,0,,
214.346475,1,99.675,
214.346515,0,,
214.44616,1,99.685,
214.446195,0,,
214.54585,1,99.69,
214.545885,0,,
214.645535,1,99.685,
214.64557,0,,
214.745225,1,99.69,
214.74526,0,,
214.844915,1,99.69,
214.844955,0,,
214.9446,1,99.685,
214.944635,0,,
215.044275,1,99.675,
215.04431,0,,
215.143965,1,99.69,
215.144005,0,,
215.243645,1,99.68,
215.24368,0,,
215.34333,1,99.685,
215.343365,0,,
215.44303,1,99.7,
215.443065,0,,
215.542695,1,99.665,
215.54273,0,,
215.64236,1,99.665,
215.642395,0,,
215.74204,1,99.68,
215.742075,0,,
215.84172,1,99.68,
215.84176,0,,
215.941395,1,99.675,
215.94143,0,,
216.041065,1,99.67,
216.041105,0,,
216.140725,1,99.66,
216.140765,0,,
216.240395,1,99.67,
216.240435,0,,
216.34007,1,99.675,
216.340105,0,,
216.43974,1,99.67,
216.439775,0,,
216.5394,1,99.66,
216.539435,0,,
216.639085,1,99.685,
216.639125,0,,
216.738775,1,99.69,
216.73881,0,,
216.838455,1,99.68,
216.838495,0,,
216.93813,1,99.675,
216.938165,0,,
217.037825,1,99.695,
217.03786,0,,
217.13751,1,99.685,
217.137545,0,,
217.23719,1,99.68,
217.23723,0,,
217.336885,1,99.695,
217.33692,0,,
217.43655,1,99.665,
217.436585,0,,
217.536225,1,99.675,
217.53626,0,,
217.635905,1,99.68,
217.63594,0,,
217.735595,1,99.69,
217.73563,0,,
217.83527,1,99.675,
217.835305,0,,
217.93495,1,99.68,
217.934985,0,,
218.034615,1,99.665,
218.03465,0,,
218.13429,1,99.675,
218.134325,0,,
218.233965,1,99.675,
218.234005,0,,
218.33364,1,99.675,
218.333675,0,,
218.433305,1,99.665,
218.433345,0,,
218.532995,1,99.69,
218.533035,0,,
218.63269,1,99.695,
218.632725,0,,
218.732385,1,99.695,
218.73242,0,,
218.83206,1,99.675,
218.832095,0,,
218.931755,1,99.695,
218.93179,0,,
219.031435,1,99.68,
219.03147,0,,
219.13111,1,99.675,
219.131145,0,,
219.230805,1,99.695,
219.23084,0,,
219.330475,1,99.67,
219.33051,0,,
219.430155,1,99.68,
219.430195,0,,
219.52983,1,99.675,
219.52987,0,,
219.629525,1,99.695,
219.62956,0,,
219.729195,1,99.67,
219.72923,0,,
219.828875,1,99.68,
219.82891,0,,
219.928545,1,99.67,
219.92858,0,,
220.02822,1,99.675,
220.028255,0,,
220.127895,1,99.675,
220.12793,0,,
220.22757,1,99.675,
220.22761,0,,
220.32726,1,99.69,
220.327295,0,,
220.42695,1,99.69,
220.426985,0,,
220.526635,1,99.685,
220.526675,0,,
220.626325,1,99.69,
220.62636,0,,
220.725995,1,99.67,
220.72603,0,,
220.82569,1,99.695,
220.825725,0,,
220.92537,1,99.68,
220.92541,0,,
221.02505,1,99.68,
221.02509,0,,
221.124715,1,99.665,
221.12475,0,,
221.224415,1,99.7,
221.22445,0,,
221.324085,1,99.67,
221.324125,0,,
221.42377,1,99.685,
221.423805,0,,
221.52346,1,99.69,
221.523495,0,,
221.623125,1,99.665,
221.62316,0,,
221.7228,1,99.675,
221.722835,0,,
221.822465,1,99.665,
221.8225,0,,
221.922135,1,99.67,
221.92217,0,,
222.021805,1,99.67,
222.02184,0,,
222.121475,1,99.67,
222.121515,0,,
222.221145,1,99.67,
222.22118,0,,
222.320825,1,99.68,
222.32086,0,,
222.42051,1,99.685,
222.420545,0,,
222.520195,1,99.685,
222.52023,0,,
222.61986,1,99.665,
222.619895,0,,
222.71955,1,99.69,
222.71959,0,,
222.81924,1,99.69,
222.819275,0,,
222.918925,1,99.685,
222.91896,0,,
223.018535,1,99.61,
223.01857,0,,
223.118195,1,99.66,
223.118235,0,,
223.217865,1,99.67,
223.2179,0,,
223.317555,1,99.69,
223.31759,0,,
223.41725,1,99.695,
223.417285,0,,
223.516925,1,99.675,
223.51696,0,,
223.616605,1,99.68,
223.61664,0,,
223.71628,1,99.675,
223.71632,0,,
223.815965,1,99.685,
223.816,0,,
223.915645,1,99.68,
223.915685,0,,
224.01533,1,99.685,
224.015365,0,,
224.11501,1,99.68,
224.115045,0,,
224.2147,1,99.69,
224.214735,0,,
224.31439,1,99.69,
224.314425,0,,
224.41408,1,99.69,
224.41412,0,,
224.513755,1,99.675,
224.51379,0,,
224.613455,1,99.7,
224.61349,0,,
224.713135,1,99.68,
224.71317,0,,
224.812815,1,99.68,
224.812855,0,,
224.91247,1,99.655,
224.912505,0,,
225.01217,1,99.7,
225.012205,0,,
225.111845,1,99.675,
225.11188,0,,
225.211535,1,99.69,
225.21157,0,,
225.31123,1,99.695,
225.311265,0,,
225.4109,1,99.67,
225.41094,0,,
225.510585,1,99.685,
225.51062,0,,
225.610265,1,99.68,
225.6103,0,,
225.70994,1,99.675,
225.70998,0,,
225.80962,1,99.68,
225.80966,0,,
225.9093,1,99.68,
225.909335,0,,
226.00898,1,99.68,
226.009015,0,,
226.108665,1,99.685,
226.108705,0,,
226.208365,1,99.7,
226.2084,0,,
226.30805,1,99.685,
226.30809,0,,
226.40773,1,99.68,
226.407765,0,,
226.50743,1,99.7,
226.507465,0,,
226.607115,1,99.685,
226.60715,0,,
226.70679,1,99.675,
226.706825,0,,
226.8064,1,99.61,
226.80644,0,,
226.906075,1,99.675,
226.90611,0,,
227.00575,1,99.675,
227.005785,0,,
227.105435,1,99.685,
227.105475,0,,
227.20513,1,99.695,
227.205165,0,,
227.304805,1,99.675,
227.304845,0,,
227.40448,1,99.675,
227.40452,0,,
227.504155,1,99.675,
227.50419,0,,
227.603835,1,99.68,
227.60387,0,,
227.703515,1,99.68,
227.70355,0,,
227.80319,1,99.675,
227.803225,0,,
227.90286,1,99.67,
227.902895,0,,
228.00254,1,99.68,
228.002575,0,,
228.10222,1,99.68,
228.102255,0,,
228.201915,1,99.695,
228.20195,0,,
228.3016,1,99.685,
228.301635,0,,
228.40128,1,99.68,
228.401315,0,,
228.50098,1,99.7,
228.501015,0,,
228.600655,1,99.675,
228.600695,0,,
228.70029,1,99.635,
228.700325,0,,
228.79998,1,99.69,
228.800015,0,,
228.89967,1,99.69,
228.89971,0,,
228.99934,1,99.67,
228.999375,0,,
229.099015,1,99.675,
229.09905,0,,
229.198705,1,99.69,
229.19874,0,,
229.298375,1,99.67,
229.29841,0,,
229.398055,1,99.68,
229.39809,0,,
229.497755,1,99.7,
229.49779,0,,
229.597455,1,99.7,
229.59749,0,,
229.69715,1,99.695,
229.697185,0,,
229.79684,1,99.69,
229.796875,0,,
229.896515,1,99.675,
229.89655,0,,
229.996195,1,99.68,
229.99623,0,,
230.09587,1,99.675,
230.095905,0,,
230.19555,1,99.68,
230.195585,0,,
230.29524,1,99.69,
230.295275,0,,
230.394945,1,99.705,
230.39498,0,,
230.49461,1,99.665,
230.494645,0,,
230.594195,1,99.585,
230.59423,0,,
230.69388,1,99.685,
230.69392,0,,
230.793575,1,99.695,
230.793615,0,,
